event_id,event_time,machine_id,event_type,is_failure,downtime_hours,cost_yuan,technician,status,note
MNT-001531,2025-08-22 21:00:00,M15,注射故障,True,17.24,4136.07,维修工C,已修复,更换备件
MNT-001532,2026-01-09 23:00:00,M26,故障维修,True,0.65,6655.51,维修工D,已修复,
MNT-001533,2024-05-21 02:00:00,M05,密封件更换,True,14.01,4340.74,维修工D,已修复,建议大修
MNT-001534,2024-05-31 15:00:00,M05,加热故障,True,3.58,508.8,维修工A,已修复,
MNT-001535,2024-04-21 14:00:00,M16,注射故障,True,10.86,414.87,维修工D,已修复,建议大修
MNT-001536,2024-06-17 20:00:00,M08,加热故障,True,23.5,7139.01,维修工A,已修复,建议大修
MNT-001537,2025-11-08 12:00:00,M21,故障维修,True,19.84,679.47,维修工C,已修复,
MNT-001538,2024-01-06 08:00:00,M19,滤芯更换,True,11.8,6148.09,外部供应商,已修复,
MNT-001539,2024-06-30 10:00:00,M19,电气故障,True,1.86,6878.38,维修工C,已修复,需要厂家支持
MNT-001540,2025-10-21 04:00:00,M07,滤芯更换,True,18.74,6131.99,维修工A,已修复,
MNT-001541,2024-03-30 10:00:00,M03,预防性保养,False,0.88,200.03,维修工B,已修复,
MNT-001542,2026-02-24 09:00:00,M08,换油,True,15.8,7350.74,外部供应商,已修复,需要厂家支持
MNT-001543,2025-03-03 07:00:00,M28,加热故障,True,20.44,3239.98,外部供应商,已修复,需要厂家支持
MNT-001544,2024-04-30 23:00:00,M26,滤芯更换,True,11.59,664.23,维修工B,已修复,
MNT-001545,2024-04-15 08:00:00,M13,电气故障,True,13.06,1345.84,维修工A,已修复,
MNT-001546,2025-12-20 20:00:00,M09,密封件更换,True,12.38,1077.33,维修工B,已修复,更换备件
MNT-001547,2024-10-08 09:00:00,M07,换油,True,2.92,5046.47,维修工A,已修复,
MNT-001548,2025-07-13 04:00:00,M18,加热故障,True,4.31,3281.18,维修工A,已修复,
MNT-001549,2025-03-10 20:00:00,M19,故障维修,True,5.22,3968.19,维修工A,已修复,更换备件
MNT-001550,2025-07-29 12:00:00,M22,预防性保养,False,1.63,679.57,维修工A,已修复,更换备件
MNT-001551,2025-05-28 16:00:00,M10,注射故障,True,13.25,644.35,维修工D,已修复,
MNT-001552,2025-10-09 17:00:00,M28,换油,True,0.7,3967.41,维修工D,已修复,
MNT-001553,2026-01-16 21:00:00,M12,密封件更换,True,2.44,3316.08,维修工B,已修复,
MNT-001554,2026-04-14 01:00:00,M10,预防性保养,False,3.82,919.9,外部供应商,已修复,
MNT-001555,2025-07-10 12:00:00,M01,故障维修,True,3.06,5604.85,维修工C,已修复,
MNT-001556,2024-05-03 10:00:00,M18,加热故障,True,22.65,7960.82,维修工A,已修复,建议大修
MNT-001557,2024-12-07 10:00:00,M08,密封件更换,True,14.26,1839.29,维修工D,已修复,建议大修
MNT-001558,2025-07-06 09:00:00,M13,加热故障,True,12.45,838.0,维修工D,已修复,
MNT-001559,2025-09-06 13:00:00,M21,注射故障,True,12.4,2529.1,维修工A,已修复,
MNT-001560,2024-11-19 05:00:00,M29,故障维修,True,23.26,7367.75,外部供应商,已修复,
MNT-001561,2025-11-10 03:00:00,M26,换油,True,17.89,6760.74,维修工A,已修复,
MNT-001562,2025-01-22 01:00:00,M17,加热故障,True,7.78,6677.9,外部供应商,已修复,需要厂家支持
MNT-001563,2025-04-22 00:00:00,M23,故障维修,True,22.19,3928.54,维修工C,待跟进,建议大修
MNT-001564,2024-04-26 22:00:00,M02,加热故障,True,1.79,7206.17,维修工A,已修复,更换备件
MNT-001565,2025-05-07 20:00:00,M18,电气故障,True,4.27,7930.13,维修工B,已修复,
MNT-001566,2025-03-26 00:00:00,M25,锁模故障,True,22.39,1681.55,维修工C,已修复,
MNT-001567,2025-03-29 16:00:00,M11,加热故障,True,6.13,5277.92,维修工A,已修复,
MNT-001568,2024-01-12 12:00:00,M11,加热故障,True,20.62,5693.57,维修工C,已修复,
MNT-001569,2024-08-27 10:00:00,M07,换油,True,23.41,959.57,维修工B,已修复,
MNT-001570,2024-08-30 15:00:00,M26,电气故障,True,18.88,3436.81,维修工B,已修复,
MNT-001571,2025-04-04 01:00:00,M02,换油,True,19.24,3420.31,维修工C,已修复,建议大修
MNT-001572,2026-03-20 07:00:00,M10,注射故障,True,14.96,6499.4,维修工D,已修复,
MNT-001573,2024-09-17 15:00:00,M28,预防性保养,False,1.6,628.83,维修工C,已修复,建议大修
MNT-001574,2024-10-19 08:00:00,M12,液压故障,True,13.03,7783.38,维修工D,已修复,
MNT-001575,2025-05-09 11:00:00,M23,电气故障,True,10.38,552.11,维修工D,已修复,建议大修
MNT-001576,2025-07-08 07:00:00,M03,换油,True,23.01,3078.23,外部供应商,已修复,
MNT-001577,2026-03-12 17:00:00,M26,电气故障,True,18.9,4817.5,维修工D,已修复,需要厂家支持
MNT-001578,2024-05-17 04:00:00,M03,液压故障,True,16.42,6918.84,维修工D,已修复,需要厂家支持
MNT-001579,2024-04-13 13:00:00,M10,密封件更换,True,14.62,6843.07,维修工B,已修复,
MNT-001580,2024-09-01 17:00:00,M23,液压故障,True,2.86,2614.23,维修工A,已修复,
MNT-001581,2024-01-24 10:00:00,M07,故障维修,True,18.52,3016.09,维修工A,已修复,需要厂家支持
MNT-001582,2024-08-21 00:00:00,M14,滤芯更换,True,20.09,7589.22,维修工D,已修复,更换备件
MNT-001583,2025-03-21 02:00:00,M28,加热故障,True,22.83,4931.51,维修工B,已修复,
MNT-001584,2025-05-19 12:00:00,M18,电气故障,True,17.93,4793.07,外部供应商,已修复,
MNT-001585,2024-08-22 03:00:00,M13,注射故障,True,17.88,4710.97,维修工B,已修复,更换备件
MNT-001586,2026-01-18 02:00:00,M27,故障维修,True,1.45,6595.77,维修工A,已修复,
MNT-001587,2024-11-03 10:00:00,M27,液压故障,True,8.74,2579.04,维修工B,已修复,
MNT-001588,2024-05-13 00:00:00,M17,注射故障,True,15.29,2327.0,维修工D,待跟进,建议大修
MNT-001589,2024-03-11 18:00:00,M25,预防性保养,False,2.53,1467.82,维修工C,已修复,需要厂家支持
MNT-001590,2024-03-08 12:00:00,M09,密封件更换,True,22.49,1048.88,维修工C,已修复,更换备件
MNT-001591,2025-09-21 20:00:00,M20,故障维修,True,11.25,5220.13,外部供应商,已修复,
MNT-001592,2024-08-06 14:00:00,M27,换油,True,6.98,6579.32,维修工C,已修复,
MNT-001593,2026-04-22 20:00:00,M21,锁模故障,True,17.19,7610.36,维修工C,已修复,建议大修
MNT-001594,2024-11-23 01:00:00,M17,滤芯更换,True,4.48,1388.23,外部供应商,已修复,建议大修
MNT-001595,2025-07-18 08:00:00,M17,滤芯更换,True,14.14,2273.6,维修工B,已修复,建议大修
MNT-001596,2024-03-12 14:00:00,M16,加热故障,True,10.47,5534.7,维修工A,已修复,建议大修
MNT-001597,2024-12-12 11:00:00,M25,注射故障,True,1.14,6582.94,维修工D,已修复,需要厂家支持
MNT-001598,2025-03-17 02:00:00,M04,注射故障,True,4.1,7416.93,维修工A,已修复,更换备件
MNT-001599,2024-12-12 15:00:00,M15,故障维修,True,17.28,4155.26,维修工B,已修复,更换备件
MNT-001600,2024-09-22 23:00:00,M25,预防性保养,False,1.38,396.93,维修工C,已修复,
MNT-001601,2025-02-07 21:00:00,M21,换油,True,21.88,2915.63,维修工D,已修复,
MNT-001602,2024-01-06 01:00:00,M03,密封件更换,True,13.98,4038.05,维修工D,已修复,
MNT-001603,2025-03-29 12:00:00,M16,电气故障,True,12.69,4339.19,维修工D,已修复,
MNT-001604,2024-11-18 20:00:00,M28,故障维修,True,15.03,7026.02,维修工D,已修复,建议大修
MNT-001605,2025-08-14 19:00:00,M06,故障维修,True,6.9,1803.2,维修工B,已修复,更换备件
MNT-001606,2025-03-18 01:00:00,M09,密封件更换,True,6.99,3365.59,外部供应商,已修复,
MNT-001607,2024-02-24 22:00:00,M05,注射故障,True,9.92,3481.33,外部供应商,已修复,建议大修
MNT-001608,2024-02-16 16:00:00,M04,锁模故障,True,19.25,2668.85,维修工C,已修复,需要厂家支持
MNT-001609,2026-02-04 17:00:00,M07,预防性保养,False,2.64,1463.2,维修工C,已修复,建议大修
MNT-001610,2025-02-05 03:00:00,M27,锁模故障,True,20.71,5207.73,维修工D,已修复,更换备件
MNT-001611,2025-07-07 23:00:00,M19,电气故障,True,15.43,5121.26,维修工A,已修复,更换备件
MNT-001612,2025-06-16 20:00:00,M02,液压故障,True,3.79,4091.53,外部供应商,已修复,
MNT-001613,2025-06-10 21:00:00,M03,电气故障,True,22.52,4452.03,维修工C,已修复,更换备件
MNT-001614,2025-05-31 21:00:00,M17,电气故障,True,10.35,1114.58,维修工C,已修复,更换备件
MNT-001615,2024-06-07 18:00:00,M02,换油,True,18.81,5416.32,维修工C,已修复,
MNT-001616,2026-04-15 06:00:00,M08,故障维修,True,18.42,1061.39,维修工D,已修复,需要厂家支持
MNT-001617,2024-05-31 05:00:00,M09,锁模故障,True,0.82,5452.42,维修工A,已修复,更换备件
MNT-001618,2025-08-14 11:00:00,M17,注射故障,True,4.99,5885.11,外部供应商,已修复,需要厂家支持
MNT-001619,2024-01-30 10:00:00,M17,注射故障,True,8.53,3536.01,维修工D,已修复,
MNT-001620,2024-10-03 23:00:00,M19,锁模故障,True,11.11,2749.74,维修工D,已修复,
MNT-001621,2026-02-14 01:00:00,M24,预防性保养,False,3.92,1351.48,维修工B,已修复,
MNT-001622,2024-04-29 16:00:00,M07,预防性保养,False,3.7,358.91,维修工A,已修复,
MNT-001623,2025-11-04 12:00:00,M10,预防性保养,False,1.82,1013.77,维修工C,已修复,更换备件
MNT-001624,2026-01-09 17:00:00,M27,密封件更换,True,1.03,3998.94,维修工B,已修复,需要厂家支持
MNT-001625,2024-03-06 09:00:00,M12,注射故障,True,16.58,4879.37,维修工B,已修复,
MNT-001626,2024-09-07 13:00:00,M28,滤芯更换,True,11.48,4475.09,外部供应商,已修复,建议大修
MNT-001627,2024-01-03 09:00:00,M04,滤芯更换,True,17.48,1678.67,维修工B,已修复,需要厂家支持
MNT-001628,2024-07-15 15:00:00,M01,液压故障,True,9.45,7640.21,维修工C,已修复,建议大修
MNT-001629,2025-08-23 16:00:00,M25,加热故障,True,6.61,2344.49,维修工C,已修复,
MNT-001630,2024-03-14 10:00:00,M01,电气故障,True,8.37,4117.49,维修工A,已修复,建议大修
MNT-001631,2026-02-05 21:00:00,M07,滤芯更换,True,21.03,789.64,维修工A,已修复,
MNT-001632,2024-01-31 10:00:00,M22,换油,True,1.81,3371.58,外部供应商,已修复,需要厂家支持
MNT-001633,2024-11-16 12:00:00,M05,液压故障,True,9.29,3589.62,维修工B,已修复,需要厂家支持
MNT-001634,2024-06-03 23:00:00,M23,电气故障,True,17.88,5555.96,外部供应商,已修复,
MNT-001635,2024-05-06 23:00:00,M12,换油,True,20.12,476.82,维修工D,已修复,
MNT-001636,2025-02-03 14:00:00,M09,滤芯更换,True,22.68,1980.41,维修工D,已修复,
MNT-001637,2024-11-25 15:00:00,M26,锁模故障,True,11.59,667.15,维修工B,已修复,
MNT-001638,2024-07-06 09:00:00,M21,电气故障,True,14.24,2526.11,维修工B,已修复,需要厂家支持
MNT-001639,2024-08-01 07:00:00,M05,预防性保养,False,2.96,1085.36,维修工C,已修复,
MNT-001640,2024-05-10 22:00:00,M03,锁模故障,True,15.99,7167.63,维修工C,已修复,
MNT-001641,2024-12-02 10:00:00,M13,液压故障,True,10.88,4844.01,维修工A,已修复,
MNT-001642,2025-11-24 21:00:00,M17,加热故障,True,1.6,7712.57,外部供应商,已修复,
MNT-001643,2024-07-10 22:00:00,M20,电气故障,True,5.63,7007.02,外部供应商,已修复,
MNT-001644,2026-03-04 13:00:00,M01,换油,True,3.41,7521.75,维修工D,已修复,
MNT-001645,2025-03-21 23:00:00,M24,密封件更换,True,2.61,411.27,维修工A,已修复,需要厂家支持
MNT-001646,2024-12-03 15:00:00,M08,加热故障,True,18.71,3244.76,外部供应商,已修复,
MNT-001647,2026-01-17 22:00:00,M16,液压故障,True,13.18,1459.68,维修工C,已修复,
MNT-001648,2025-08-18 22:00:00,M21,液压故障,True,21.07,7742.43,维修工D,已修复,
MNT-001649,2025-05-02 17:00:00,M20,注射故障,True,13.29,5138.95,维修工D,已修复,
MNT-001650,2025-02-21 10:00:00,M02,电气故障,True,8.83,7138.16,维修工C,已修复,
MNT-001651,2024-10-23 06:00:00,M10,锁模故障,True,1.22,6512.48,维修工D,已修复,需要厂家支持
MNT-001652,2025-04-06 00:00:00,M11,密封件更换,True,12.93,5653.5,维修工C,已修复,
MNT-001653,2026-01-03 00:00:00,M26,滤芯更换,True,10.17,6636.69,维修工B,已修复,
MNT-001654,2025-01-25 07:00:00,M01,换油,True,12.13,4454.6,维修工A,已修复,
MNT-001655,2024-01-25 00:00:00,M28,锁模故障,True,5.05,7281.36,维修工B,已修复,更换备件
MNT-001656,2026-03-08 15:00:00,M23,换油,True,4.42,4618.89,维修工C,已修复,
MNT-001657,2026-02-09 15:00:00,M19,换油,True,17.11,2842.66,维修工D,已修复,
MNT-001658,2024-04-02 04:00:00,M16,电气故障,True,13.12,4657.59,维修工B,已修复,更换备件
MNT-001659,2024-06-28 16:00:00,M22,注射故障,True,1.56,1151.25,维修工D,已修复,更换备件
MNT-001660,2024-10-24 02:00:00,M23,故障维修,True,0.86,6454.03,维修工B,已修复,
MNT-001661,2025-05-02 22:00:00,M02,滤芯更换,True,1.04,5027.34,维修工D,已修复,
MNT-001662,2025-05-23 17:00:00,M15,注射故障,True,12.47,2554.56,维修工A,已修复,
MNT-001663,2024-07-11 21:00:00,M21,液压故障,True,21.36,5760.36,外部供应商,已修复,需要厂家支持
MNT-001664,2026-01-28 17:00:00,M06,故障维修,True,14.35,3568.14,维修工C,待跟进,
MNT-001665,2024-07-25 08:00:00,M05,液压故障,True,8.56,5214.51,维修工A,已修复,建议大修
MNT-001666,2024-04-27 13:00:00,M07,锁模故障,True,5.29,1793.51,外部供应商,已修复,需要厂家支持
MNT-001667,2024-10-27 02:00:00,M04,电气故障,True,22.45,2066.44,维修工A,已修复,建议大修
MNT-001668,2025-08-30 08:00:00,M17,预防性保养,False,0.98,1263.77,维修工C,已修复,建议大修
MNT-001669,2025-11-05 16:00:00,M23,密封件更换,True,10.31,1608.65,外部供应商,已修复,需要厂家支持
MNT-001670,2026-04-23 18:00:00,M22,密封件更换,True,21.84,3216.59,维修工B,已修复,
MNT-001671,2025-04-27 05:00:00,M01,液压故障,True,12.57,644.86,维修工A,已修复,需要厂家支持
MNT-001672,2024-01-31 03:00:00,M28,加热故障,True,23.6,6604.19,维修工A,已修复,需要厂家支持
MNT-001673,2024-05-13 07:00:00,M19,预防性保养,False,2.23,645.75,维修工D,已修复,
MNT-001674,2025-11-09 11:00:00,M29,电气故障,True,15.69,1810.43,维修工B,已修复,建议大修
MNT-001675,2026-03-02 00:00:00,M19,注射故障,True,14.91,6142.32,维修工A,已修复,
MNT-001676,2024-03-11 05:00:00,M07,换油,True,20.09,583.41,维修工A,已修复,需要厂家支持
MNT-001677,2025-03-08 01:00:00,M22,故障维修,True,6.14,7777.71,外部供应商,已修复,
MNT-001678,2025-10-09 06:00:00,M06,液压故障,True,6.45,618.07,维修工A,已修复,需要厂家支持
MNT-001679,2024-07-10 15:00:00,M06,锁模故障,True,15.03,7810.94,维修工D,已修复,需要厂家支持
MNT-001680,2025-12-12 10:00:00,M05,滤芯更换,True,3.06,7174.6,维修工C,已修复,建议大修
MNT-001681,2026-03-05 03:00:00,M10,电气故障,True,12.14,4647.6,外部供应商,已修复,需要厂家支持
MNT-001682,2026-02-28 03:00:00,M29,电气故障,True,14.8,1270.59,维修工A,已修复,
MNT-001683,2025-12-15 19:00:00,M05,液压故障,True,4.67,3021.38,外部供应商,已修复,
MNT-001684,2025-09-24 22:00:00,M02,滤芯更换,True,4.7,1992.15,维修工D,已修复,
MNT-001685,2024-11-26 17:00:00,M20,故障维修,True,23.35,881.03,维修工D,已修复,更换备件
MNT-001686,2025-07-31 16:00:00,M01,注射故障,True,13.86,2818.14,维修工A,已修复,需要厂家支持
MNT-001687,2025-02-01 12:00:00,M17,故障维修,True,2.73,7688.22,维修工A,已修复,
MNT-001688,2024-12-15 21:00:00,M19,滤芯更换,True,21.27,3951.45,维修工A,已修复,需要厂家支持
MNT-001689,2025-03-17 01:00:00,M23,锁模故障,True,14.83,1302.73,维修工B,待跟进,
MNT-001690,2024-06-13 01:00:00,M14,密封件更换,True,15.36,5674.98,外部供应商,已修复,更换备件
MNT-001691,2025-09-28 10:00:00,M22,液压故障,True,2.95,7407.83,外部供应商,已修复,建议大修
MNT-001692,2026-03-02 12:00:00,M21,加热故障,True,14.61,6334.68,维修工B,已修复,建议大修
MNT-001693,2024-11-02 22:00:00,M02,滤芯更换,True,7.96,5571.64,外部供应商,已修复,建议大修
MNT-001694,2025-09-04 23:00:00,M24,液压故障,True,3.03,4032.35,维修工C,待跟进,建议大修
MNT-001695,2025-02-22 22:00:00,M23,密封件更换,True,18.05,7436.14,维修工A,已修复,更换备件
MNT-001696,2024-08-02 08:00:00,M29,电气故障,True,14.57,2690.5,外部供应商,已修复,更换备件
MNT-001697,2024-05-21 03:00:00,M19,密封件更换,True,6.95,6019.66,维修工C,已修复,需要厂家支持
MNT-001698,2024-07-01 19:00:00,M28,液压故障,True,19.95,1956.5,维修工B,已修复,更换备件
MNT-001699,2025-04-03 20:00:00,M09,滤芯更换,True,15.05,425.03,维修工B,已修复,需要厂家支持
MNT-001700,2024-05-29 10:00:00,M28,密封件更换,True,4.63,5801.87,维修工D,已修复,
MNT-001701,2024-03-20 23:00:00,M10,液压故障,True,5.31,4909.76,维修工D,已修复,更换备件
MNT-001702,2025-10-05 13:00:00,M04,密封件更换,True,5.4,1993.78,维修工D,已修复,需要厂家支持
MNT-001703,2025-09-14 04:00:00,M08,换油,True,20.34,5695.0,维修工C,已修复,
MNT-001704,2026-02-11 01:00:00,M04,滤芯更换,True,11.36,2855.75,维修工A,已修复,
MNT-001705,2025-12-11 03:00:00,M14,滤芯更换,True,20.64,7402.31,维修工A,已修复,更换备件
MNT-001706,2025-02-06 06:00:00,M15,密封件更换,True,9.6,5251.18,维修工B,已修复,
MNT-001707,2025-06-08 15:00:00,M16,密封件更换,True,22.76,5306.28,外部供应商,已修复,需要厂家支持
MNT-001708,2026-01-23 02:00:00,M09,换油,True,2.29,791.27,维修工A,已修复,
MNT-001709,2025-04-28 09:00:00,M27,换油,True,5.58,4116.52,维修工A,已修复,需要厂家支持
MNT-001710,2025-03-21 06:00:00,M17,注射故障,True,17.74,574.45,外部供应商,已修复,建议大修
MNT-001711,2025-02-19 23:00:00,M02,电气故障,True,18.25,5551.75,维修工D,已修复,建议大修
MNT-001712,2024-08-10 06:00:00,M23,注射故障,True,15.99,1510.22,维修工A,已修复,需要厂家支持
MNT-001713,2024-11-09 01:00:00,M03,故障维修,True,6.67,7704.31,维修工B,已修复,
MNT-001714,2024-09-23 08:00:00,M17,故障维修,True,16.3,7186.65,维修工D,已修复,更换备件
MNT-001715,2025-08-11 20:00:00,M20,换油,True,5.59,2552.19,维修工D,已修复,建议大修
MNT-001716,2025-12-19 02:00:00,M04,液压故障,True,21.95,5302.28,维修工D,已修复,需要厂家支持
MNT-001717,2024-03-03 02:00:00,M22,换油,True,2.49,7764.01,维修工C,已修复,
MNT-001718,2025-12-21 11:00:00,M19,预防性保养,False,1.72,405.42,维修工B,已修复,更换备件
MNT-001719,2024-06-09 22:00:00,M18,电气故障,True,10.17,2129.4,维修工D,已修复,
MNT-001720,2025-04-02 05:00:00,M20,注射故障,True,18.6,3495.35,维修工D,已修复,需要厂家支持
MNT-001721,2025-06-14 18:00:00,M13,液压故障,True,23.04,4124.6,维修工B,已修复,建议大修
MNT-001722,2025-09-04 09:00:00,M26,电气故障,True,20.29,3119.69,维修工D,已修复,需要厂家支持
MNT-001723,2025-09-14 02:00:00,M07,电气故障,True,18.88,2919.57,维修工C,已修复,建议大修
MNT-001724,2026-02-17 01:00:00,M11,注射故障,True,23.34,1245.39,维修工D,待跟进,更换备件
MNT-001725,2025-08-06 08:00:00,M12,换油,True,2.59,2261.7,维修工D,已修复,
MNT-001726,2026-02-20 17:00:00,M14,液压故障,True,20.17,5493.89,维修工B,已修复,建议大修
MNT-001727,2024-09-07 00:00:00,M05,密封件更换,True,4.64,7390.86,外部供应商,已修复,更换备件
MNT-001728,2026-04-04 06:00:00,M28,电气故障,True,7.27,5729.52,维修工B,已修复,
MNT-001729,2025-07-17 20:00:00,M22,加热故障,True,3.93,1925.26,维修工C,已修复,需要厂家支持
MNT-001730,2025-05-12 06:00:00,M27,电气故障,True,14.57,211.27,维修工C,已修复,更换备件
MNT-001731,2024-05-14 12:00:00,M25,预防性保养,False,2.5,1221.81,外部供应商,已修复,建议大修
MNT-001732,2024-10-25 17:00:00,M28,预防性保养,False,2.45,1022.36,维修工C,已修复,
MNT-001733,2025-02-14 06:00:00,M23,注射故障,True,2.31,7139.84,维修工D,已修复,更换备件
MNT-001734,2024-03-29 19:00:00,M13,锁模故障,True,3.02,1951.37,维修工C,已修复,
MNT-001735,2025-11-17 17:00:00,M17,预防性保养,False,1.35,846.49,维修工D,已修复,
MNT-001736,2024-01-25 12:00:00,M07,注射故障,True,12.06,2182.83,维修工C,已修复,
MNT-001737,2026-01-18 12:00:00,M03,加热故障,True,16.51,2749.13,外部供应商,已修复,更换备件
MNT-001738,2026-03-06 01:00:00,M23,加热故障,True,3.77,4700.3,外部供应商,已修复,
MNT-001739,2024-07-18 16:00:00,M01,加热故障,True,10.19,4708.51,维修工C,已修复,
MNT-001740,2024-03-02 18:00:00,M11,加热故障,True,20.37,4679.68,维修工B,已修复,需要厂家支持
MNT-001741,2025-09-12 22:00:00,M17,换油,True,2.56,7708.78,维修工B,已修复,更换备件
MNT-001742,2024-08-09 19:00:00,M20,换油,True,18.27,1870.34,维修工D,已修复,需要厂家支持
MNT-001743,2025-11-04 21:00:00,M20,液压故障,True,19.0,7407.56,维修工B,已修复,更换备件
MNT-001744,2024-08-26 01:00:00,M24,故障维修,True,6.77,1241.2,外部供应商,已修复,建议大修
MNT-001745,2025-10-01 03:00:00,M18,加热故障,True,8.83,7907.99,维修工D,已修复,更换备件
MNT-001746,2024-02-14 07:00:00,M09,锁模故障,True,13.1,2127.61,维修工A,已修复,
MNT-001747,2024-05-08 09:00:00,M04,加热故障,True,12.87,7358.74,维修工B,已修复,建议大修
MNT-001748,2024-07-27 15:00:00,M10,密封件更换,True,16.94,3470.86,维修工D,已修复,
MNT-001749,2025-08-28 01:00:00,M24,预防性保养,False,0.57,174.26,维修工B,已修复,
MNT-001750,2024-09-01 16:00:00,M05,故障维修,True,14.35,6931.84,维修工C,已修复,
MNT-001751,2025-08-16 21:00:00,M12,锁模故障,True,18.39,7591.74,维修工C,已修复,更换备件
MNT-001752,2025-07-30 20:00:00,M25,滤芯更换,True,15.37,5041.57,维修工B,待跟进,更换备件
MNT-001753,2024-07-25 08:00:00,M07,故障维修,True,4.44,2299.21,维修工C,已修复,需要厂家支持
MNT-001754,2025-10-01 22:00:00,M07,电气故障,True,17.22,2810.26,维修工B,已修复,更换备件
MNT-001755,2024-05-16 04:00:00,M14,注射故障,True,8.79,1204.86,维修工C,已修复,
MNT-001756,2024-12-04 02:00:00,M08,电气故障,True,14.29,2361.69,维修工C,已修复,建议大修
MNT-001757,2024-09-20 07:00:00,M28,预防性保养,False,1.43,647.7,维修工A,已修复,
MNT-001758,2024-06-09 18:00:00,M08,锁模故障,True,2.2,2258.17,维修工B,已修复,更换备件
MNT-001759,2024-08-16 11:00:00,M06,故障维修,True,22.26,3278.52,外部供应商,已修复,需要厂家支持
MNT-001760,2025-06-30 13:00:00,M18,液压故障,True,15.3,3265.71,外部供应商,已修复,
MNT-001761,2025-08-04 21:00:00,M07,滤芯更换,True,18.49,6987.2,维修工A,已修复,建议大修
MNT-001762,2024-12-14 02:00:00,M01,密封件更换,True,0.72,7702.26,外部供应商,已修复,需要厂家支持
MNT-001763,2025-02-14 19:00:00,M22,密封件更换,True,16.12,613.15,外部供应商,已修复,更换备件
MNT-001764,2024-01-30 05:00:00,M23,锁模故障,True,7.72,3164.98,外部供应商,已修复,
MNT-001765,2025-01-18 07:00:00,M16,滤芯更换,True,2.89,5074.33,维修工D,已修复,
MNT-001766,2025-07-24 07:00:00,M10,滤芯更换,True,12.99,718.82,维修工C,已修复,
MNT-001767,2024-06-24 22:00:00,M25,故障维修,True,6.96,6880.14,外部供应商,已修复,建议大修
MNT-001768,2024-05-03 03:00:00,M23,液压故障,True,16.93,745.54,维修工B,已修复,需要厂家支持
MNT-001769,2025-11-28 16:00:00,M05,故障维修,True,4.27,5609.87,维修工C,已修复,
MNT-001770,2024-01-22 06:00:00,M06,预防性保养,False,1.99,677.73,维修工D,已修复,
MNT-001771,2026-02-23 23:00:00,M20,预防性保养,False,3.48,407.8,维修工C,已修复,
MNT-001772,2024-03-28 18:00:00,M06,液压故障,True,20.02,6728.81,外部供应商,已修复,建议大修
MNT-001773,2024-07-28 17:00:00,M03,换油,True,4.69,4029.7,外部供应商,已修复,
MNT-001774,2025-06-10 21:00:00,M19,换油,True,15.85,7614.69,维修工A,已修复,
MNT-001775,2026-01-15 08:00:00,M15,换油,True,6.05,7039.78,维修工A,已修复,更换备件
MNT-001776,2025-12-20 16:00:00,M08,换油,True,2.4,6226.8,维修工B,已修复,需要厂家支持
MNT-001777,2024-07-03 01:00:00,M28,注射故障,True,13.56,3086.95,外部供应商,已修复,
MNT-001778,2025-01-27 12:00:00,M21,换油,True,4.97,2635.41,维修工B,已修复,更换备件
MNT-001779,2024-06-01 14:00:00,M13,电气故障,True,13.82,7644.21,维修工B,已修复,需要厂家支持
MNT-001780,2024-12-12 04:00:00,M01,预防性保养,False,1.06,173.54,维修工D,已修复,更换备件
MNT-001781,2025-05-03 12:00:00,M25,加热故障,True,9.42,3581.54,维修工D,已修复,
MNT-001782,2025-09-13 15:00:00,M08,故障维修,True,18.69,3586.9,外部供应商,已修复,建议大修
MNT-001783,2025-10-12 20:00:00,M02,电气故障,True,22.99,3012.75,维修工D,已修复,
MNT-001784,2024-07-19 18:00:00,M19,液压故障,True,1.26,2943.15,维修工C,已修复,
MNT-001785,2025-01-09 12:00:00,M07,密封件更换,True,22.23,6597.37,维修工C,已修复,需要厂家支持
MNT-001786,2025-05-30 09:00:00,M23,密封件更换,True,19.97,7088.6,外部供应商,已修复,
MNT-001787,2024-02-10 05:00:00,M18,锁模故障,True,16.5,6225.06,维修工C,已修复,更换备件
MNT-001788,2024-01-10 05:00:00,M26,预防性保养,False,3.07,909.25,外部供应商,已修复,
MNT-001789,2024-01-26 23:00:00,M21,故障维修,True,2.61,4278.67,维修工D,已修复,需要厂家支持
MNT-001790,2026-03-11 17:00:00,M20,滤芯更换,True,20.93,3111.78,维修工D,已修复,需要厂家支持
MNT-001791,2024-11-07 08:00:00,M26,预防性保养,False,2.51,1374.95,外部供应商,已修复,更换备件
MNT-001792,2026-03-04 22:00:00,M18,锁模故障,True,7.68,1917.68,外部供应商,已修复,
MNT-001793,2025-04-19 05:00:00,M24,电气故障,True,11.96,2995.0,维修工B,已修复,需要厂家支持
MNT-001794,2024-10-12 23:00:00,M28,电气故障,True,11.64,2877.07,维修工D,已修复,更换备件
MNT-001795,2025-10-24 09:00:00,M12,预防性保养,False,3.25,507.72,维修工B,已修复,更换备件
MNT-001796,2025-09-10 11:00:00,M17,密封件更换,True,17.38,1520.31,维修工D,已修复,
MNT-001797,2024-08-08 09:00:00,M15,滤芯更换,True,9.6,4353.27,外部供应商,已修复,需要厂家支持
MNT-001798,2026-02-19 00:00:00,M21,加热故障,True,8.36,7839.48,外部供应商,已修复,
