delivery_id,delivery_time,promised_time,sku,customer_id,customer_name,qty_delivered,amount_yuan,status,delay_hours,logistics_provider
DLV-0006095,2026-04-28 09:00:00,2026-04-27 12:00:00,DRH-022,C012,蔚来汽车,122,1487.18,LATE,21.0,安能
DLV-0006096,2026-02-14 17:00:00,2026-02-14 23:00:00,DUO-010,C001,东风彼欧,182,2773.68,OK,0,安能
DLV-0006097,2026-04-07 15:00:00,2026-04-06 07:00:00,CUP-002,C007,零跑汽车,223,1070.4,LATE,32.0,客户自提
DLV-0006098,2024-12-16 09:00:00,2024-12-15 20:00:00,CUP-017,C015,马瑞利,311,3853.29,LATE,13.0,SF顺丰
DLV-0006099,2024-01-07 15:00:00,2024-01-08 08:00:00,HND-019,C016,安波福,253,5434.44,OK,0,宅急送
DLV-0006100,2025-12-04 09:00:00,2025-12-04 14:00:00,VEN-021,C004,佛吉亚,33,981.75,OK,0,京东物流
DLV-0006101,2025-02-03 10:00:00,2025-02-04 01:00:00,BUM-010,C012,蔚来汽车,65,2035.15,OK,0,安能
DLV-0006102,2025-04-17 17:00:00,2025-04-17 21:00:00,BUM-028,C005,比亚迪,552,17233.44,OK,0,SF顺丰
DLV-0006103,2024-10-07 09:00:00,2024-10-06 20:00:00,LFR-014,C011,理想汽车,343,3159.03,LATE,13.0,宅急送
DLV-0006104,2024-04-26 09:00:00,2024-04-26 06:00:00,TLP-005,C004,佛吉亚,163,937.25,LATE,3.0,京东物流
DLV-0006105,2026-03-20 10:00:00,2026-03-20 16:00:00,DRH-012,C020,采埃孚,76,1863.52,OK,0,SF顺丰
DLV-0006106,2024-11-26 08:00:00,2024-11-26 19:00:00,TLP-012,C002,本田技研,68,1451.8,OK,0,京东物流
DLV-0006107,2025-12-18 10:00:00,2025-12-19 21:00:00,VEN-015,C018,李尔,280,8912.4,OK,0,客户自提
DLV-0006108,2025-01-05 07:00:00,2025-01-05 19:00:00,TLM-020,C016,安波福,158,4980.16,OK,0,安能
DLV-0006109,2024-06-11 13:00:00,2024-06-13 04:00:00,DUO-001,C002,本田技研,375,6851.25,OK,0,京东物流
DLV-0006110,2026-02-22 13:00:00,2026-02-22 22:00:00,DUO-016,C013,问界,75,1703.25,OK,0,宅急送
DLV-0006111,2025-11-24 18:00:00,2025-11-23 17:00:00,WLC-015,C017,麦格纳,49,1057.42,LATE,25.0,SF顺丰
DLV-0006112,2025-10-05 16:00:00,2025-10-04 04:00:00,LRB-019,C004,佛吉亚,165,5586.9,LATE,36.0,安能
DLV-0006113,2025-06-05 17:00:00,2025-06-06 21:00:00,DUO-020,C017,麦格纳,205,4352.15,OK,0,宅急送
DLV-0006114,2024-08-31 11:00:00,2024-09-01 06:00:00,LRB-021,C004,佛吉亚,201,2192.91,OK,0,宅急送
DLV-0006115,2024-11-01 13:00:00,2024-10-31 00:00:00,HND-004,C018,李尔,339,4403.61,LATE,37.0,德邦
DLV-0006116,2024-12-17 18:00:00,2024-12-17 12:00:00,TLM-012,C014,阿维塔,250,7390.0,LATE,6.0,安能
DLV-0006117,2025-05-05 14:00:00,2025-05-06 07:00:00,DUO-015,C018,李尔,140,2900.8,OK,0,宅急送
DLV-0006118,2024-12-07 15:00:00,2024-12-06 12:00:00,DUO-024,C010,极氪,201,1979.85,LATE,27.0,安能
DLV-0006119,2024-09-10 14:00:00,2024-09-10 03:00:00,LRB-011,C020,采埃孚,190,1007.0,LATE,11.0,宅急送
DLV-0006120,2025-10-05 12:00:00,2025-10-05 08:00:00,HND-015,C016,安波福,34,471.58,LATE,4.0,客户自提
DLV-0006121,2024-12-24 15:00:00,2024-12-26 09:00:00,TLP-012,C017,麦格纳,170,3629.5,OK,0,安能
DLV-0006122,2024-02-22 15:00:00,2024-02-23 14:00:00,WLC-009,C001,东风彼欧,198,6124.14,OK,0,德邦
DLV-0006123,2024-06-26 08:00:00,2024-06-24 09:00:00,DUO-012,C008,岚图汽车,54,617.22,LATE,47.0,宅急送
DLV-0006124,2025-04-29 09:00:00,2025-04-30 13:00:00,WLC-004,C020,采埃孚,52,342.68,OK,0,京东物流
DLV-0006125,2024-04-05 12:00:00,2024-04-07 05:00:00,WLC-002,C019,布雷博,59,1523.38,OK,0,安能
DLV-0006126,2025-08-02 15:00:00,2025-08-02 11:00:00,HND-020,C001,东风彼欧,117,1152.45,LATE,4.0,SF顺丰
DLV-0006127,2025-09-10 18:00:00,2025-09-11 11:00:00,HND-027,C008,岚图汽车,188,4662.4,OK,0,宅急送
DLV-0006128,2024-07-25 18:00:00,2024-07-25 22:00:00,LRB-007,C016,安波福,491,2538.47,OK,0,京东物流
DLV-0006129,2025-05-29 10:00:00,2025-05-29 18:00:00,TLP-003,C005,比亚迪,107,1615.7,OK,0,京东物流
DLV-0006130,2025-09-16 13:00:00,2025-09-18 01:00:00,CUP-022,C008,岚图汽车,218,3309.24,OK,0,德邦
DLV-0006131,2025-02-20 09:00:00,2025-02-21 06:00:00,LFR-015,C015,马瑞利,179,871.73,OK,0,宅急送
DLV-0006132,2025-09-05 10:00:00,2025-09-06 01:00:00,DUO-013,C008,岚图汽车,175,621.25,OK,0,客户自提
DLV-0006133,2025-01-30 12:00:00,2025-01-31 21:00:00,LFR-013,C004,佛吉亚,76,871.72,OK,0,宅急送
DLV-0006134,2026-02-19 08:00:00,2026-02-18 21:00:00,LFR-018,C009,路特斯,67,1628.77,LATE,11.0,客户自提
DLV-0006135,2024-06-05 15:00:00,2024-06-06 08:00:00,CUP-029,C009,路特斯,112,252.0,OK,0,宅急送
DLV-0006136,2024-11-21 18:00:00,2024-11-21 23:00:00,TLM-004,C019,布雷博,45,1460.25,OK,0,客户自提
DLV-0006137,2024-04-09 15:00:00,2024-04-09 16:00:00,CUP-004,C010,极氪,114,3895.38,OK,0,客户自提
DLV-0006138,2025-06-02 13:00:00,2025-05-31 19:00:00,LFR-010,C011,理想汽车,1013,21151.44,LATE,42.0,客户自提
DLV-0006139,2025-02-04 17:00:00,2025-02-03 17:00:00,CUP-013,C001,东风彼欧,956,18546.4,LATE,24.0,SF顺丰
DLV-0006140,2026-03-02 09:00:00,2026-03-01 19:00:00,CUP-004,C006,小鹏汽车,148,5057.16,LATE,14.0,客户自提
DLV-0006141,2024-08-04 10:00:00,2024-08-06 08:00:00,HND-009,C011,理想汽车,173,5269.58,OK,0,宅急送
DLV-0006142,2024-02-09 13:00:00,2024-02-09 14:00:00,WLC-002,C012,蔚来汽车,441,11386.62,OK,0,SF顺丰
DLV-0006143,2025-06-25 11:00:00,2025-06-24 03:00:00,WLC-016,C010,极氪,132,4090.68,LATE,32.0,安能
DLV-0006144,2025-12-01 13:00:00,2025-12-03 10:00:00,LRB-005,C003,伟世通,131,3216.05,OK,0,宅急送
DLV-0006145,2024-12-23 10:00:00,2024-12-22 20:00:00,DRH-022,C016,安波福,30,365.7,LATE,14.0,SF顺丰
DLV-0006146,2025-02-13 17:00:00,2025-02-14 13:00:00,TLP-011,C004,佛吉亚,124,4249.48,OK,0,京东物流
DLV-0006147,2025-08-22 10:00:00,2025-08-23 19:00:00,LFR-002,C011,理想汽车,48,520.32,OK,0,京东物流
DLV-0006148,2024-01-29 08:00:00,2024-01-29 11:00:00,BUM-002,C009,路特斯,295,6392.65,OK,0,客户自提
DLV-0006149,2024-11-09 09:00:00,2024-11-09 11:00:00,CUP-014,C017,麦格纳,561,10574.85,OK,0,SF顺丰
DLV-0006150,2024-05-07 11:00:00,2024-05-05 23:00:00,WLC-002,C010,极氪,134,3459.88,LATE,36.0,京东物流
DLV-0006151,2025-07-11 16:00:00,2025-07-13 06:00:00,VEN-009,C019,布雷博,171,1556.1,OK,0,安能
DLV-0006152,2024-09-03 11:00:00,2024-09-04 13:00:00,LFR-002,C008,岚图汽车,192,2081.28,OK,0,客户自提
DLV-0006153,2025-05-05 11:00:00,2025-05-05 22:00:00,BUM-021,C002,本田技研,30,682.2,OK,0,客户自提
DLV-0006154,2024-06-07 14:00:00,2024-06-06 16:00:00,TLP-016,C004,佛吉亚,319,8239.77,LATE,22.0,京东物流
DLV-0006155,2025-01-14 17:00:00,2025-01-15 06:00:00,DUO-015,C013,问界,124,2569.28,OK,0,安能
DLV-0006156,2025-03-13 07:00:00,2025-03-12 11:00:00,LRB-013,C015,马瑞利,104,3573.44,LATE,20.0,京东物流
DLV-0006157,2024-12-23 16:00:00,2024-12-25 15:00:00,VEN-021,C014,阿维塔,705,20973.75,OK,0,京东物流
DLV-0006158,2024-10-20 09:00:00,2024-10-20 06:00:00,HND-027,C018,李尔,420,10416.0,LATE,3.0,客户自提
DLV-0006159,2024-02-28 14:00:00,2024-03-01 01:00:00,DUO-006,C012,蔚来汽车,35,1156.75,OK,0,宅急送
DLV-0006160,2026-03-21 16:00:00,2026-03-22 13:00:00,LFR-011,C003,伟世通,415,8204.55,OK,0,客户自提
DLV-0006161,2024-11-10 16:00:00,2024-11-10 20:00:00,HND-003,C003,伟世通,87,935.25,OK,0,德邦
DLV-0006162,2026-04-03 14:00:00,2026-04-04 04:00:00,TLM-007,C009,路特斯,84,279.72,OK,0,安能
DLV-0006163,2025-09-09 16:00:00,2025-09-11 03:00:00,DUO-019,C018,李尔,287,4195.94,OK,0,宅急送
DLV-0006164,2025-08-26 14:00:00,2025-08-26 12:00:00,HND-018,C010,极氪,76,178.6,LATE,2.0,SF顺丰
DLV-0006165,2024-10-06 13:00:00,2024-10-06 10:00:00,WLC-016,C004,佛吉亚,258,7995.42,LATE,3.0,宅急送
DLV-0006166,2024-01-17 12:00:00,2024-01-16 23:00:00,TLP-024,C011,理想汽车,96,336.0,LATE,13.0,SF顺丰
DLV-0006167,2025-05-11 08:00:00,2025-05-10 01:00:00,DRH-028,C019,布雷博,151,3975.83,LATE,31.0,安能
DLV-0006168,2024-10-22 17:00:00,2024-10-22 22:00:00,DUO-018,C016,安波福,446,1141.76,OK,0,京东物流
DLV-0006169,2024-02-27 09:00:00,2024-02-25 15:00:00,WLC-019,C006,小鹏汽车,101,1987.68,LATE,42.0,德邦
DLV-0006170,2025-03-23 08:00:00,2025-03-22 16:00:00,LRB-006,C009,路特斯,213,7280.34,LATE,16.0,客户自提
DLV-0006171,2024-01-29 15:00:00,2024-01-30 01:00:00,BUM-001,C006,小鹏汽车,131,679.89,OK,0,客户自提
DLV-0006172,2024-11-18 11:00:00,2024-11-17 02:00:00,CUP-016,C019,布雷博,206,3112.66,LATE,33.0,京东物流
DLV-0006173,2024-09-03 12:00:00,2024-09-01 17:00:00,CUP-002,C017,麦格纳,160,768.0,LATE,43.0,宅急送
DLV-0006174,2026-04-17 11:00:00,2026-04-17 13:00:00,HND-017,C014,阿维塔,270,5934.6,OK,0,宅急送
DLV-0006175,2025-05-28 11:00:00,2025-05-27 05:00:00,TLM-026,C016,安波福,38,706.8,LATE,30.0,京东物流
DLV-0006176,2024-04-23 11:00:00,2024-04-24 03:00:00,VEN-027,C005,比亚迪,58,520.84,OK,0,德邦
DLV-0006177,2024-07-21 15:00:00,2024-07-22 09:00:00,WLC-010,C002,本田技研,227,5713.59,OK,0,SF顺丰
DLV-0006178,2025-02-17 12:00:00,2025-02-16 01:00:00,WLC-005,C018,李尔,396,1520.64,LATE,35.0,SF顺丰
DLV-0006179,2024-12-14 13:00:00,2024-12-16 08:00:00,TLM-018,C017,麦格纳,36,1066.68,OK,0,客户自提
DLV-0006180,2025-02-20 10:00:00,2025-02-20 11:00:00,DUO-019,C010,极氪,249,3640.38,OK,0,安能
DLV-0006181,2024-05-22 10:00:00,2024-05-22 13:00:00,LFR-004,C002,本田技研,315,5874.75,OK,0,客户自提
DLV-0006182,2025-01-16 12:00:00,2025-01-17 20:00:00,TLM-001,C002,本田技研,85,580.55,OK,0,京东物流
DLV-0006183,2024-03-23 17:00:00,2024-03-23 18:00:00,VEN-025,C003,伟世通,120,1628.4,OK,0,德邦
DLV-0006184,2025-10-04 11:00:00,2025-10-06 04:00:00,TLP-023,C004,佛吉亚,53,1349.38,OK,0,SF顺丰
DLV-0006185,2026-03-02 15:00:00,2026-03-03 15:00:00,DRH-010,C005,比亚迪,197,1292.32,OK,0,宅急送
DLV-0006186,2025-08-16 08:00:00,2025-08-15 10:00:00,WLC-022,C008,岚图汽车,394,13234.46,LATE,22.0,安能
DLV-0006187,2025-05-01 17:00:00,2025-05-01 13:00:00,HND-006,C002,本田技研,232,2739.92,LATE,4.0,京东物流
DLV-0006188,2025-03-07 17:00:00,2025-03-09 14:00:00,BUM-019,C015,马瑞利,193,3603.31,OK,0,客户自提
DLV-0006189,2025-06-04 12:00:00,2025-06-05 21:00:00,TLP-018,C011,理想汽车,45,803.25,OK,0,安能
DLV-0006190,2026-03-24 14:00:00,2026-03-23 17:00:00,HND-012,C004,佛吉亚,323,1382.44,LATE,21.0,京东物流
DLV-0006191,2025-05-26 13:00:00,2025-05-27 06:00:00,DUO-021,C009,路特斯,187,1765.28,OK,0,宅急送
DLV-0006192,2026-04-14 07:00:00,2026-04-13 04:00:00,LRB-016,C016,安波福,496,11794.88,LATE,27.0,宅急送
DLV-0006193,2025-07-09 13:00:00,2025-07-08 20:00:00,VEN-009,C020,采埃孚,104,946.4,LATE,17.0,安能
DLV-0006194,2025-05-07 17:00:00,2025-05-07 11:00:00,CUP-015,C006,小鹏汽车,134,4082.98,LATE,6.0,京东物流
DLV-0006195,2024-02-18 11:00:00,2024-02-16 19:00:00,BUM-009,C014,阿维塔,51,1128.63,LATE,40.0,客户自提
DLV-0006196,2024-11-27 15:00:00,2024-11-26 18:00:00,DUO-005,C009,路特斯,132,1573.44,LATE,21.0,京东物流
DLV-0006197,2025-09-05 16:00:00,2025-09-06 03:00:00,LRB-008,C005,比亚迪,95,2980.15,OK,0,安能
DLV-0006198,2025-10-17 07:00:00,2025-10-16 22:00:00,DRH-011,C006,小鹏汽车,227,6912.15,LATE,9.0,德邦
DLV-0006199,2025-03-23 12:00:00,2025-03-24 07:00:00,BUM-006,C007,零跑汽车,133,3041.71,OK,0,京东物流
DLV-0006200,2026-03-19 08:00:00,2026-03-20 09:00:00,TLP-007,C007,零跑汽车,194,2258.16,OK,0,客户自提
DLV-0006201,2026-02-07 09:00:00,2026-02-09 02:00:00,TLP-010,C014,阿维塔,220,1031.8,OK,0,客户自提
DLV-0006202,2025-04-11 07:00:00,2025-04-10 19:00:00,LRB-005,C006,小鹏汽车,380,9329.0,LATE,12.0,京东物流
DLV-0006203,2025-11-04 07:00:00,2025-11-04 17:00:00,TLP-015,C014,阿维塔,68,1370.2,OK,0,京东物流
DLV-0006204,2024-05-08 15:00:00,2024-05-07 13:00:00,DRH-014,C012,蔚来汽车,325,2460.25,LATE,26.0,客户自提
DLV-0006205,2026-02-17 13:00:00,2026-02-16 10:00:00,LFR-010,C017,麦格纳,93,1941.84,LATE,27.0,德邦
DLV-0006206,2025-12-25 17:00:00,2025-12-24 08:00:00,VEN-012,C014,阿维塔,397,5935.15,LATE,33.0,京东物流
DLV-0006207,2024-01-23 07:00:00,2024-01-22 11:00:00,VEN-019,C005,比亚迪,321,5569.35,LATE,20.0,客户自提
DLV-0006208,2025-02-14 08:00:00,2025-02-15 20:00:00,HND-006,C005,比亚迪,87,1027.47,OK,0,德邦
DLV-0006209,2024-01-09 18:00:00,2024-01-07 23:00:00,CUP-020,C003,伟世通,62,350.92,LATE,43.0,客户自提
DLV-0006210,2024-02-20 15:00:00,2024-02-19 02:00:00,LRB-004,C015,马瑞利,37,483.96,LATE,37.0,客户自提
DLV-0006211,2024-08-20 10:00:00,2024-08-22 01:00:00,TLM-017,C001,东风彼欧,400,5324.0,OK,0,德邦
DLV-0006212,2024-01-01 14:00:00,2023-12-31 06:00:00,LRB-001,C012,蔚来汽车,406,5119.66,LATE,32.0,安能
DLV-0006213,2025-04-30 15:00:00,2025-05-01 00:00:00,TLP-016,C009,路特斯,81,2092.23,OK,0,SF顺丰
DLV-0006214,2024-09-14 17:00:00,2024-09-13 11:00:00,LFR-009,C002,本田技研,46,756.24,LATE,30.0,SF顺丰
DLV-0006215,2024-10-28 08:00:00,2024-10-28 17:00:00,TLM-011,C020,采埃孚,464,15952.32,OK,0,宅急送
DLV-0006216,2025-07-11 14:00:00,2025-07-09 17:00:00,WLC-018,C002,本田技研,65,2113.8,LATE,45.0,SF顺丰
DLV-0006217,2026-02-06 14:00:00,2026-02-08 03:00:00,LRB-020,C011,理想汽车,808,17670.96,OK,0,京东物流
DLV-0006218,2024-01-15 14:00:00,2024-01-17 10:00:00,VEN-007,C017,麦格纳,286,4347.2,OK,0,京东物流
DLV-0006219,2025-04-25 10:00:00,2025-04-27 04:00:00,BUM-009,C016,安波福,69,1526.97,OK,0,京东物流
DLV-0006220,2024-08-23 16:00:00,2024-08-23 19:00:00,LRB-015,C013,问界,65,1374.1,OK,0,安能
DLV-0006221,2025-01-16 17:00:00,2025-01-17 18:00:00,BUM-012,C008,岚图汽车,169,4458.22,OK,0,客户自提
DLV-0006222,2024-04-19 10:00:00,2024-04-20 13:00:00,DRH-003,C013,问界,39,363.09,OK,0,客户自提
DLV-0006223,2025-02-02 15:00:00,2025-02-02 21:00:00,BUM-025,C017,麦格纳,292,6575.84,OK,0,宅急送
DLV-0006224,2026-04-03 11:00:00,2026-04-01 13:00:00,BUM-013,C009,路特斯,93,544.05,LATE,46.0,德邦
DLV-0006225,2026-02-06 11:00:00,2026-02-08 06:00:00,VEN-029,C002,本田技研,231,2677.29,OK,0,京东物流
DLV-0006226,2024-03-11 13:00:00,2024-03-11 03:00:00,DRH-008,C020,采埃孚,365,12727.55,LATE,10.0,宅急送
DLV-0006227,2024-12-08 13:00:00,2024-12-08 05:00:00,DUO-015,C011,理想汽车,747,15477.84,LATE,8.0,安能
DLV-0006228,2025-10-10 08:00:00,2025-10-09 12:00:00,WLC-011,C003,伟世通,356,5820.6,LATE,20.0,客户自提
DLV-0006229,2025-03-27 18:00:00,2025-03-29 07:00:00,LFR-017,C010,极氪,185,4471.45,OK,0,SF顺丰
DLV-0006230,2025-10-09 15:00:00,2025-10-09 05:00:00,HND-003,C006,小鹏汽车,118,1268.5,LATE,10.0,京东物流
DLV-0006231,2024-08-16 15:00:00,2024-08-16 01:00:00,DRH-005,C011,理想汽车,167,4301.92,LATE,14.0,德邦
DLV-0006232,2024-06-02 09:00:00,2024-06-04 04:00:00,HND-009,C010,极氪,311,9473.06,OK,0,德邦
DLV-0006233,2025-04-24 09:00:00,2025-04-22 23:00:00,TLM-010,C006,小鹏汽车,169,1683.24,LATE,34.0,客户自提
DLV-0006234,2024-09-29 13:00:00,2024-09-28 14:00:00,DRH-011,C002,本田技研,177,5389.65,LATE,23.0,SF顺丰
DLV-0006235,2024-03-17 13:00:00,2024-03-16 18:00:00,WLC-015,C004,佛吉亚,56,1208.48,LATE,19.0,SF顺丰
DLV-0006236,2024-09-15 09:00:00,2024-09-16 23:00:00,VEN-024,C016,安波福,125,1687.5,OK,0,SF顺丰
DLV-0006237,2024-02-21 16:00:00,2024-02-20 23:00:00,CUP-025,C012,蔚来汽车,123,4009.8,LATE,17.0,京东物流
DLV-0006238,2024-01-08 10:00:00,2024-01-08 10:00:00,WLC-015,C016,安波福,41,884.78,OK,0,京东物流
DLV-0006239,2024-08-23 18:00:00,2024-08-21 18:00:00,DRH-021,C004,佛吉亚,91,348.53,LATE,48.0,宅急送
DLV-0006240,2024-04-14 09:00:00,2024-04-13 02:00:00,TLM-023,C017,麦格纳,468,14395.68,LATE,31.0,SF顺丰
DLV-0006241,2025-12-22 10:00:00,2025-12-20 17:00:00,HND-013,C015,马瑞利,136,2282.08,LATE,41.0,宅急送
DLV-0006242,2024-07-30 11:00:00,2024-07-31 21:00:00,TLM-015,C017,麦格纳,343,2555.35,OK,0,客户自提
DLV-0006243,2026-03-12 15:00:00,2026-03-11 05:00:00,BUM-016,C003,伟世通,90,790.2,LATE,34.0,安能
DLV-0006244,2024-03-22 16:00:00,2024-03-22 12:00:00,WLC-006,C011,理想汽车,195,2322.45,LATE,4.0,客户自提
DLV-0006245,2024-05-24 14:00:00,2024-05-22 22:00:00,WLC-001,C007,零跑汽车,541,9986.86,LATE,40.0,客户自提
DLV-0006246,2024-12-17 13:00:00,2024-12-15 20:00:00,TLM-024,C006,小鹏汽车,184,2991.84,LATE,41.0,京东物流
DLV-0006247,2025-02-21 11:00:00,2025-02-23 03:00:00,DUO-002,C007,零跑汽车,1015,17346.35,OK,0,宅急送
DLV-0006248,2025-01-12 09:00:00,2025-01-11 14:00:00,BUM-009,C020,采埃孚,142,3142.46,LATE,19.0,德邦
DLV-0006249,2025-05-23 15:00:00,2025-05-24 09:00:00,DUO-012,C007,零跑汽车,85,971.55,OK,0,安能
DLV-0006250,2024-12-03 13:00:00,2024-12-01 16:00:00,WLC-023,C002,本田技研,198,4736.16,LATE,45.0,京东物流
DLV-0006251,2025-01-04 09:00:00,2025-01-06 00:00:00,LFR-002,C012,蔚来汽车,289,3132.76,OK,0,客户自提
DLV-0006252,2026-01-17 11:00:00,2026-01-16 01:00:00,TLP-020,C003,伟世通,204,354.96,LATE,34.0,宅急送
DLV-0006253,2025-01-01 15:00:00,2024-12-30 20:00:00,DRH-011,C018,李尔,122,3714.9,LATE,43.0,客户自提
DLV-0006254,2024-11-06 14:00:00,2024-11-06 05:00:00,TLP-021,C016,安波福,707,6136.76,LATE,9.0,宅急送
DLV-0006255,2025-02-11 18:00:00,2025-02-10 00:00:00,BUM-027,C017,麦格纳,163,1380.61,LATE,42.0,安能
DLV-0006256,2024-05-07 12:00:00,2024-05-06 00:00:00,DRH-018,C004,佛吉亚,43,882.36,LATE,36.0,宅急送
DLV-0006257,2025-10-26 13:00:00,2025-10-25 03:00:00,TLP-008,C010,极氪,46,1100.32,LATE,34.0,客户自提
DLV-0006258,2025-08-30 10:00:00,2025-08-31 21:00:00,WLC-008,C010,极氪,473,8017.35,OK,0,安能
DLV-0006259,2024-10-30 14:00:00,2024-10-29 12:00:00,DRH-030,C013,问界,67,361.13,LATE,26.0,宅急送
DLV-0006260,2026-04-07 18:00:00,2026-04-07 12:00:00,LFR-002,C014,阿维塔,92,997.28,LATE,6.0,德邦
DLV-0006261,2024-03-19 11:00:00,2024-03-18 02:00:00,DUO-008,C002,本田技研,101,976.67,LATE,33.0,德邦
DLV-0006262,2025-08-12 11:00:00,2025-08-13 16:00:00,CUP-021,C009,路特斯,44,1208.68,OK,0,客户自提
DLV-0006263,2024-12-21 17:00:00,2024-12-22 19:00:00,BUM-009,C005,比亚迪,231,5112.03,OK,0,德邦
DLV-0006264,2024-10-08 11:00:00,2024-10-09 21:00:00,TLM-027,C001,东风彼欧,916,13840.76,OK,0,SF顺丰
DLV-0006265,2026-04-05 17:00:00,2026-04-04 04:00:00,VEN-005,C015,马瑞利,331,6027.51,LATE,37.0,京东物流
DLV-0006266,2024-05-18 11:00:00,2024-05-16 18:00:00,BUM-002,C020,采埃孚,64,1386.88,LATE,41.0,京东物流
DLV-0006267,2024-07-25 15:00:00,2024-07-25 15:00:00,HND-011,C012,蔚来汽车,869,9863.15,OK,0,客户自提
DLV-0006268,2024-01-02 11:00:00,2024-01-03 02:00:00,LRB-013,C011,理想汽车,428,14706.08,OK,0,宅急送
DLV-0006269,2025-06-21 11:00:00,2025-06-20 10:00:00,VEN-016,C012,蔚来汽车,222,7412.58,LATE,25.0,SF顺丰
DLV-0006270,2024-01-26 08:00:00,2024-01-25 06:00:00,TLP-020,C010,极氪,112,194.88,LATE,26.0,SF顺丰
DLV-0006271,2024-06-19 12:00:00,2024-06-19 05:00:00,LFR-002,C020,采埃孚,96,1040.64,LATE,7.0,SF顺丰
DLV-0006272,2025-10-23 07:00:00,2025-10-25 04:00:00,CUP-019,C020,采埃孚,90,1566.0,OK,0,客户自提
DLV-0006273,2025-01-22 10:00:00,2025-01-22 02:00:00,WLC-024,C001,东风彼欧,71,479.25,LATE,8.0,安能
DLV-0006274,2025-08-12 09:00:00,2025-08-13 15:00:00,BUM-025,C007,零跑汽车,767,17272.84,OK,0,宅急送
DLV-0006275,2025-04-21 13:00:00,2025-04-20 12:00:00,LFR-004,C017,麦格纳,1083,20197.95,LATE,25.0,安能
DLV-0006276,2025-03-06 11:00:00,2025-03-05 08:00:00,BUM-026,C016,安波福,267,2958.36,LATE,27.0,SF顺丰
DLV-0006277,2025-11-20 14:00:00,2025-11-21 17:00:00,TLM-018,C005,比亚迪,523,15496.49,OK,0,客户自提
DLV-0006278,2024-06-11 16:00:00,2024-06-10 11:00:00,LRB-022,C012,蔚来汽车,120,2116.8,LATE,29.0,客户自提
DLV-0006279,2024-02-17 10:00:00,2024-02-15 16:00:00,VEN-012,C015,马瑞利,132,1973.4,LATE,42.0,京东物流
DLV-0006280,2025-08-22 18:00:00,2025-08-24 01:00:00,DRH-009,C008,岚图汽车,30,388.2,OK,0,京东物流
DLV-0006281,2024-10-01 15:00:00,2024-10-02 06:00:00,WLC-003,C010,极氪,156,1132.56,OK,0,客户自提
DLV-0006282,2025-05-30 12:00:00,2025-05-31 21:00:00,CUP-023,C019,布雷博,73,925.64,OK,0,SF顺丰
DLV-0006283,2024-11-05 11:00:00,2024-11-06 13:00:00,TLM-008,C007,零跑汽车,92,2142.68,OK,0,客户自提
DLV-0006284,2025-06-29 17:00:00,2025-06-29 07:00:00,VEN-007,C008,岚图汽车,54,820.8,LATE,10.0,德邦
DLV-0006285,2025-04-27 09:00:00,2025-04-27 09:00:00,TLP-007,C013,问界,143,1664.52,OK,0,安能
DLV-0006286,2025-05-17 10:00:00,2025-05-18 23:00:00,CUP-023,C013,问界,139,1762.52,OK,0,安能
DLV-0006287,2024-10-09 16:00:00,2024-10-08 02:00:00,BUM-024,C004,佛吉亚,271,7520.25,LATE,38.0,宅急送
DLV-0006288,2025-07-18 13:00:00,2025-07-19 23:00:00,TLM-019,C002,本田技研,151,4452.99,OK,0,德邦
DLV-0006289,2025-07-11 18:00:00,2025-07-11 03:00:00,TLP-003,C016,安波福,688,10388.8,LATE,15.0,客户自提
DLV-0006290,2024-10-25 11:00:00,2024-10-23 18:00:00,BUM-021,C014,阿维塔,509,11574.66,LATE,41.0,客户自提
DLV-0006291,2024-09-01 11:00:00,2024-09-03 09:00:00,VEN-030,C018,李尔,168,1945.44,OK,0,德邦
DLV-0006292,2026-02-08 16:00:00,2026-02-08 19:00:00,BUM-007,C001,东风彼欧,671,6803.94,OK,0,京东物流
DLV-0006293,2025-03-22 11:00:00,2025-03-21 01:00:00,TLP-021,C017,麦格纳,268,2326.24,LATE,34.0,客户自提
DLV-0006294,2025-10-27 08:00:00,2025-10-29 03:00:00,TLM-014,C020,采埃孚,224,4829.44,OK,0,京东物流
DLV-0006295,2024-10-26 13:00:00,2024-10-27 12:00:00,BUM-010,C010,极氪,222,6950.82,OK,0,宅急送
DLV-0006296,2024-08-21 16:00:00,2024-08-20 18:00:00,CUP-014,C012,蔚来汽车,534,10065.9,LATE,22.0,宅急送
DLV-0006297,2026-04-25 08:00:00,2026-04-25 16:00:00,DUO-016,C008,岚图汽车,81,1839.51,OK,0,宅急送
DLV-0006298,2025-10-04 15:00:00,2025-10-04 12:00:00,DUO-008,C005,比亚迪,64,618.88,LATE,3.0,SF顺丰
DLV-0006299,2025-01-12 08:00:00,2025-01-11 01:00:00,WLC-007,C014,阿维塔,365,12556.0,LATE,31.0,宅急送
DLV-0006300,2024-11-18 17:00:00,2024-11-20 09:00:00,TLP-005,C001,东风彼欧,122,701.5,OK,0,宅急送
DLV-0006301,2024-07-20 11:00:00,2024-07-18 20:00:00,DRH-010,C019,布雷博,185,1213.6,LATE,39.0,安能
DLV-0006302,2025-08-18 08:00:00,2025-08-18 10:00:00,TLP-009,C011,理想汽车,154,3936.24,OK,0,京东物流
