snapshot_date,sku,family,wip_qty,finished_goods_qty,reorder_point,value_yuan,status,aging_days
2024-02-19,VEN-009,VEN,123,264,513,2402.4,正常,24
2024-02-19,TLP-007,TLP,260,1843,307,21452.52,过库存,17
2024-02-19,VEN-017,VEN,311,1807,601,40946.62,低库存预警,1
2024-02-19,DRH-013,DRH,395,567,339,4655.07,正常,10
2024-02-19,LRB-007,LRB,340,255,562,1318.35,低库存预警,22
2024-02-19,TLP-004,TLP,500,80,743,680.0,正常,26
2024-02-19,WLC-005,WLC,312,600,270,2304.0,过库存,26
2024-02-19,DUO-002,DUO,463,1816,597,31035.44,正常,7
2024-02-19,TLM-017,TLM,90,1089,636,14494.59,正常,21
2024-02-19,BUM-019,BUM,266,1569,715,29293.23,低库存预警,8
2024-02-20,DUO-004,DUO,85,1030,739,21547.6,正常,2
2024-02-20,DRH-010,DRH,497,106,216,695.36,正常,27
2024-02-20,BUM-007,BUM,272,151,318,1531.14,正常,23
2024-02-20,TLM-005,TLM,450,1439,487,30737.04,正常,24
2024-02-20,HND-003,HND,382,1711,599,18393.25,正常,23
2024-02-20,TLM-017,TLM,271,755,215,10049.05,低库存预警,19
2024-02-20,TLP-019,TLP,200,858,511,2162.16,低库存预警,18
2024-02-20,LRB-022,LRB,142,1620,388,28576.8,低库存预警,9
2024-02-20,TLP-024,TLP,88,1456,415,5096.0,正常,12
2024-02-20,LRB-016,LRB,333,698,120,16598.44,正常,26
2024-02-20,WLC-016,WLC,154,937,309,29037.63,正常,22
2024-02-20,WLC-018,WLC,191,337,591,10959.24,低库存预警,30
2024-02-20,DRH-025,DRH,305,218,403,2291.18,低库存预警,0
2024-02-20,BUM-024,BUM,160,568,111,15762.0,正常,10
2024-02-20,HND-008,HND,192,293,162,7260.54,正常,7
2024-02-20,BUM-012,BUM,259,1912,683,50438.56,低库存预警,4
2024-02-20,VEN-029,VEN,255,147,617,1703.73,正常,17
2024-02-20,CUP-011,CUP,18,357,531,10510.08,正常,22
2024-02-20,DUO-023,DUO,1,670,474,21882.2,正常,26
2024-02-20,DRH-004,DRH,373,1075,440,16103.5,正常,14
2024-02-20,TLM-006,TLM,358,1313,590,8967.79,正常,19
2024-02-20,WLC-020,WLC,377,77,663,907.83,低库存预警,17
2024-02-20,WLC-002,WLC,114,615,166,15879.3,过库存,4
2024-02-20,LFR-011,LFR,117,110,199,2174.7,低库存预警,6
2024-02-20,HND-020,HND,215,1075,198,10588.75,低库存预警,20
2024-02-20,BUM-001,BUM,51,956,314,4961.64,正常,23
2024-02-20,DUO-010,DUO,469,1841,202,28056.84,正常,28
2024-02-20,VEN-019,VEN,19,51,549,884.85,正常,30
2024-02-20,TLP-001,TLP,131,1674,635,12873.06,正常,23
2024-02-20,TLM-022,TLM,69,227,530,953.4,正常,3
2024-02-20,HND-005,HND,230,1749,320,48534.75,正常,7
2024-02-20,LRB-007,LRB,21,24,499,124.08,正常,22
2024-02-20,DRH-006,DRH,303,1813,233,32343.92,过库存,10
2024-02-20,TLM-025,TLM,98,889,799,11983.72,正常,4
2024-02-20,VEN-022,VEN,81,56,479,1878.8,正常,6
2024-02-20,VEN-013,VEN,257,92,593,2863.96,过库存,2
2024-02-20,CUP-026,CUP,380,955,365,11106.65,低库存预警,20
2024-02-20,WLC-009,WLC,458,1871,673,57870.03,过库存,3
2024-02-20,CUP-015,CUP,261,209,440,6368.23,过库存,21
2024-02-20,TLM-028,TLM,148,751,635,24790.51,正常,29
2024-02-20,BUM-014,BUM,120,1563,346,11847.54,正常,23
2024-02-20,TLP-010,TLP,451,1960,562,9192.4,正常,26
2024-02-20,BUM-026,BUM,416,826,664,9152.08,正常,16
2024-02-20,CUP-010,CUP,24,1407,618,40394.97,正常,1
2024-02-20,CUP-027,CUP,435,1082,398,21694.1,过库存,15
2024-02-20,HND-011,HND,101,1379,360,15651.65,低库存预警,26
2024-02-20,LRB-020,LRB,371,922,222,20164.14,低库存预警,22
2024-02-20,TLM-024,TLM,408,620,642,10081.2,过库存,27
2024-02-20,BUM-009,BUM,66,350,309,7745.5,正常,6
2024-02-20,BUM-003,BUM,235,920,423,16247.2,正常,6
2024-02-20,DUO-009,DUO,356,527,662,11051.19,低库存预警,25
2024-02-20,DRH-015,DRH,152,738,493,5505.48,低库存预警,5
2024-02-20,BUM-022,BUM,316,1891,673,29858.89,正常,4
2024-02-20,HND-004,HND,466,939,344,12197.61,低库存预警,16
2024-02-20,CUP-021,CUP,198,773,398,21234.31,低库存预警,17
2024-02-20,WLC-005,WLC,77,1854,433,7119.36,正常,22
2024-02-20,BUM-002,BUM,277,1490,243,32288.3,过库存,10
2024-02-20,LRB-010,LRB,12,899,229,10599.21,过库存,13
2024-02-20,LFR-003,LFR,27,426,469,11344.38,正常,2
2024-02-20,TLM-007,TLM,345,543,232,1808.19,过库存,11
2024-02-21,TLM-013,TLM,169,1547,761,45435.39,正常,9
2024-02-21,VEN-016,VEN,49,1019,795,34024.41,低库存预警,17
2024-02-21,LFR-014,LFR,307,574,407,5286.54,正常,9
2024-02-21,DRH-001,DRH,223,740,751,22148.2,正常,18
2024-02-21,DUO-004,DUO,354,408,619,8535.36,正常,1
2024-02-21,DUO-025,DUO,120,381,343,4636.77,正常,24
2024-02-21,TLP-012,TLP,464,1886,271,40266.1,正常,19
2024-02-21,LFR-006,LFR,88,177,317,1331.04,正常,19
2024-02-21,CUP-008,CUP,386,1139,349,2391.9,正常,8
2024-02-21,LRB-014,LRB,472,204,365,3867.84,低库存预警,11
2024-02-21,BUM-028,BUM,240,407,774,12706.54,正常,20
2024-02-21,DUO-012,DUO,193,1829,267,20905.47,正常,8
2024-02-21,VEN-010,VEN,254,1394,147,18261.4,过库存,12
2024-02-21,HND-019,HND,75,1789,501,38427.72,正常,29
2024-02-21,DUO-002,DUO,34,1758,439,30044.22,正常,27
2024-02-21,TLM-005,TLM,253,1495,622,31933.2,过库存,12
2024-02-21,BUM-018,BUM,45,538,728,8844.72,正常,5
2024-02-21,HND-010,HND,1,224,628,7241.92,正常,16
2024-02-21,BUM-027,BUM,182,1758,765,14890.26,正常,23
2024-02-21,CUP-028,CUP,408,975,294,11885.25,正常,6
2024-02-21,LFR-009,LFR,179,640,615,10521.6,正常,13
2024-02-21,DUO-003,DUO,159,1743,370,2771.37,过库存,22
2024-02-21,TLP-015,TLP,420,315,645,6347.25,正常,24
2024-02-21,VEN-017,VEN,466,1102,391,24971.32,过库存,19
2024-02-21,LFR-015,LFR,452,1744,695,8493.28,正常,9
2024-02-21,CUP-006,CUP,206,1078,159,20471.22,正常,29
2024-02-21,CUP-018,CUP,66,692,448,12781.24,低库存预警,17
2024-02-21,DUO-014,DUO,16,581,216,6733.79,正常,6
2024-02-21,VEN-013,VEN,199,1685,732,52454.05,正常,29
2024-02-21,LRB-007,LRB,449,449,521,2321.33,正常,1
2024-02-21,LFR-018,LFR,429,1550,619,37680.5,正常,23
2024-02-21,TLM-026,TLM,271,50,791,930.0,低库存预警,5
2024-02-21,WLC-025,WLC,188,1927,602,51258.2,正常,2
2024-02-21,TLM-027,TLM,8,1662,379,25112.82,正常,20
2024-02-21,LFR-010,LFR,462,1388,403,28981.44,正常,3
2024-02-21,VEN-019,VEN,332,1340,660,23249.0,正常,18
2024-02-21,CUP-016,CUP,373,1059,381,16001.49,正常,15
2024-02-21,CUP-002,CUP,99,185,416,888.0,过库存,19
2024-02-21,LRB-022,LRB,195,896,746,15805.44,正常,17
2024-02-21,DRH-030,DRH,239,1118,175,6026.02,正常,17
2024-02-21,HND-016,HND,129,910,146,13841.1,正常,20
2024-02-21,TLP-013,TLP,310,423,300,981.36,正常,8
2024-02-21,HND-017,HND,370,1338,577,29409.24,低库存预警,4
2024-02-21,WLC-012,WLC,36,1872,614,22239.36,正常,30
2024-02-21,BUM-005,BUM,143,1702,788,28100.02,正常,9
2024-02-21,CUP-004,CUP,467,1473,519,50332.41,低库存预警,12
2024-02-21,BUM-011,BUM,374,1607,111,46088.76,正常,1
2024-02-21,TLP-019,TLP,363,461,488,1161.72,正常,24
2024-02-21,DUO-023,DUO,24,1300,757,42458.0,正常,25
2024-02-21,LRB-020,LRB,392,346,414,7567.02,过库存,14
2024-02-21,WLC-002,WLC,443,1427,321,36845.14,正常,16
2024-02-21,TLP-003,TLP,24,1791,179,27044.1,低库存预警,5
2024-02-21,LRB-016,LRB,231,635,559,15100.3,正常,7
2024-02-21,WLC-007,WLC,86,1814,360,62401.6,正常,14
2024-02-21,BUM-024,BUM,275,363,280,10073.25,低库存预警,8
2024-02-21,HND-004,HND,374,1057,587,13730.43,正常,16
2024-02-21,WLC-017,WLC,409,1012,792,2610.96,正常,27
2024-02-21,HND-012,HND,200,1455,729,6227.4,低库存预警,1
2024-02-21,VEN-011,VEN,18,448,130,14474.88,正常,1
2024-02-21,LFR-017,LFR,194,1389,645,33572.13,正常,4
2024-02-22,TLM-024,TLM,123,1113,565,18097.38,正常,11
2024-02-22,DRH-028,DRH,270,1126,283,29647.58,正常,5
2024-02-22,WLC-012,WLC,96,339,559,4027.32,正常,20
2024-02-22,DRH-020,DRH,104,1374,515,41687.16,正常,30
2024-02-22,LRB-003,LRB,123,622,236,12216.08,正常,28
2024-02-22,HND-016,HND,489,741,142,11270.61,低库存预警,1
2024-02-22,VEN-029,VEN,193,1779,507,20618.61,正常,30
2024-02-22,HND-022,HND,166,447,308,14415.75,低库存预警,9
2024-02-22,VEN-030,VEN,410,1114,717,12900.12,低库存预警,9
2024-02-22,DUO-013,DUO,364,1922,273,6823.1,过库存,23
2024-02-22,BUM-013,BUM,246,1678,677,9816.3,过库存,9
2024-02-22,TLP-007,TLP,243,1565,751,18216.6,正常,25
2024-02-22,VEN-002,VEN,249,636,559,21216.96,正常,26
2024-02-22,DUO-012,DUO,194,1899,610,21705.57,正常,26
2024-02-22,LFR-021,LFR,79,42,546,821.94,正常,16
2024-02-22,WLC-005,WLC,257,1686,688,6474.24,过库存,23
2024-02-22,DUO-007,DUO,143,1157,364,14045.98,正常,8
2024-02-22,CUP-015,CUP,351,1062,416,32359.14,正常,7
2024-02-22,DRH-024,DRH,489,1470,331,11686.5,过库存,19
2024-02-22,WLC-002,WLC,222,1312,433,33875.84,正常,0
2024-02-22,BUM-028,BUM,264,9,635,280.98,正常,7
2024-02-22,DRH-005,DRH,489,1764,763,45440.64,过库存,29
2024-02-22,HND-012,HND,106,1058,600,4528.24,低库存预警,3
2024-02-22,WLC-015,WLC,425,232,672,5006.56,正常,6
2024-02-22,HND-005,HND,58,585,484,16233.75,低库存预警,25
2024-02-22,TLM-023,TLM,474,431,425,13257.56,正常,13
2024-02-22,LRB-016,LRB,68,1273,787,30271.94,正常,17
2024-02-22,DRH-015,DRH,289,461,643,3439.06,正常,14
2024-02-22,BUM-020,BUM,448,1385,427,47076.15,正常,25
2024-02-22,TLP-009,TLP,128,913,121,23336.28,正常,4
2024-02-22,LFR-019,LFR,198,1725,240,28807.5,过库存,26
2024-02-22,CUP-021,CUP,491,1770,559,48621.9,低库存预警,8
2024-02-22,WLC-003,WLC,140,462,451,3354.12,正常,4
2024-02-22,DUO-005,DUO,204,1588,643,18928.96,正常,23
2024-02-22,CUP-016,CUP,103,181,596,2734.91,过库存,12
2024-02-22,DRH-030,DRH,455,1034,507,5573.26,正常,18
2024-02-22,TLM-009,TLM,4,1342,732,27591.52,过库存,25
2024-02-22,TLP-016,TLP,172,1871,172,48327.93,正常,18
2024-02-22,TLM-014,TLM,319,681,223,14682.36,正常,13
2024-02-22,LRB-009,LRB,60,323,314,8733.92,过库存,2
2024-02-22,DUO-022,DUO,241,410,256,1574.4,低库存预警,3
2024-02-22,CUP-025,CUP,276,1342,208,43749.2,过库存,0
2024-02-22,LRB-022,LRB,43,250,117,4410.0,正常,11
2024-02-22,CUP-027,CUP,313,602,504,12070.1,正常,12
2024-02-22,CUP-004,CUP,94,317,555,10831.89,正常,29
2024-02-22,TLP-018,TLP,290,839,420,14976.15,正常,19
2024-02-22,TLM-018,TLM,456,1748,215,51793.24,正常,4
2024-02-22,WLC-006,WLC,194,1682,597,20032.62,低库存预警,16
2024-02-22,CUP-002,CUP,93,38,301,182.4,过库存,1
2024-02-22,LRB-020,LRB,419,1859,181,40656.33,正常,24
2024-02-22,VEN-018,VEN,97,484,582,3000.8,过库存,5
2024-02-22,CUP-003,CUP,3,236,765,8071.2,正常,11
2024-02-22,WLC-004,WLC,429,456,780,3005.04,正常,9
2024-02-22,LRB-021,LRB,261,815,130,8891.65,正常,29
2024-02-22,VEN-003,VEN,110,28,209,822.36,正常,28
2024-02-22,HND-028,HND,388,198,674,1918.62,正常,19
2024-02-22,DUO-016,DUO,370,1736,402,39424.56,正常,20
2024-02-22,HND-004,HND,448,739,258,9599.61,正常,12
2024-02-22,HND-024,HND,466,268,719,5609.24,正常,17
2024-02-22,DRH-004,DRH,244,1673,597,25061.54,正常,3
2024-02-23,BUM-026,BUM,466,450,604,4986.0,正常,20
2024-02-23,VEN-028,VEN,4,360,733,6447.6,正常,19
2024-02-23,VEN-019,VEN,242,1413,514,24515.55,正常,5
2024-02-23,HND-005,HND,253,14,650,388.5,正常,23
2024-02-23,CUP-015,CUP,443,719,389,21907.93,低库存预警,29
2024-02-23,WLC-010,WLC,44,1927,340,48502.59,正常,29
2024-02-23,BUM-001,BUM,240,1059,225,5496.21,正常,30
2024-02-23,WLC-008,WLC,337,606,504,10271.7,过库存,17
2024-02-23,DRH-014,DRH,296,250,465,1892.5,正常,14
2024-02-23,HND-023,HND,373,741,458,6987.63,低库存预警,13
2024-02-23,LFR-021,LFR,333,193,105,3777.01,低库存预警,12
2024-02-23,DRH-013,DRH,15,796,394,6535.16,正常,4
2024-02-23,TLP-009,TLP,66,878,510,22441.68,正常,13
2024-02-23,HND-027,HND,231,226,125,5604.8,过库存,15
2024-02-23,WLC-001,WLC,275,1015,122,18736.9,正常,20
2024-02-23,BUM-016,BUM,206,4,705,35.12,过库存,17
2024-02-23,DRH-018,DRH,287,18,568,369.36,正常,17
2024-02-23,VEN-023,VEN,143,1661,162,12590.38,过库存,28
2024-02-23,WLC-014,WLC,405,1678,165,14497.92,正常,19
2024-02-23,WLC-012,WLC,51,1497,269,17784.36,正常,16
2024-02-23,TLM-003,TLM,195,694,187,5635.28,正常,26
2024-02-23,BUM-013,BUM,166,1139,514,6663.15,过库存,15
2024-02-23,VEN-024,VEN,225,1641,241,22153.5,正常,23
2024-02-23,LRB-016,LRB,235,25,478,594.5,正常,11
2024-02-23,LFR-012,LFR,453,1102,248,19648.66,过库存,6
2024-02-23,DUO-020,DUO,353,1142,555,24244.66,正常,27
2024-02-23,VEN-008,VEN,353,672,697,22323.84,正常,19
2024-02-23,TLP-010,TLP,319,1416,253,6641.04,正常,14
2024-02-23,DUO-024,DUO,54,1012,385,9968.2,低库存预警,14
2024-02-23,HND-011,HND,430,659,282,7479.65,低库存预警,7
2024-02-23,VEN-020,VEN,28,241,660,465.13,正常,3
2024-02-23,CUP-003,CUP,264,1434,508,49042.8,正常,7
2024-02-23,LFR-017,LFR,315,1080,776,26103.6,正常,5
2024-02-23,DRH-005,DRH,469,1647,104,42426.72,过库存,18
2024-02-23,TLP-025,TLP,273,820,616,2517.4,低库存预警,14
2024-02-23,TLP-011,TLP,66,1170,743,40095.9,低库存预警,13
2024-02-23,LFR-007,LFR,275,184,319,640.32,正常,25
2024-02-23,LRB-012,LRB,176,1621,491,6694.73,正常,23
2024-02-23,BUM-015,BUM,206,311,256,3551.62,正常,21
2024-02-23,WLC-021,WLC,232,155,301,1390.35,低库存预警,12
2024-02-23,BUM-004,BUM,495,1942,743,62784.86,正常,16
2024-02-23,BUM-003,BUM,164,1377,284,24317.82,正常,3
2024-02-23,WLC-020,WLC,407,569,736,6708.51,低库存预警,5
2024-02-23,BUM-017,BUM,374,665,199,3896.9,过库存,15
2024-02-23,TLP-006,TLP,310,1854,783,52746.3,低库存预警,8
2024-02-23,WLC-006,WLC,196,730,645,8694.3,正常,2
2024-02-23,TLM-016,TLM,317,1183,584,41014.61,正常,16
2024-02-23,DRH-027,DRH,253,110,266,2744.5,正常,19
2024-02-23,CUP-024,CUP,365,1314,694,2430.9,正常,18
2024-02-23,LFR-006,LFR,252,615,374,4624.8,过库存,5
2024-02-23,BUM-028,BUM,97,112,494,3496.64,正常,5
2024-02-23,CUP-005,CUP,274,373,325,12264.24,低库存预警,17
2024-02-23,BUM-010,BUM,38,1964,410,61492.84,正常,11
2024-02-23,DUO-017,DUO,240,197,473,2655.56,正常,3
2024-02-23,WLC-022,WLC,351,1321,508,44372.39,正常,15
2024-02-23,BUM-009,BUM,324,1934,504,42799.42,正常,20
2024-02-23,DUO-019,DUO,391,1083,742,15833.46,正常,23
2024-02-23,TLP-014,TLP,165,1513,480,49157.37,正常,15
2024-02-23,DRH-022,DRH,227,270,660,3291.3,正常,30
2024-02-23,TLM-006,TLM,317,25,653,170.75,正常,13
2024-02-24,BUM-014,BUM,396,1228,471,9308.24,低库存预警,16
2024-02-24,LRB-007,LRB,307,773,624,3996.41,低库存预警,17
2024-02-24,DRH-017,DRH,83,1776,152,9181.92,过库存,7
2024-02-24,WLC-014,WLC,67,1707,703,14748.48,低库存预警,16
2024-02-24,TLP-008,TLP,192,887,691,21217.04,正常,3
2024-02-24,HND-009,HND,219,368,160,11209.28,低库存预警,3
2024-02-24,LRB-012,LRB,9,1018,653,4204.34,过库存,26
2024-02-24,WLC-001,WLC,366,7,550,129.22,正常,3
2024-02-24,LRB-010,LRB,430,323,729,3808.17,过库存,0
2024-02-24,HND-007,HND,118,985,719,3861.2,低库存预警,29
2024-02-24,WLC-009,WLC,383,957,799,29600.01,正常,25
2024-02-24,DUO-023,DUO,481,482,478,15742.12,正常,21
2024-02-24,HND-012,HND,284,425,346,1819.0,正常,0
2024-02-24,DUO-008,DUO,259,1475,262,14263.25,正常,13
2024-02-24,TLP-018,TLP,374,309,671,5515.65,低库存预警,25
2024-02-24,TLP-012,TLP,401,294,445,6276.9,正常,2
2024-02-24,DUO-012,DUO,482,584,328,6675.12,正常,9
2024-02-24,BUM-023,BUM,92,1739,249,10799.19,正常,28
2024-02-24,TLM-001,TLM,392,1130,775,7717.9,正常,6
2024-02-24,HND-013,HND,480,609,221,10219.02,正常,26
2024-02-24,DUO-006,DUO,280,386,131,12757.3,正常,3
2024-02-24,TLP-010,TLP,487,1299,614,6092.31,正常,10
2024-02-24,BUM-009,BUM,382,1218,119,26954.34,低库存预警,13
2024-02-24,WLC-019,WLC,40,983,275,19345.44,低库存预警,21
2024-02-24,DRH-006,DRH,329,1020,715,18196.8,低库存预警,28
2024-02-24,TLP-014,TLP,450,1859,642,60398.91,正常,14
2024-02-24,DUO-017,DUO,464,602,740,8114.96,正常,9
2024-02-24,VEN-005,VEN,275,794,437,14458.74,过库存,20
2024-02-24,TLM-026,TLM,465,1955,448,36363.0,正常,18
2024-02-24,LRB-021,LRB,271,1834,632,20008.94,正常,21
2024-02-24,HND-014,HND,388,1810,793,41050.8,正常,19
2024-02-24,HND-027,HND,128,680,310,16864.0,过库存,10
2024-02-24,DRH-005,DRH,379,1139,153,29340.64,过库存,27
2024-02-24,HND-008,HND,192,924,614,22896.72,正常,15
2024-02-24,DUO-020,DUO,389,1471,775,31229.33,过库存,13
2024-02-24,TLM-027,TLM,143,1071,224,16182.81,正常,13
2024-02-24,HND-018,HND,438,5,356,11.75,正常,8
2024-02-24,TLP-004,TLP,432,536,685,4556.0,正常,26
2024-02-24,LFR-016,LFR,189,1590,726,26727.9,低库存预警,1
2024-02-24,DRH-020,DRH,182,60,627,1820.4,过库存,18
2024-02-24,BUM-006,BUM,267,1372,512,31377.64,过库存,26
2024-02-24,LRB-006,LRB,489,1514,753,51748.52,低库存预警,16
2024-02-24,LFR-011,LFR,240,1943,488,38413.11,过库存,9
2024-02-24,WLC-013,WLC,286,510,221,11934.0,正常,4
2024-02-24,BUM-020,BUM,188,450,224,15295.5,低库存预警,27
2024-02-24,BUM-013,BUM,235,586,245,3428.1,过库存,6
2024-02-24,LFR-014,LFR,451,1968,692,18125.28,正常,27
2024-02-24,LFR-013,LFR,239,1421,492,16298.87,正常,0
2024-02-24,DUO-015,DUO,341,43,556,890.96,低库存预警,13
2024-02-24,LRB-003,LRB,47,1432,190,28124.48,正常,23
2024-02-24,CUP-011,CUP,415,1987,290,58497.28,过库存,22
2024-02-24,DRH-022,DRH,96,785,411,9569.15,低库存预警,6
2024-02-24,CUP-013,CUP,257,1811,551,35133.4,正常,28
2024-02-24,DRH-008,DRH,338,1109,657,38670.83,正常,20
2024-02-24,HND-016,HND,411,1624,557,24701.04,过库存,24
2024-02-24,CUP-030,CUP,334,934,155,23891.72,过库存,28
2024-02-24,BUM-007,BUM,264,131,596,1328.34,低库存预警,23
2024-02-24,TLP-021,TLP,393,397,403,3445.96,低库存预警,16
2024-02-24,DUO-011,DUO,444,149,336,871.65,正常,25
2024-02-24,DUO-003,DUO,73,1862,490,2960.58,正常,2
2024-02-25,DRH-029,DRH,318,521,277,9925.05,正常,16
2024-02-25,TLP-016,TLP,296,782,267,20199.06,正常,14
2024-02-25,TLM-025,TLM,458,961,345,12954.28,低库存预警,26
2024-02-25,HND-020,HND,239,1385,511,13642.25,正常,4
2024-02-25,DRH-019,DRH,129,65,743,1251.25,低库存预警,1
2024-02-25,BUM-009,BUM,356,1065,728,23568.45,过库存,28
2024-02-25,VEN-025,VEN,337,299,638,4057.43,正常,19
2024-02-25,TLM-020,TLM,384,777,681,24491.04,低库存预警,13
2024-02-25,TLP-004,TLP,124,1425,209,12112.5,正常,19
2024-02-25,TLP-001,TLP,226,1148,794,8828.12,正常,8
2024-02-25,VEN-028,VEN,6,1580,290,28297.8,过库存,16
2024-02-25,LRB-021,LRB,95,1190,639,12982.9,正常,18
2024-02-25,BUM-008,BUM,452,1231,446,37397.78,正常,26
2024-02-25,DUO-006,DUO,131,410,352,13550.5,正常,14
2024-02-25,VEN-017,VEN,78,399,731,9041.34,过库存,1
2024-02-25,HND-024,HND,243,227,673,4751.11,低库存预警,8
2024-02-25,LFR-020,LFR,338,371,325,11530.68,低库存预警,2
2024-02-25,WLC-009,WLC,497,851,641,26321.43,低库存预警,18
2024-02-25,DRH-016,DRH,366,1508,626,29360.76,正常,20
2024-02-25,CUP-018,CUP,123,1242,252,22939.74,正常,21
2024-02-25,LRB-018,LRB,268,554,199,6005.36,正常,8
2024-02-25,BUM-003,BUM,472,544,602,9607.04,正常,12
2024-02-25,LRB-014,LRB,148,502,461,9517.92,正常,21
2024-02-25,TLP-014,TLP,70,732,528,23782.68,正常,23
2024-02-25,TLM-003,TLM,247,1624,239,13186.88,过库存,5
2024-02-25,CUP-005,CUP,111,1250,447,41100.0,过库存,28
2024-02-25,BUM-018,BUM,238,1218,267,20023.92,低库存预警,21
2024-02-25,VEN-007,VEN,296,468,409,7113.6,正常,26
2024-02-25,TLM-008,TLM,85,1748,274,40710.92,正常,4
2024-02-25,HND-004,HND,306,1917,328,24901.83,低库存预警,9
2024-02-25,DRH-022,DRH,193,136,375,1657.84,正常,6
2024-02-25,LRB-009,LRB,251,1653,261,44697.12,正常,9
2024-02-25,VEN-020,VEN,464,1532,502,2956.76,正常,27
2024-02-25,DRH-003,DRH,232,1132,183,10538.92,低库存预警,30
2024-02-25,LFR-006,LFR,489,421,439,3165.92,正常,17
2024-02-25,BUM-022,BUM,21,377,187,5952.83,正常,5
2024-02-25,BUM-025,BUM,249,1152,676,25943.04,低库存预警,17
2024-02-25,LFR-018,LFR,90,1854,395,45070.74,低库存预警,18
2024-02-25,BUM-013,BUM,470,1238,604,7242.3,过库存,30
2024-02-25,LFR-015,LFR,187,607,727,2956.09,低库存预警,10
2024-02-25,DUO-001,DUO,103,1962,174,35845.74,正常,16
2024-02-25,VEN-013,VEN,356,1007,659,31347.91,正常,19
2024-02-25,HND-015,HND,22,386,766,5353.82,过库存,13
2024-02-25,HND-012,HND,394,1580,472,6762.4,正常,20
2024-02-25,LRB-013,LRB,252,1052,431,36146.72,正常,27
2024-02-25,VEN-005,VEN,151,1194,623,21742.74,低库存预警,26
2024-02-25,HND-017,HND,360,1468,420,32266.64,低库存预警,21
2024-02-25,VEN-010,VEN,277,630,116,8253.0,低库存预警,23
2024-02-25,DRH-006,DRH,93,155,226,2765.2,正常,7
2024-02-25,HND-026,HND,48,281,192,8320.41,低库存预警,13
2024-02-25,DUO-010,DUO,489,1134,701,17282.16,正常,1
2024-02-25,BUM-023,BUM,14,1507,303,9358.47,低库存预警,29
2024-02-25,TLM-015,TLM,435,1569,142,11689.05,过库存,18
2024-02-25,LRB-022,LRB,33,249,319,4392.36,低库存预警,5
2024-02-25,TLM-024,TLM,48,1756,676,28552.56,正常,18
2024-02-25,VEN-003,VEN,305,1291,182,37916.67,过库存,25
2024-02-25,DRH-015,DRH,39,255,595,1902.3,正常,9
2024-02-25,CUP-022,CUP,15,898,784,13631.64,正常,19
2024-02-25,CUP-006,CUP,212,583,542,11071.17,正常,12
2024-02-25,HND-023,HND,205,1042,512,9826.06,过库存,19
2024-02-26,VEN-005,VEN,398,25,151,455.25,正常,16
2024-02-26,LFR-008,LFR,461,1510,167,29928.2,正常,12
2024-02-26,HND-020,HND,63,826,512,8136.1,低库存预警,28
2024-02-26,WLC-001,WLC,169,357,731,6590.22,正常,18
2024-02-26,VEN-020,VEN,87,1769,778,3414.17,正常,6
2024-02-26,LRB-008,LRB,0,1539,537,48278.43,正常,24
2024-02-26,LFR-022,LFR,83,1130,713,39391.8,正常,20
2024-02-26,DUO-012,DUO,493,346,416,3954.78,正常,22
2024-02-26,LFR-002,LFR,385,1246,537,13506.64,低库存预警,30
2024-02-26,LRB-013,LRB,331,1428,181,49066.08,低库存预警,29
2024-02-26,WLC-016,WLC,128,1554,585,48158.46,过库存,23
2024-02-26,HND-013,HND,85,834,314,13994.52,正常,23
2024-02-26,WLC-010,WLC,163,1837,333,46237.29,过库存,1
2024-02-26,VEN-001,VEN,357,1532,196,5362.0,正常,29
2024-02-26,TLM-023,TLM,19,987,658,30360.12,过库存,28
2024-02-26,DUO-017,DUO,348,1621,610,21851.08,低库存预警,11
2024-02-26,WLC-002,WLC,62,1496,181,38626.72,正常,21
2024-02-26,LRB-021,LRB,121,762,446,8313.42,正常,12
2024-02-26,CUP-018,CUP,244,396,411,7314.12,正常,28
2024-02-26,TLP-002,TLP,56,1192,378,7914.88,正常,13
2024-02-26,VEN-011,VEN,318,1196,760,38642.76,正常,7
2024-02-26,TLM-013,TLM,151,1801,628,52895.37,正常,4
2024-02-26,TLM-012,TLM,429,637,555,18829.72,低库存预警,2
2024-02-26,CUP-021,CUP,78,1411,534,38760.17,正常,22
2024-02-26,LRB-011,LRB,154,1736,603,9200.8,低库存预警,4
2024-02-26,DRH-008,DRH,195,1433,421,49968.71,低库存预警,30
2024-02-26,WLC-004,WLC,39,99,409,652.41,正常,27
2024-02-26,LRB-010,LRB,162,89,509,1049.31,正常,18
2024-02-26,VEN-023,VEN,428,1929,100,14621.82,正常,9
2024-02-26,VEN-006,VEN,407,200,538,2792.0,正常,23
2024-02-26,CUP-015,CUP,448,160,167,4875.2,正常,25
2024-02-26,VEN-008,VEN,283,1772,393,58865.84,正常,20
2024-02-26,WLC-023,WLC,172,869,506,20786.48,低库存预警,0
2024-02-26,TLP-020,TLP,202,1339,755,2329.86,正常,9
2024-02-26,WLC-025,WLC,458,777,216,20668.2,过库存,30
2024-02-26,DRH-014,DRH,331,770,600,5828.9,低库存预警,17
2024-02-26,DUO-020,DUO,492,731,431,15519.13,正常,7
2024-02-26,DUO-003,DUO,308,946,614,1504.14,正常,4
2024-02-26,WLC-003,WLC,404,208,410,1510.08,过库存,19
