log_date,shift,machine_id,runtime_hours,energy_consumed_kwh,energy_cost_yuan,eco_mode_enabled
2024-01-31,白班,M25,2.62,257.55,166.0,True
2024-01-31,夜班,M25,4.21,522.66,316.03,True
2024-01-31,晚班,M25,3.9,475.0,367.84,False
2024-01-31,白班,M26,6.24,835.9,590.34,True
2024-01-31,夜班,M26,7.49,1449.2,899.75,True
2024-01-31,晚班,M26,7.42,1692.7,1332.92,False
2024-01-31,白班,M27,2.24,406.81,257.05,True
2024-01-31,夜班,M27,4.18,955.55,737.27,True
2024-01-31,晚班,M27,5.36,1145.09,716.79,True
2024-01-31,白班,M28,4.32,1204.47,744.98,True
2024-01-31,夜班,M28,4.93,865.66,701.64,True
2024-01-31,晚班,M28,3.63,1025.95,673.9,True
2024-01-31,白班,M29,3.26,1294.94,725.71,False
2024-01-31,夜班,M29,4.31,878.0,707.05,True
2024-01-31,晚班,M29,5.87,1599.31,1241.32,True
2024-02-01,白班,M01,4.61,30.4,20.82,True
2024-02-01,夜班,M01,3.29,31.69,18.31,True
2024-02-01,晚班,M01,6.75,62.79,34.65,False
2024-02-01,白班,M02,6.33,51.19,33.39,True
2024-02-01,夜班,M02,5.96,57.84,39.58,True
2024-02-01,晚班,M02,7.09,62.35,50.06,True
2024-02-01,白班,M03,7.96,111.48,74.09,True
2024-02-01,夜班,M03,4.7,36.25,23.67,False
2024-02-01,晚班,M03,3.93,53.74,34.4,True
2024-02-01,白班,M04,2.58,30.15,23.61,False
2024-02-01,夜班,M04,3.82,64.0,54.33,True
2024-02-01,晚班,M04,3.94,62.05,41.98,False
2024-02-01,白班,M05,5.03,67.63,48.5,True
2024-02-01,夜班,M05,4.25,91.49,67.52,True
2024-02-01,晚班,M05,5.83,100.56,57.8,True
2024-02-01,白班,M06,5.56,147.52,119.04,True
2024-02-01,夜班,M06,6.33,89.58,63.02,True
2024-02-01,晚班,M06,5.78,110.7,62.55,True
2024-02-01,白班,M07,6.0,118.13,79.62,True
2024-02-01,夜班,M07,2.69,63.5,36.98,True
2024-02-01,晚班,M07,7.49,181.1,122.97,True
2024-02-01,白班,M08,3.89,119.13,75.07,True
2024-02-01,夜班,M08,7.05,120.66,93.94,True
2024-02-01,晚班,M08,2.31,37.03,24.74,False
2024-02-01,白班,M09,7.4,179.51,112.49,True
2024-02-01,夜班,M09,5.42,162.48,106.42,True
2024-02-01,晚班,M09,5.0,118.88,85.84,True
2024-02-01,白班,M10,3.93,165.35,120.98,True
2024-02-01,夜班,M10,6.72,208.3,135.58,True
2024-02-01,晚班,M10,5.36,173.48,124.97,False
2024-02-01,白班,M11,4.46,168.5,142.82,True
2024-02-01,夜班,M11,2.48,58.16,42.68,True
2024-02-01,晚班,M11,4.21,112.12,88.36,True
2024-02-01,白班,M12,7.76,223.01,135.22,False
2024-02-01,夜班,M12,6.01,190.34,160.32,True
2024-02-01,晚班,M12,2.11,103.08,60.29,True
2024-02-01,白班,M13,6.48,323.93,258.97,False
2024-02-01,夜班,M13,5.65,293.49,194.21,True
2024-02-01,晚班,M13,5.24,214.04,120.33,True
2024-02-01,白班,M14,2.22,72.07,53.93,True
2024-02-01,夜班,M14,3.23,105.12,68.14,True
2024-02-01,晚班,M14,2.78,108.0,66.28,True
2024-02-01,白班,M15,3.81,229.97,131.48,True
2024-02-01,夜班,M15,4.09,138.31,87.61,True
2024-02-01,晚班,M15,4.32,150.31,99.19,True
2024-02-01,白班,M16,4.23,266.31,218.12,False
2024-02-01,夜班,M16,2.17,150.22,109.69,False
2024-02-01,晚班,M16,7.07,353.91,281.72,True
2024-02-01,白班,M17,4.44,419.88,247.33,False
2024-02-01,夜班,M17,4.93,396.68,261.19,True
2024-02-01,晚班,M17,6.63,532.53,422.8,True
2024-02-01,白班,M18,6.18,676.07,442.54,True
2024-02-01,夜班,M18,5.05,397.17,223.99,True
2024-02-01,晚班,M18,7.06,741.9,423.81,True
2024-02-01,白班,M19,4.79,528.74,291.85,True
2024-02-01,夜班,M19,2.47,178.54,99.38,True
2024-02-01,晚班,M19,6.11,682.86,470.7,True
2024-02-01,白班,M20,6.46,967.56,683.25,True
2024-02-01,夜班,M20,3.96,551.86,374.59,False
2024-02-01,晚班,M20,2.87,396.4,244.46,False
2024-02-01,白班,M21,2.23,333.55,237.43,False
2024-02-01,夜班,M21,6.09,933.41,695.37,True
2024-02-01,晚班,M21,7.55,916.06,585.48,True
2024-02-01,白班,M22,2.25,600.11,431.24,False
2024-02-01,夜班,M22,7.1,1235.92,709.29,False
2024-02-01,晚班,M22,7.02,1652.01,1154.34,False
2024-02-01,白班,M23,5.12,220.74,172.39,True
2024-02-01,夜班,M23,5.83,188.12,152.8,True
2024-02-01,晚班,M23,7.8,298.54,222.27,True
2024-02-01,白班,M24,2.5,396.53,267.06,True
2024-02-01,夜班,M24,3.72,351.68,250.04,True
2024-02-01,晚班,M24,6.06,892.33,602.93,False
2024-02-01,白班,M25,2.06,216.79,147.53,True
2024-02-01,夜班,M25,5.22,557.89,359.69,True
2024-02-01,晚班,M25,7.63,707.91,436.19,True
2024-02-01,白班,M26,2.17,303.12,169.96,True
2024-02-01,夜班,M26,5.52,1080.13,913.66,False
2024-02-01,晚班,M26,3.7,979.54,753.14,True
2024-02-01,白班,M27,7.39,1518.4,1126.12,True
2024-02-01,夜班,M27,4.5,686.29,510.55,False
2024-02-01,晚班,M27,5.99,905.02,636.06,True
2024-02-01,白班,M28,3.19,544.09,461.15,True
2024-02-01,夜班,M28,3.28,1128.62,869.52,True
2024-02-01,晚班,M28,2.08,386.75,246.69,True
2024-02-01,白班,M29,2.2,917.98,712.39,True
2024-02-01,夜班,M29,4.51,1246.26,834.18,False
2024-02-01,晚班,M29,5.77,1857.26,1248.8,True
2024-02-02,白班,M01,5.58,35.83,19.97,False
2024-02-02,夜班,M01,4.91,40.75,32.57,True
2024-02-02,晚班,M01,2.58,23.9,14.78,False
2024-02-02,白班,M02,2.1,22.52,17.28,True
2024-02-02,夜班,M02,5.75,45.47,31.87,False
2024-02-02,晚班,M02,3.35,35.13,22.38,True
2024-02-02,白班,M03,4.33,32.24,22.71,True
2024-02-02,夜班,M03,4.65,61.43,46.01,False
2024-02-02,晚班,M03,7.59,63.08,46.36,True
2024-02-02,白班,M04,7.87,135.04,83.86,True
2024-02-02,夜班,M04,2.52,32.07,25.28,True
2024-02-02,晚班,M04,6.52,68.78,51.98,True
2024-02-02,白班,M05,6.61,64.95,36.68,True
2024-02-02,夜班,M05,7.09,92.39,70.62,False
2024-02-02,晚班,M05,7.53,162.21,121.22,True
2024-02-02,白班,M06,7.05,88.89,59.59,True
2024-02-02,夜班,M06,5.84,157.44,117.06,True
2024-02-02,晚班,M06,3.64,78.76,52.21,True
2024-02-02,白班,M07,5.75,137.25,115.25,True
2024-02-02,夜班,M07,4.43,64.04,39.65,False
2024-02-02,晚班,M07,6.96,192.23,153.23,True
2024-02-02,白班,M08,4.81,146.15,104.35,True
2024-02-02,夜班,M08,6.55,157.88,92.89,False
2024-02-02,晚班,M08,2.81,46.77,29.23,False
2024-02-02,白班,M09,3.97,89.02,73.81,True
2024-02-02,夜班,M09,7.53,233.74,150.35,False
2024-02-02,晚班,M09,2.28,56.83,41.66,False
2024-02-02,白班,M10,4.68,137.09,114.86,True
2024-02-02,夜班,M10,5.55,113.92,88.84,False
2024-02-02,晚班,M10,5.87,122.91,97.27,False
2024-02-02,白班,M11,4.17,108.04,75.36,True
2024-02-02,夜班,M11,3.81,121.92,68.21,False
2024-02-02,晚班,M11,2.87,70.59,49.92,True
2024-02-02,白班,M12,7.47,318.49,241.45,True
2024-02-02,夜班,M12,6.39,225.52,124.14,True
2024-02-02,晚班,M12,7.62,261.42,144.64,True
2024-02-02,白班,M13,5.57,303.29,169.41,False
2024-02-02,夜班,M13,4.08,129.87,90.3,False
2024-02-02,晚班,M13,5.26,225.98,165.72,True
2024-02-02,白班,M14,3.73,119.25,67.83,True
2024-02-02,夜班,M14,3.6,181.44,101.34,False
2024-02-02,晚班,M14,3.97,188.12,144.25,True
2024-02-02,白班,M15,5.89,296.01,231.93,True
2024-02-02,夜班,M15,5.16,255.02,186.53,True
2024-02-02,晚班,M15,5.89,354.14,245.79,True
2024-02-02,白班,M16,4.16,175.11,127.51,True
2024-02-02,夜班,M16,4.97,302.14,200.56,True
2024-02-02,晚班,M16,6.16,364.12,275.32,True
2024-02-02,白班,M17,7.83,375.3,254.78,True
2024-02-02,夜班,M17,6.31,340.63,236.96,True
2024-02-02,晚班,M17,3.4,312.86,177.44,True
2024-02-02,白班,M18,5.89,641.94,405.51,True
2024-02-02,夜班,M18,2.25,234.73,165.53,True
2024-02-02,晚班,M18,5.8,540.39,382.99,True
2024-02-02,白班,M19,6.31,704.69,423.03,True
2024-02-02,夜班,M19,7.54,662.59,392.95,True
2024-02-02,晚班,M19,7.64,976.63,634.2,False
2024-02-02,白班,M20,3.29,329.78,186.66,True
2024-02-02,夜班,M20,5.82,777.66,490.52,True
2024-02-02,晚班,M20,4.9,636.94,526.91,True
2024-02-02,白班,M21,4.81,505.63,285.98,False
2024-02-02,夜班,M21,3.38,654.66,487.22,False
2024-02-02,晚班,M21,4.48,750.38,568.14,False
2024-02-02,白班,M22,2.06,281.35,161.93,True
2024-02-02,夜班,M22,2.53,665.01,510.08,True
2024-02-02,晚班,M22,7.79,1923.22,1204.58,False
2024-02-02,白班,M23,5.05,243.69,192.6,True
2024-02-02,夜班,M23,3.8,154.14,105.08,True
2024-02-02,晚班,M23,3.5,129.01,74.65,True
2024-02-02,白班,M24,4.65,575.13,353.06,False
2024-02-02,夜班,M24,2.61,430.8,298.74,False
2024-02-02,晚班,M24,2.54,236.15,177.69,False
2024-02-02,白班,M25,3.45,378.88,217.99,True
2024-02-02,夜班,M25,4.73,820.57,486.26,False
2024-02-02,晚班,M25,2.06,229.16,177.34,True
2024-02-02,白班,M26,3.14,569.16,457.82,True
2024-02-02,夜班,M26,7.45,1492.27,1000.51,True
2024-02-02,晚班,M26,3.85,961.2,721.63,False
2024-02-02,白班,M27,4.39,1199.94,795.16,True
2024-02-02,夜班,M27,7.73,1759.31,1281.37,True
2024-02-02,晚班,M27,3.35,580.22,322.58,True
2024-02-02,白班,M28,5.44,1805.78,1274.92,True
2024-02-02,夜班,M28,5.84,1267.28,1011.43,True
2024-02-02,晚班,M28,3.85,1094.19,872.76,True
2024-02-02,白班,M29,3.58,1145.54,702.61,True
2024-02-02,夜班,M29,7.22,2180.18,1801.32,True
2024-02-02,晚班,M29,6.57,2832.38,1835.81,True
2024-02-03,白班,M01,2.72,26.93,18.65,True
2024-02-03,夜班,M01,7.09,67.14,56.48,False
2024-02-03,晚班,M01,7.78,49.88,28.14,True
2024-02-03,白班,M02,4.47,38.74,31.32,True
2024-02-03,夜班,M02,7.17,63.3,41.22,True
2024-02-03,晚班,M02,7.26,54.77,44.12,True
2024-02-03,白班,M03,3.84,51.17,38.75,True
2024-02-03,夜班,M03,4.09,50.91,33.9,True
2024-02-03,晚班,M03,4.57,39.31,24.11,True
2024-02-03,白班,M04,3.47,55.69,42.45,True
2024-02-03,夜班,M04,2.8,39.73,28.87,True
2024-02-03,晚班,M04,7.66,102.03,79.92,True
2024-02-03,白班,M05,4.45,64.89,52.07,True
2024-02-03,夜班,M05,7.49,161.24,111.64,False
2024-02-03,晚班,M05,3.68,43.52,28.77,False
2024-02-03,白班,M06,7.37,196.43,126.48,True
2024-02-03,夜班,M06,3.01,72.98,58.23,True
2024-02-03,晚班,M06,2.37,45.38,35.67,True
2024-02-03,白班,M07,5.32,131.25,80.8,True
2024-02-03,夜班,M07,4.75,89.75,59.7,True
2024-02-03,晚班,M07,3.3,94.47,68.29,True
2024-02-03,白班,M08,4.78,95.58,78.76,True
2024-02-03,夜班,M08,2.04,45.23,35.53,True
2024-02-03,晚班,M08,7.64,199.99,127.8,True
2024-02-03,白班,M09,5.74,221.69,146.46,False
2024-02-03,夜班,M09,4.82,118.59,67.38,True
2024-02-03,晚班,M09,2.51,95.55,74.29,True
2024-02-03,白班,M10,4.79,134.59,105.37,True
2024-02-03,夜班,M10,2.2,48.14,31.43,True
2024-02-03,晚班,M10,3.37,95.2,61.12,False
2024-02-03,白班,M11,7.06,296.77,201.7,False
2024-02-03,夜班,M11,4.29,156.76,97.51,True
2024-02-03,晚班,M11,7.64,329.61,278.78,True
2024-02-03,白班,M12,2.02,126.91,95.12,True
2024-02-03,夜班,M12,4.91,263.22,159.53,True
2024-02-03,晚班,M12,2.3,68.32,41.81,False
2024-02-03,白班,M13,5.19,195.39,146.66,False
2024-02-03,夜班,M13,6.73,420.48,316.96,False
2024-02-03,晚班,M13,2.72,168.69,94.73,False
2024-02-03,白班,M14,4.89,126.98,90.51,True
2024-02-03,夜班,M14,4.96,206.71,122.79,True
2024-02-03,晚班,M14,4.39,103.76,84.36,True
2024-02-03,白班,M15,5.75,188.55,135.98,False
2024-02-03,夜班,M15,4.94,186.48,115.13,False
2024-02-03,晚班,M15,7.7,388.5,244.61,False
2024-02-03,白班,M16,4.3,346.98,270.36,True
2024-02-03,夜班,M16,6.86,248.05,187.65,True
2024-02-03,晚班,M16,5.99,353.35,248.47,True
2024-02-03,白班,M17,5.16,380.73,299.63,False
2024-02-03,夜班,M17,7.76,513.4,369.18,True
2024-02-03,晚班,M17,3.88,230.49,191.34,True
2024-02-03,白班,M18,2.48,204.16,138.23,True
2024-02-03,夜班,M18,4.35,381.61,306.69,True
2024-02-03,晚班,M18,4.65,441.72,334.73,False
2024-02-03,白班,M19,6.45,567.83,442.34,True
2024-02-03,夜班,M19,6.04,439.75,361.53,False
2024-02-03,晚班,M19,6.47,636.86,442.31,False
2024-02-03,白班,M20,4.41,673.42,427.42,False
2024-02-03,夜班,M20,4.24,519.29,360.88,True
2024-02-03,晚班,M20,6.61,891.61,578.28,True
2024-02-03,白班,M21,5.29,987.05,802.12,True
2024-02-03,夜班,M21,2.47,309.56,227.41,True
2024-02-03,晚班,M21,2.4,315.31,242.17,True
2024-02-03,白班,M22,5.7,1148.26,852.9,True
2024-02-03,夜班,M22,5.05,773.53,497.07,True
2024-02-03,晚班,M22,4.7,879.66,733.84,False
2024-02-03,白班,M23,7.87,304.03,224.08,False
2024-02-03,夜班,M23,5.73,282.15,205.49,True
2024-02-03,晚班,M23,4.72,212.8,127.59,False
2024-02-03,白班,M24,6.8,1168.51,805.01,True
2024-02-03,夜班,M24,7.52,1070.14,677.65,True
2024-02-03,晚班,M24,4.93,461.75,375.62,True
2024-02-03,白班,M25,4.43,698.34,531.59,True
2024-02-03,夜班,M25,5.48,945.87,753.09,True
2024-02-03,晚班,M25,6.76,1057.51,791.69,True
2024-02-03,白班,M26,2.91,666.39,491.07,False
2024-02-03,夜班,M26,7.61,1348.0,1035.16,True
2024-02-03,晚班,M26,3.16,658.7,365.45,True
2024-02-03,白班,M27,6.78,1251.24,828.34,True
2024-02-03,夜班,M27,3.46,530.52,381.65,True
2024-02-03,晚班,M27,2.78,883.97,628.85,True
2024-02-03,白班,M28,3.06,1004.14,676.64,True
2024-02-03,夜班,M28,2.2,474.16,309.78,True
2024-02-03,晚班,M28,5.57,1802.64,1217.6,True
2024-02-03,白班,M29,7.63,2410.8,1814.27,True
2024-02-03,夜班,M29,2.07,715.14,418.44,True
2024-02-03,晚班,M29,4.67,1231.34,852.08,False
2024-02-04,白班,M01,6.17,31.66,20.12,False
2024-02-04,夜班,M01,6.15,43.59,35.18,True
2024-02-04,晚班,M01,2.14,16.39,12.12,True
2024-02-04,白班,M02,4.04,42.28,32.63,True
2024-02-04,夜班,M02,5.79,40.39,26.97,False
2024-02-04,晚班,M02,3.47,23.77,17.89,False
2024-02-04,白班,M03,6.16,51.74,30.57,True
2024-02-04,夜班,M03,7.93,56.39,35.15,False
2024-02-04,晚班,M03,3.39,32.15,20.78,True
2024-02-04,白班,M04,7.86,145.57,118.53,True
2024-02-04,夜班,M04,7.44,145.46,81.91,True
2024-02-04,晚班,M04,3.67,71.48,57.48,False
2024-02-04,白班,M05,5.42,106.15,86.31,True
2024-02-04,夜班,M05,5.73,76.33,47.68,True
2024-02-04,晚班,M05,3.6,74.04,62.11,True
2024-02-04,白班,M06,7.7,184.41,142.87,True
2024-02-04,夜班,M06,6.33,82.62,46.01,False
2024-02-04,晚班,M06,7.41,157.12,120.17,False
2024-02-04,白班,M07,6.67,134.3,108.21,False
2024-02-04,夜班,M07,7.0,108.32,78.12,True
2024-02-04,晚班,M07,5.47,90.34,66.02,False
2024-02-04,白班,M08,3.92,87.21,71.81,False
2024-02-04,夜班,M08,7.5,189.18,142.78,False
2024-02-04,晚班,M08,4.88,80.74,68.05,True
2024-02-04,白班,M09,5.46,236.73,182.53,False
2024-02-04,夜班,M09,6.05,126.56,74.64,True
2024-02-04,晚班,M09,5.2,191.27,149.61,True
2024-02-04,白班,M10,2.97,82.04,58.8,True
2024-02-04,夜班,M10,5.55,232.57,143.81,True
2024-02-04,晚班,M10,7.79,161.94,117.04,False
2024-02-04,白班,M11,7.94,335.57,258.3,False
2024-02-04,夜班,M11,3.75,121.61,73.61,True
2024-02-04,晚班,M11,7.56,171.91,104.37,False
2024-02-04,白班,M12,7.3,422.43,276.45,True
2024-02-04,夜班,M12,3.49,102.8,64.18,True
2024-02-04,晚班,M12,5.51,231.2,169.4,True
2024-02-04,白班,M13,3.04,127.13,92.56,False
2024-02-04,夜班,M13,4.18,188.43,143.22,True
2024-02-04,晚班,M13,2.23,80.61,58.0,False
2024-02-04,白班,M14,7.07,159.63,119.38,False
2024-02-04,夜班,M14,6.83,178.02,118.32,True
2024-02-04,晚班,M14,5.43,215.43,146.39,False
2024-02-04,白班,M15,4.39,215.01,135.36,True
2024-02-04,夜班,M15,5.69,214.89,145.37,True
2024-02-04,晚班,M15,2.05,59.01,41.42,True
2024-02-04,白班,M16,4.58,198.31,160.71,True
2024-02-04,夜班,M16,6.9,432.64,238.18,True
2024-02-04,晚班,M16,5.8,448.72,326.65,True
2024-02-04,白班,M17,2.42,136.94,109.53,True
2024-02-04,夜班,M17,6.22,364.25,302.86,True
2024-02-04,晚班,M17,3.6,246.15,140.91,False
2024-02-04,白班,M18,6.43,599.3,456.87,True
2024-02-04,夜班,M18,7.77,519.71,432.69,True
2024-02-04,晚班,M18,6.48,500.69,401.07,True
2024-02-04,白班,M19,3.65,278.64,234.64,True
2024-02-04,夜班,M19,3.42,275.17,206.75,True
2024-02-04,晚班,M19,2.31,270.81,204.58,False
2024-02-04,白班,M20,6.95,571.03,353.67,True
2024-02-04,夜班,M20,4.43,360.71,295.42,False
2024-02-04,晚班,M20,3.38,495.42,312.6,True
2024-02-04,白班,M21,6.64,1074.23,746.88,False
2024-02-04,夜班,M21,2.26,372.34,277.1,True
2024-02-04,晚班,M21,7.15,854.46,610.49,True
2024-02-04,白班,M22,2.74,410.59,270.47,True
2024-02-04,夜班,M22,3.86,874.86,665.16,False
2024-02-04,晚班,M22,3.61,520.87,354.17,True
2024-02-04,白班,M23,3.03,117.26,86.11,False
2024-02-04,夜班,M23,4.51,207.61,155.83,True
2024-02-04,晚班,M23,6.52,204.0,139.84,True
2024-02-04,白班,M24,7.12,724.0,400.19,True
2024-02-04,夜班,M24,3.91,692.16,448.84,True
2024-02-04,晚班,M24,6.94,1002.14,751.64,True
2024-02-04,白班,M25,5.44,496.06,333.34,True
2024-02-04,夜班,M25,4.96,581.94,354.82,True
2024-02-04,晚班,M25,5.41,963.53,571.04,True
2024-02-04,白班,M26,4.46,693.05,452.1,True
2024-02-04,夜班,M26,5.83,1259.32,1026.16,True
2024-02-04,晚班,M26,2.04,352.05,295.17,True
2024-02-04,白班,M27,6.71,1405.28,806.78,True
2024-02-04,夜班,M27,5.06,1010.68,822.23,True
2024-02-04,晚班,M27,3.37,968.71,579.68,True
2024-02-04,白班,M28,5.74,1940.72,1217.67,True
2024-02-04,夜班,M28,7.23,2596.76,1997.9,False
2024-02-04,晚班,M28,5.32,1445.05,834.83,True
2024-02-04,白班,M29,2.67,1008.77,629.64,True
2024-02-04,夜班,M29,5.11,1415.2,935.14,True
2024-02-04,晚班,M29,6.26,2427.88,1568.59,True
2024-02-05,白班,M01,4.0,23.01,16.86,True
2024-02-05,夜班,M01,3.51,36.08,20.16,True
2024-02-05,晚班,M01,6.84,68.42,46.0,True
2024-02-05,白班,M02,2.89,26.36,14.59,True
2024-02-05,夜班,M02,4.14,24.01,19.51,False
2024-02-05,晚班,M02,6.88,71.59,48.23,True
2024-02-05,白班,M03,5.68,45.64,33.84,True
2024-02-05,夜班,M03,2.44,16.93,13.35,False
2024-02-05,晚班,M03,7.52,97.84,74.46,True
2024-02-05,白班,M04,7.05,149.65,85.42,True
2024-02-05,夜班,M04,2.11,39.28,30.56,True
2024-02-05,晚班,M04,4.56,96.06,58.55,False
2024-02-05,白班,M05,5.42,85.11,54.06,True
2024-02-05,夜班,M05,2.35,42.17,34.54,False
2024-02-05,晚班,M05,7.57,77.51,60.83,True
2024-02-05,白班,M06,4.64,75.14,48.62,True
2024-02-05,夜班,M06,2.77,62.27,44.74,True
2024-02-05,晚班,M06,6.89,120.17,83.56,True
2024-02-05,白班,M07,7.99,185.18,151.99,True
2024-02-05,夜班,M07,5.28,127.46,93.63,False
2024-02-05,晚班,M07,6.75,152.77,89.89,False
2024-02-05,白班,M08,7.86,165.52,130.31,True
2024-02-05,夜班,M08,3.66,105.34,79.75,True
2024-02-05,晚班,M08,4.19,114.47,87.52,True
2024-02-05,白班,M09,2.16,55.32,41.83,False
2024-02-05,夜班,M09,4.96,190.96,108.62,False
2024-02-05,晚班,M09,4.06,180.94,150.96,True
2024-02-05,白班,M10,3.97,102.05,58.05,True
2024-02-05,夜班,M10,5.95,223.62,127.16,False
2024-02-05,晚班,M10,4.73,180.25,145.18,True
2024-02-05,白班,M11,5.65,168.38,103.39,False
2024-02-05,夜班,M11,2.07,89.22,66.92,False
2024-02-05,晚班,M11,5.16,157.01,113.41,True
2024-02-05,白班,M12,6.64,379.42,292.21,True
2024-02-05,夜班,M12,5.59,279.88,174.64,False
2024-02-05,晚班,M12,2.85,170.86,102.06,False
2024-02-05,白班,M13,2.41,100.56,82.79,True
2024-02-05,夜班,M13,3.55,210.78,117.05,True
2024-02-05,晚班,M13,3.91,209.5,175.61,True
2024-02-05,白班,M14,5.15,217.93,131.49,True
2024-02-05,夜班,M14,3.07,84.73,69.76,True
2024-02-05,晚班,M14,7.75,177.35,98.19,True
2024-02-05,白班,M15,3.02,145.32,120.95,False
2024-02-05,夜班,M15,7.0,349.97,196.99,False
2024-02-05,晚班,M15,4.49,213.29,123.88,True
2024-02-05,白班,M16,5.7,345.23,221.89,True
2024-02-05,夜班,M16,7.98,491.37,399.56,False
2024-02-05,晚班,M16,2.27,134.51,80.85,True
2024-02-05,白班,M17,7.93,756.56,434.29,True
2024-02-05,夜班,M17,6.18,482.56,293.99,False
2024-02-05,晚班,M17,6.59,385.85,264.32,True
2024-02-05,白班,M18,7.24,674.84,522.92,True
2024-02-05,夜班,M18,5.79,677.09,571.25,True
2024-02-05,晚班,M18,7.73,730.84,460.56,False
2024-02-05,白班,M19,7.37,552.52,419.02,True
2024-02-05,夜班,M19,7.67,732.46,427.36,False
2024-02-05,晚班,M19,5.77,766.78,630.2,True
2024-02-05,白班,M20,7.34,631.14,409.46,True
2024-02-05,夜班,M20,5.79,725.37,472.12,True
2024-02-05,晚班,M20,5.41,390.51,319.12,True
2024-02-05,白班,M21,6.77,1233.66,902.45,True
2024-02-05,夜班,M21,4.62,953.43,573.54,False
2024-02-05,晚班,M21,5.07,707.73,477.44,False
2024-02-05,白班,M22,6.81,973.59,724.88,False
2024-02-05,夜班,M22,5.63,1490.44,827.56,True
2024-02-05,晚班,M22,5.21,1091.27,908.55,False
2024-02-05,白班,M23,6.84,212.55,153.45,True
2024-02-05,夜班,M23,2.02,70.05,56.1,False
2024-02-05,晚班,M23,5.28,157.66,122.37,True
2024-02-05,白班,M24,5.45,641.09,381.04,False
2024-02-05,夜班,M24,4.06,449.82,263.87,True
2024-02-05,晚班,M24,7.77,1003.16,676.99,False
2024-02-05,白班,M25,7.92,964.73,763.51,True
2024-02-05,夜班,M25,7.78,695.11,489.52,True
2024-02-05,晚班,M25,2.53,395.32,240.32,True
2024-02-05,白班,M26,7.93,1576.49,1154.66,True
2024-02-05,夜班,M26,6.7,1469.06,975.47,False
2024-02-05,晚班,M26,2.76,780.61,513.49,True
2024-02-05,白班,M27,2.21,557.31,411.71,True
2024-02-05,夜班,M27,3.55,696.2,456.7,False
2024-02-05,晚班,M27,5.2,1044.98,783.67,False
2024-02-05,白班,M28,7.72,2508.12,1931.67,False
2024-02-05,夜班,M28,2.35,578.25,387.59,False
2024-02-05,晚班,M28,4.51,1128.96,632.53,False
2024-02-05,白班,M29,3.03,1183.39,796.34,True
2024-02-05,夜班,M29,3.64,1176.32,926.02,True
2024-02-05,晚班,M29,4.27,1123.85,805.13,True
2024-02-06,白班,M01,2.43,20.33,15.87,True
2024-02-06,夜班,M01,3.42,28.36,15.65,True
2024-02-06,晚班,M01,7.12,71.08,45.92,True
2024-02-06,白班,M02,3.43,23.79,16.87,True
2024-02-06,夜班,M02,3.76,30.66,20.93,True
2024-02-06,晚班,M02,7.34,52.01,38.05,True
2024-02-06,白班,M03,5.04,48.54,37.49,True
2024-02-06,夜班,M03,5.84,38.9,32.49,False
2024-02-06,晚班,M03,2.59,36.96,29.89,True
2024-02-06,白班,M04,3.92,56.29,35.25,True
2024-02-06,夜班,M04,5.45,115.78,97.05,False
2024-02-06,晚班,M04,3.1,33.02,21.17,False
2024-02-06,白班,M05,7.09,71.63,51.17,True
2024-02-06,夜班,M05,6.13,65.51,47.09,False
2024-02-06,晚班,M05,2.75,44.15,35.27,True
2024-02-06,白班,M06,2.88,55.75,38.53,True
2024-02-06,夜班,M06,2.33,40.78,26.14,True
2024-02-06,晚班,M06,6.15,133.65,81.95,True
2024-02-06,白班,M07,6.17,138.66,86.79,True
2024-02-06,夜班,M07,3.3,67.26,45.42,True
2024-02-06,晚班,M07,5.45,141.53,84.33,True
2024-02-06,白班,M08,3.04,82.92,47.17,True
2024-02-06,夜班,M08,4.49,136.98,78.46,True
2024-02-06,晚班,M08,7.54,215.41,125.48,True
2024-02-06,白班,M09,5.25,137.35,88.99,True
2024-02-06,夜班,M09,7.0,235.1,153.24,True
2024-02-06,晚班,M09,5.73,157.79,105.2,False
2024-02-06,白班,M10,6.02,200.98,156.46,True
2024-02-06,夜班,M10,6.04,159.42,101.58,True
2024-02-06,晚班,M10,3.35,110.61,83.49,True
2024-02-06,白班,M11,3.26,95.05,65.17,True
2024-02-06,夜班,M11,4.99,206.05,172.57,False
2024-02-06,晚班,M11,4.34,164.79,110.64,False
2024-02-06,白班,M12,6.0,340.5,279.85,False
2024-02-06,夜班,M12,6.7,356.9,225.02,True
2024-02-06,晚班,M12,2.16,79.26,59.66,True
2024-02-06,白班,M13,3.84,139.61,87.48,True
2024-02-06,夜班,M13,2.7,102.63,80.38,True
2024-02-06,晚班,M13,2.53,76.14,54.09,False
2024-02-06,白班,M14,7.59,263.66,164.26,True
2024-02-06,夜班,M14,5.48,149.14,115.25,True
2024-02-06,晚班,M14,3.5,146.56,84.74,False
2024-02-06,白班,M15,2.99,148.14,106.92,False
2024-02-06,夜班,M15,7.45,334.23,228.59,False
2024-02-06,晚班,M15,4.36,149.25,82.48,False
2024-02-06,白班,M16,7.54,410.67,302.78,True
2024-02-06,夜班,M16,4.94,223.68,176.67,True
2024-02-06,晚班,M16,2.16,87.4,74.24,True
2024-02-06,白班,M17,6.31,338.68,271.83,True
2024-02-06,夜班,M17,3.21,187.47,112.63,False
2024-02-06,晚班,M17,4.49,388.34,281.05,True
