changeover_time,machine_id,sku_from,sku_to,family_from,family_to,standard_minutes,actual_minutes,operator_id,remark
2025-05-08 07:30:00,M14,HND-023,HND-018,HND,HND,43.6,51.6,OP014,正常
2025-11-26 19:29:00,M20,BUM-015,HND-007,BUM,HND,160.7,182.0,OP023,模具故障
2024-08-17 05:29:00,M06,DRH-021,VEN-025,DRH,VEN,173.9,149.3,OP003,工具缺失
2026-02-06 08:40:00,M14,BUM-005,HND-016,BUM,HND,136.7,161.4,OP022,正常
2024-05-24 05:11:00,M24,DUO-014,DUO-020,DUO,DUO,53.5,60.3,OP006,正常
2025-02-03 15:18:00,M16,HND-005,HND-025,HND,HND,44.1,49.5,OP045,正常
2025-04-14 16:53:00,M26,LRB-001,LFR-009,LRB,LFR,345.2,396.9,OP017,正常
2025-12-23 23:15:00,M21,TLM-010,BUM-013,TLM,BUM,166.8,195.2,OP022,工具缺失
2024-12-23 08:16:00,M19,BUM-002,BUM-006,BUM,BUM,40.9,49.5,OP008,工具缺失
2024-12-27 07:55:00,M03,DRH-027,CUP-015,DRH,CUP,127.6,113.1,OP003,工具缺失
2024-02-22 02:58:00,M09,CUP-028,DRH-028,CUP,DRH,184.0,223.0,OP023,模具故障
2025-09-29 08:47:00,M05,VEN-024,DRH-026,VEN,DRH,116.4,103.1,OP012,模具故障
2025-07-05 19:01:00,M09,CUP-020,VEN-017,CUP,VEN,151.2,170.7,OP009,正常
2024-01-20 07:25:00,M16,BUM-013,BUM-010,BUM,BUM,29.2,33.1,OP024,正常
2025-08-23 23:22:00,M01,DRH-014,VEN-020,DRH,VEN,196.1,197.2,OP021,物料未到位
2025-09-07 11:02:00,M21,BUM-018,BUM-024,BUM,BUM,17.0,20.4,OP011,正常
2025-10-19 10:01:00,M26,LRB-019,LRB-009,LRB,LRB,84.3,92.0,OP031,正常
2025-08-10 16:01:00,M25,TLP-015,WLC-006,TLP,WLC,199.9,194.2,OP014,模具故障
2024-07-04 12:44:00,M16,HND-007,BUM-025,HND,BUM,96.3,116.1,OP024,物料未到位
2025-12-19 07:01:00,M17,TLM-021,TLM-022,TLM,TLM,27.5,30.1,OP020,正常
2025-04-07 13:45:00,M23,DUO-020,TLP-014,DUO,TLP,410.7,385.3,OP001,正常
2025-02-28 19:04:00,M06,DRH-022,CUP-022,DRH,CUP,162.8,150.9,OP004,工具缺失
2024-09-06 23:35:00,M17,HND-001,TLM-022,HND,TLM,101.2,113.0,OP017,正常
2026-03-04 13:30:00,M16,BUM-019,BUM-005,BUM,BUM,16.9,20.6,OP001,正常
2024-11-22 22:25:00,M24,DUO-020,DUO-010,DUO,DUO,54.9,49.7,OP047,正常
2025-01-07 16:00:00,M22,TLM-021,TLM-011,TLM,TLM,41.2,35.5,OP012,模具故障
2026-04-05 20:41:00,M25,DUO-024,TLP-018,DUO,TLP,127.1,109.3,OP008,工具缺失
2026-04-28 02:03:00,M29,LRB-014,LFR-002,LRB,LFR,313.3,316.7,OP009,物料未到位
2024-07-20 11:23:00,M25,TLP-001,WLC-017,TLP,WLC,418.4,437.7,OP030,正常
2025-06-12 00:11:00,M29,LFR-003,LFR-005,LFR,LFR,49.0,59.6,OP028,正常
2026-03-26 19:29:00,M05,VEN-016,DRH-003,VEN,DRH,228.5,277.2,OP031,物料未到位
2024-11-15 07:37:00,M25,WLC-011,TLP-004,WLC,TLP,155.3,142.8,OP032,模具故障
2025-12-08 20:54:00,M18,BUM-005,HND-001,BUM,HND,107.0,104.7,OP017,模具故障
2025-10-06 14:03:00,M04,DRH-028,CUP-025,DRH,CUP,151.3,146.2,OP043,正常
2024-04-25 08:31:00,M07,CUP-021,VEN-009,CUP,VEN,160.7,187.7,OP027,模具故障
2024-05-21 15:11:00,M03,CUP-028,CUP-001,CUP,CUP,18.2,18.3,OP009,模具故障
2026-03-20 00:53:00,M04,DRH-017,VEN-005,DRH,VEN,145.6,170.0,OP031,正常
2025-04-15 00:58:00,M03,VEN-007,CUP-011,VEN,CUP,102.2,98.3,OP037,正常
2025-12-07 14:55:00,M18,TLM-014,BUM-005,TLM,BUM,172.1,157.9,OP006,工具缺失
2025-01-17 15:40:00,M12,CUP-012,CUP-016,CUP,CUP,38.4,42.2,OP007,工具缺失
2024-10-27 04:06:00,M06,VEN-016,VEN-012,VEN,VEN,27.8,25.1,OP005,正常
2026-03-30 23:20:00,M21,BUM-027,TLM-012,BUM,TLM,148.7,131.1,OP026,工具缺失
2024-08-01 07:42:00,M12,CUP-030,CUP-013,CUP,CUP,20.5,22.3,OP021,物料未到位
2024-05-11 03:33:00,M13,DRH-011,VEN-016,DRH,VEN,76.4,73.3,OP013,正常
2025-05-08 01:32:00,M05,CUP-014,CUP-030,CUP,CUP,28.4,33.4,OP012,模具故障
2024-05-20 08:19:00,M16,HND-024,HND-026,HND,HND,27.6,28.2,OP024,正常
2025-02-24 10:20:00,M04,CUP-010,CUP-004,CUP,CUP,36.7,42.2,OP046,物料未到位
2025-03-09 14:11:00,M15,HND-011,BUM-010,HND,BUM,194.0,206.9,OP018,工具缺失
2026-04-10 02:43:00,M17,BUM-017,TLM-010,BUM,TLM,166.3,142.9,OP012,正常
2026-02-22 04:03:00,M09,CUP-007,DRH-020,CUP,DRH,178.3,155.4,OP029,工具缺失
2025-04-29 15:16:00,M11,CUP-002,VEN-016,CUP,VEN,199.7,211.3,OP016,模具故障
2024-06-02 20:32:00,M14,BUM-023,HND-020,BUM,HND,79.6,79.8,OP014,正常
2024-03-22 11:56:00,M04,DRH-011,DRH-008,DRH,DRH,42.3,47.4,OP004,正常
2025-09-01 21:17:00,M14,BUM-012,HND-009,BUM,HND,222.5,277.9,OP032,物料未到位
2025-07-18 16:51:00,M21,BUM-017,BUM-025,BUM,BUM,40.6,37.7,OP036,正常
2025-04-28 18:48:00,M24,TLP-003,DUO-007,TLP,DUO,387.9,448.6,OP042,正常
2025-02-07 13:38:00,M29,LFR-011,LRB-006,LFR,LRB,336.5,407.6,OP016,物料未到位
2025-09-08 11:37:00,M03,VEN-013,VEN-025,VEN,VEN,19.5,21.4,OP043,物料未到位
2025-01-05 08:21:00,M11,VEN-023,DRH-003,VEN,DRH,74.6,63.5,OP036,物料未到位
2024-06-24 03:31:00,M16,TLM-003,HND-028,TLM,HND,135.3,125.7,OP019,正常
2025-11-11 02:33:00,M19,TLM-025,HND-006,TLM,HND,154.6,156.0,OP016,工具缺失
2024-12-04 02:26:00,M08,VEN-019,VEN-010,VEN,VEN,40.5,49.7,OP016,正常
2024-09-18 14:00:00,M16,TLM-020,HND-021,TLM,HND,150.8,164.2,OP023,模具故障
2024-02-08 22:49:00,M03,CUP-010,VEN-012,CUP,VEN,158.9,157.5,OP011,正常
2025-08-04 10:07:00,M19,TLM-019,BUM-021,TLM,BUM,185.2,162.5,OP013,正常
2025-06-29 05:02:00,M07,CUP-021,VEN-015,CUP,VEN,183.8,157.3,OP027,正常
2025-01-20 23:19:00,M26,LFR-010,LFR-001,LFR,LFR,41.1,49.5,OP025,物料未到位
2024-10-09 03:49:00,M07,DRH-023,DRH-003,DRH,DRH,27.8,24.5,OP037,物料未到位
2025-01-07 21:02:00,M27,LRB-010,LFR-019,LRB,LFR,270.3,333.2,OP037,正常
2025-04-07 14:29:00,M06,CUP-015,DRH-029,CUP,DRH,205.6,177.0,OP011,工具缺失
2025-05-04 17:31:00,M25,WLC-003,WLC-024,WLC,WLC,71.9,73.7,OP023,物料未到位
2024-09-04 10:38:00,M06,CUP-026,CUP-005,CUP,CUP,26.1,30.4,OP031,正常
2024-01-27 14:10:00,M03,CUP-023,VEN-013,CUP,VEN,139.3,124.2,OP036,正常
2026-01-29 08:30:00,M05,CUP-005,DRH-002,CUP,DRH,98.6,106.8,OP033,正常
2024-06-21 07:08:00,M12,DRH-016,VEN-018,DRH,VEN,212.7,228.2,OP007,工具缺失
2024-05-17 20:25:00,M27,LFR-005,LRB-011,LFR,LRB,161.7,161.9,OP016,工具缺失
2024-03-25 06:46:00,M05,VEN-007,VEN-009,VEN,VEN,19.3,23.9,OP018,工具缺失
2025-10-18 22:19:00,M04,CUP-019,DRH-003,CUP,DRH,76.1,87.6,OP006,模具故障
2026-03-07 06:33:00,M20,TLM-012,BUM-006,TLM,BUM,64.8,55.5,OP039,正常
2024-07-11 04:42:00,M15,BUM-013,TLM-004,BUM,TLM,75.4,90.4,OP041,物料未到位
2026-03-11 03:08:00,M02,DRH-008,CUP-010,DRH,CUP,174.0,181.0,OP010,正常
2025-01-03 05:41:00,M01,CUP-014,DRH-017,CUP,DRH,239.1,243.1,OP033,模具故障
2024-11-17 02:59:00,M26,LRB-007,LRB-019,LRB,LRB,73.8,64.3,OP020,模具故障
2026-03-30 06:06:00,M25,WLC-003,WLC-009,WLC,WLC,76.5,91.1,OP027,正常
2025-04-08 09:22:00,M09,VEN-026,VEN-008,VEN,VEN,39.4,45.4,OP023,正常
2024-05-20 19:25:00,M21,BUM-006,HND-015,BUM,HND,62.6,69.6,OP020,正常
2025-12-24 19:48:00,M03,VEN-001,VEN-026,VEN,VEN,39.4,48.1,OP043,工具缺失
2026-01-06 11:56:00,M10,DRH-002,DRH-025,DRH,DRH,22.8,21.1,OP015,正常
2026-01-19 00:24:00,M10,DRH-019,DRH-028,DRH,DRH,40.1,38.0,OP044,物料未到位
2024-12-20 02:30:00,M19,HND-025,BUM-019,HND,BUM,114.4,134.1,OP025,模具故障
2024-06-26 14:27:00,M10,CUP-015,VEN-016,CUP,VEN,67.8,67.5,OP031,正常
2025-08-03 05:42:00,M18,TLM-005,BUM-009,TLM,BUM,122.7,127.5,OP048,物料未到位
2024-04-29 08:09:00,M25,WLC-003,DUO-007,WLC,DUO,288.0,299.5,OP040,正常
2025-01-12 03:58:00,M16,TLM-008,TLM-018,TLM,TLM,20.4,18.2,OP004,正常
2024-07-09 13:42:00,M09,CUP-023,DRH-029,CUP,DRH,169.0,198.6,OP029,正常
2024-02-06 02:14:00,M22,TLM-001,TLM-020,TLM,TLM,22.9,25.8,OP014,物料未到位
2024-05-14 07:46:00,M05,VEN-016,VEN-025,VEN,VEN,31.3,38.8,OP035,物料未到位
2025-05-16 18:25:00,M18,BUM-009,BUM-011,BUM,BUM,23.8,27.0,OP029,工具缺失
2024-10-04 15:15:00,M12,VEN-001,DRH-011,VEN,DRH,98.7,111.6,OP002,正常
2025-10-23 03:33:00,M18,BUM-010,BUM-016,BUM,BUM,31.3,32.3,OP044,模具故障
2025-05-31 11:53:00,M08,CUP-010,CUP-005,CUP,CUP,38.7,36.6,OP010,正常
2025-09-24 03:09:00,M17,HND-018,BUM-017,HND,BUM,233.2,250.8,OP031,正常
2025-07-05 00:08:00,M07,DRH-001,CUP-003,DRH,CUP,214.5,228.2,OP041,正常
2025-11-14 20:11:00,M06,CUP-018,DRH-015,CUP,DRH,91.3,84.4,OP032,正常
2024-09-19 03:08:00,M03,DRH-003,DRH-026,DRH,DRH,24.9,29.9,OP037,正常
2026-01-13 13:41:00,M14,BUM-027,BUM-017,BUM,BUM,28.1,29.0,OP036,工具缺失
2025-02-13 15:03:00,M17,TLM-021,HND-026,TLM,HND,67.0,63.4,OP012,工具缺失
2024-08-28 08:20:00,M25,TLP-025,DUO-019,TLP,DUO,467.5,559.6,OP039,物料未到位
2025-03-20 04:29:00,M24,TLP-018,TLP-007,TLP,TLP,60.6,61.7,OP012,物料未到位
2024-05-28 04:06:00,M20,HND-015,HND-007,HND,HND,28.9,29.5,OP040,模具故障
2024-01-18 10:40:00,M22,BUM-002,BUM-028,BUM,BUM,36.7,36.4,OP027,物料未到位
2026-01-04 14:42:00,M10,CUP-011,VEN-029,CUP,VEN,113.6,122.6,OP033,正常
2026-01-04 18:44:00,M02,DRH-024,CUP-001,DRH,CUP,100.7,97.6,OP025,正常
2024-05-06 17:49:00,M19,TLM-018,TLM-021,TLM,TLM,30.6,36.3,OP033,正常
2024-12-15 00:38:00,M22,TLM-003,BUM-010,TLM,BUM,202.7,194.7,OP028,工具缺失
2024-07-10 15:23:00,M08,DRH-003,VEN-024,DRH,VEN,141.2,135.2,OP044,正常
2026-04-11 04:49:00,M18,HND-027,BUM-017,HND,BUM,239.7,293.9,OP024,工具缺失
2025-02-24 02:12:00,M09,DRH-003,VEN-006,DRH,VEN,160.8,142.1,OP036,工具缺失
2024-04-25 15:05:00,M16,TLM-005,BUM-014,TLM,BUM,175.2,150.4,OP048,工具缺失
2024-07-06 04:18:00,M21,TLM-019,HND-027,TLM,HND,223.1,212.8,OP031,正常
2025-05-30 07:01:00,M15,BUM-010,BUM-004,BUM,BUM,40.9,49.4,OP032,正常
2024-10-08 07:57:00,M03,CUP-030,CUP-002,CUP,CUP,26.9,32.4,OP014,正常
2025-08-23 04:54:00,M25,WLC-006,WLC-014,WLC,WLC,59.9,58.3,OP018,物料未到位
2025-12-03 07:55:00,M12,DRH-014,VEN-007,DRH,VEN,160.8,180.2,OP014,正常
2025-07-02 05:17:00,M20,TLM-009,BUM-004,TLM,BUM,209.5,186.2,OP035,物料未到位
2025-08-24 06:02:00,M28,LRB-013,LRB-015,LRB,LRB,40.4,48.2,OP029,正常
2025-01-02 21:19:00,M23,TLP-014,DUO-008,TLP,DUO,132.9,141.9,OP032,模具故障
2026-03-15 02:22:00,M20,HND-014,BUM-014,HND,BUM,113.9,129.3,OP028,正常
2024-02-11 07:58:00,M28,LRB-022,LFR-005,LRB,LFR,270.2,313.1,OP047,正常
2025-12-05 07:10:00,M08,CUP-011,CUP-003,CUP,CUP,41.8,35.7,OP006,正常
2025-02-08 07:04:00,M15,HND-010,TLM-027,HND,TLM,134.7,167.9,OP010,模具故障
2025-09-11 20:23:00,M19,HND-014,TLM-005,HND,TLM,225.0,262.9,OP038,模具故障
2025-03-22 23:44:00,M09,VEN-029,CUP-016,VEN,CUP,101.6,120.8,OP026,正常
2025-01-01 04:16:00,M09,DRH-017,CUP-017,DRH,CUP,62.8,57.3,OP031,正常
2024-10-19 01:35:00,M16,HND-027,HND-026,HND,HND,27.4,29.5,OP041,物料未到位
2024-09-02 13:37:00,M05,VEN-011,DRH-004,VEN,DRH,220.9,214.3,OP026,模具故障
2025-08-14 22:27:00,M07,VEN-009,CUP-002,VEN,CUP,233.4,215.7,OP046,模具故障
2025-03-25 00:08:00,M06,VEN-019,DRH-010,VEN,DRH,182.4,193.2,OP044,正常
2025-09-15 02:16:00,M22,HND-017,BUM-013,HND,BUM,153.0,132.0,OP036,物料未到位
2024-06-12 14:07:00,M03,VEN-003,CUP-029,VEN,CUP,188.6,162.7,OP046,工具缺失
2024-11-17 16:46:00,M14,TLM-018,HND-001,TLM,HND,216.4,200.1,OP034,正常
2024-08-15 16:24:00,M16,BUM-023,HND-009,BUM,HND,224.1,262.6,OP007,物料未到位
2026-04-11 13:21:00,M04,CUP-028,DRH-025,CUP,DRH,131.7,139.1,OP031,正常
2024-07-20 02:11:00,M28,LRB-008,LFR-022,LRB,LFR,504.1,499.7,OP015,工具缺失
2024-10-08 18:59:00,M29,LRB-014,LRB-019,LRB,LRB,28.0,28.0,OP013,物料未到位
2025-05-18 14:48:00,M26,LRB-017,LRB-021,LRB,LRB,32.9,36.6,OP010,正常
2025-09-06 04:42:00,M03,CUP-013,VEN-004,CUP,VEN,223.4,256.3,OP026,正常
2024-11-03 01:16:00,M05,VEN-024,VEN-029,VEN,VEN,41.4,44.2,OP012,正常
2024-06-21 12:22:00,M27,LRB-017,LFR-008,LRB,LFR,406.6,483.6,OP004,正常
2025-08-28 17:26:00,M18,BUM-017,BUM-001,BUM,BUM,38.1,33.5,OP046,模具故障
2025-10-01 12:29:00,M10,CUP-019,CUP-006,CUP,CUP,16.3,14.1,OP017,正常
2025-04-12 20:54:00,M03,CUP-027,CUP-006,CUP,CUP,41.8,52.0,OP011,正常
2026-01-30 10:57:00,M01,CUP-023,DRH-027,CUP,DRH,136.1,129.9,OP024,工具缺失
2024-03-11 19:21:00,M13,CUP-009,DRH-001,CUP,DRH,150.9,183.6,OP032,模具故障
2026-02-18 17:31:00,M19,HND-018,BUM-020,HND,BUM,195.7,184.8,OP012,物料未到位
2026-01-31 12:20:00,M23,TLP-013,DUO-002,TLP,DUO,267.5,253.3,OP044,工具缺失
2025-10-10 04:25:00,M25,DUO-018,DUO-007,DUO,DUO,28.4,31.9,OP042,模具故障
2025-06-26 13:13:00,M16,BUM-005,TLM-005,BUM,TLM,141.7,132.7,OP019,物料未到位
2025-05-13 00:56:00,M08,VEN-022,VEN-020,VEN,VEN,19.0,18.4,OP046,正常
2024-08-14 05:48:00,M03,VEN-024,VEN-029,VEN,VEN,40.5,43.6,OP035,物料未到位
2024-04-20 00:57:00,M21,BUM-020,TLM-018,BUM,TLM,135.0,157.6,OP005,正常
2025-06-09 11:03:00,M28,LRB-015,LRB-013,LRB,LRB,59.4,57.4,OP005,物料未到位
2024-12-17 14:24:00,M05,VEN-012,VEN-009,VEN,VEN,16.2,19.9,OP045,正常
2024-08-21 05:48:00,M14,HND-008,HND-009,HND,HND,24.2,25.7,OP014,工具缺失
2025-07-18 19:56:00,M14,HND-012,TLM-013,HND,TLM,238.3,234.8,OP027,工具缺失
2024-03-11 09:43:00,M06,VEN-026,CUP-004,VEN,CUP,62.1,58.0,OP005,正常
2024-06-22 07:23:00,M24,DUO-021,DUO-001,DUO,DUO,57.9,57.4,OP025,正常
2024-11-14 02:06:00,M09,CUP-019,DRH-024,CUP,DRH,197.1,221.4,OP048,正常
2025-11-22 13:03:00,M15,HND-012,BUM-024,HND,BUM,196.4,232.5,OP023,正常
2025-09-22 19:03:00,M09,CUP-001,VEN-025,CUP,VEN,74.8,85.5,OP045,正常
2025-04-21 03:35:00,M26,LRB-002,LRB-009,LRB,LRB,37.7,41.8,OP014,工具缺失
2024-03-05 19:05:00,M06,DRH-001,CUP-003,DRH,CUP,201.7,183.8,OP021,正常
2025-08-04 22:16:00,M14,TLM-008,TLM-020,TLM,TLM,18.5,21.4,OP019,正常
2024-02-19 17:34:00,M21,BUM-002,BUM-007,BUM,BUM,35.2,41.5,OP033,正常
2025-10-31 11:48:00,M04,DRH-027,CUP-025,DRH,CUP,72.2,70.6,OP025,物料未到位
2025-07-18 20:01:00,M20,BUM-027,BUM-016,BUM,BUM,36.0,36.5,OP025,正常
2026-04-08 06:14:00,M09,VEN-025,CUP-002,VEN,CUP,146.7,167.1,OP033,模具故障
2026-02-26 05:30:00,M21,TLM-008,TLM-007,TLM,TLM,29.3,26.0,OP038,正常
2025-11-07 06:31:00,M23,TLP-020,WLC-017,TLP,WLC,162.7,167.1,OP039,物料未到位
2025-10-09 14:43:00,M09,CUP-006,DRH-011,CUP,DRH,209.4,223.5,OP028,物料未到位
2024-01-14 05:45:00,M16,BUM-016,BUM-017,BUM,BUM,28.2,34.0,OP005,正常
2026-01-01 02:33:00,M21,TLM-009,TLM-016,TLM,TLM,24.4,24.0,OP012,工具缺失
2025-02-27 10:41:00,M20,HND-017,HND-011,HND,HND,44.1,48.5,OP047,物料未到位
2024-03-04 22:21:00,M04,CUP-030,DRH-009,CUP,DRH,214.3,212.3,OP026,工具缺失
2024-06-20 06:58:00,M04,CUP-029,CUP-025,CUP,CUP,34.2,29.4,OP035,正常
2025-01-27 01:42:00,M25,WLC-024,TLP-018,WLC,TLP,313.1,377.7,OP044,物料未到位
2024-11-01 23:56:00,M27,LRB-021,LRB-017,LRB,LRB,37.8,46.5,OP014,正常
2025-04-15 19:13:00,M28,LRB-004,LRB-003,LRB,LRB,79.7,97.4,OP008,正常
2024-01-15 17:43:00,M24,TLP-009,TLP-023,TLP,TLP,36.6,31.4,OP036,物料未到位
2025-02-18 07:41:00,M21,BUM-013,HND-002,BUM,HND,160.8,191.1,OP032,正常
2025-12-02 09:24:00,M29,LRB-013,LRB-016,LRB,LRB,50.6,51.5,OP039,模具故障
2025-03-25 22:15:00,M22,HND-008,BUM-016,HND,BUM,197.9,229.8,OP008,正常
2025-08-04 18:13:00,M26,LRB-012,LRB-018,LRB,LRB,40.8,42.1,OP023,模具故障
2025-08-04 08:03:00,M03,CUP-023,VEN-008,CUP,VEN,166.0,148.2,OP011,模具故障
2025-01-22 11:35:00,M02,DRH-022,CUP-002,DRH,CUP,94.1,106.4,OP047,工具缺失
2024-04-25 23:33:00,M16,TLM-003,BUM-014,TLM,BUM,71.7,61.3,OP039,模具故障
2025-11-01 09:07:00,M21,BUM-011,HND-012,BUM,HND,136.3,133.7,OP021,正常
2026-03-18 19:07:00,M10,VEN-011,CUP-013,VEN,CUP,217.1,242.8,OP034,模具故障
2024-08-11 09:32:00,M01,DRH-002,DRH-018,DRH,DRH,34.4,41.8,OP048,正常
2026-04-10 12:16:00,M02,CUP-012,VEN-027,CUP,VEN,124.2,146.5,OP018,物料未到位
2025-02-06 05:58:00,M16,HND-022,TLM-017,HND,TLM,186.0,182.8,OP042,物料未到位
2026-01-19 12:48:00,M17,HND-012,TLM-027,HND,TLM,177.4,159.6,OP037,正常
2025-03-05 04:33:00,M03,VEN-022,DRH-029,VEN,DRH,236.5,224.9,OP015,模具故障
2026-03-10 04:37:00,M01,VEN-005,VEN-020,VEN,VEN,17.7,16.6,OP031,正常
2024-05-06 23:11:00,M29,LRB-014,LFR-015,LRB,LFR,139.9,151.4,OP015,正常
2025-04-22 14:04:00,M01,VEN-016,CUP-007,VEN,CUP,216.6,188.1,OP031,物料未到位
2024-10-27 09:42:00,M08,CUP-026,DRH-011,CUP,DRH,98.9,118.5,OP039,工具缺失
2024-01-08 01:54:00,M20,HND-019,HND-014,HND,HND,16.2,18.9,OP022,正常
2025-09-21 02:35:00,M04,CUP-025,VEN-003,CUP,VEN,163.6,143.0,OP003,正常
2024-04-20 05:17:00,M06,DRH-010,VEN-011,DRH,VEN,122.1,138.7,OP025,正常
2024-04-13 06:02:00,M04,CUP-012,CUP-004,CUP,CUP,15.0,16.3,OP036,工具缺失
2025-02-07 17:11:00,M14,HND-007,HND-017,HND,HND,36.5,35.1,OP026,工具缺失
2025-06-03 11:36:00,M28,LRB-016,LFR-009,LRB,LFR,416.1,363.8,OP036,物料未到位
2026-04-20 02:22:00,M16,HND-015,HND-014,HND,HND,15.8,15.3,OP018,正常
2025-08-09 12:49:00,M07,VEN-007,VEN-030,VEN,VEN,15.5,14.4,OP006,模具故障
2025-02-15 17:45:00,M18,BUM-003,BUM-016,BUM,BUM,41.2,40.7,OP038,正常
2025-07-21 05:31:00,M17,HND-002,HND-005,HND,HND,19.1,22.4,OP036,工具缺失
2024-02-20 02:32:00,M05,VEN-009,VEN-011,VEN,VEN,30.8,38.1,OP015,工具缺失
2025-07-27 08:24:00,M24,DUO-019,TLP-019,DUO,TLP,116.4,126.0,OP024,物料未到位
2025-10-10 17:11:00,M05,CUP-014,DRH-017,CUP,DRH,83.8,92.8,OP009,模具故障
2025-03-09 04:53:00,M23,TLP-006,TLP-018,TLP,TLP,80.2,75.3,OP039,正常
2024-01-20 07:22:00,M08,VEN-025,VEN-022,VEN,VEN,34.6,42.9,OP018,模具故障
2024-10-31 07:04:00,M15,TLM-013,HND-026,TLM,HND,156.7,172.3,OP033,物料未到位
2026-02-06 14:12:00,M28,LRB-002,LFR-011,LRB,LFR,109.4,104.7,OP016,物料未到位
2024-01-30 03:49:00,M14,TLM-020,BUM-006,TLM,BUM,186.3,231.5,OP047,正常
2026-03-26 08:30:00,M01,DRH-002,VEN-006,DRH,VEN,79.6,87.0,OP027,模具故障
2024-05-25 23:20:00,M26,LRB-012,LFR-019,LRB,LFR,385.4,362.3,OP020,物料未到位
2025-09-21 03:02:00,M20,BUM-014,HND-002,BUM,HND,229.5,283.7,OP003,正常
2025-12-07 00:04:00,M13,DRH-026,DRH-004,DRH,DRH,19.0,17.3,OP044,模具故障
2025-06-13 18:33:00,M23,WLC-019,WLC-016,WLC,WLC,86.4,84.1,OP020,正常
2025-09-28 03:17:00,M01,DRH-019,CUP-008,DRH,CUP,203.8,181.2,OP019,工具缺失
2025-08-29 11:01:00,M04,VEN-017,VEN-030,VEN,VEN,17.1,20.2,OP031,模具故障
2026-02-19 04:04:00,M12,DRH-016,VEN-006,DRH,VEN,93.3,95.3,OP011,正常
2026-03-14 15:14:00,M11,CUP-025,CUP-017,CUP,CUP,18.2,22.7,OP008,物料未到位
2025-04-29 19:33:00,M17,HND-013,TLM-023,HND,TLM,136.4,132.0,OP033,物料未到位
2024-02-07 05:27:00,M24,DUO-020,DUO-013,DUO,DUO,67.3,75.4,OP048,正常
2026-01-31 22:25:00,M04,VEN-006,CUP-024,VEN,CUP,151.9,157.9,OP030,正常
2026-02-12 06:24:00,M26,LRB-015,LFR-012,LRB,LFR,386.7,369.1,OP031,工具缺失
2026-03-16 02:25:00,M10,VEN-027,CUP-023,VEN,CUP,167.7,163.5,OP005,工具缺失
2025-07-09 02:11:00,M28,LRB-008,LFR-007,LRB,LFR,239.8,295.6,OP024,正常
2026-02-18 02:29:00,M14,BUM-005,BUM-026,BUM,BUM,21.9,24.2,OP011,物料未到位
2024-03-27 03:41:00,M24,DUO-007,TLP-002,DUO,TLP,331.8,403.8,OP034,正常
2026-01-23 16:03:00,M25,TLP-021,TLP-002,TLP,TLP,47.4,58.6,OP025,工具缺失
2024-01-17 11:32:00,M24,TLP-008,DUO-021,TLP,DUO,365.7,400.3,OP017,物料未到位
2025-12-15 06:31:00,M09,DRH-026,DRH-024,DRH,DRH,22.9,20.0,OP038,正常
2025-04-19 00:53:00,M11,DRH-013,VEN-012,DRH,VEN,147.1,133.1,OP021,物料未到位
2026-01-02 17:18:00,M08,VEN-019,VEN-005,VEN,VEN,39.7,40.4,OP004,正常
2025-07-25 06:43:00,M26,LFR-004,LRB-017,LFR,LRB,164.3,193.3,OP011,工具缺失
2024-01-27 16:34:00,M04,DRH-028,DRH-024,DRH,DRH,35.1,39.8,OP004,模具故障
2025-05-27 12:38:00,M17,TLM-026,BUM-008,TLM,BUM,134.8,151.3,OP017,物料未到位
2025-03-05 00:19:00,M20,HND-019,TLM-018,HND,TLM,231.1,202.4,OP009,物料未到位
2025-08-21 19:49:00,M10,VEN-007,DRH-019,VEN,DRH,181.2,154.9,OP022,正常
2026-01-15 03:21:00,M28,LFR-009,LRB-011,LFR,LRB,447.2,394.2,OP007,工具缺失
2025-03-31 07:19:00,M09,DRH-019,CUP-008,DRH,CUP,87.1,106.5,OP003,物料未到位
2026-04-12 10:02:00,M16,BUM-010,HND-024,BUM,HND,100.2,105.2,OP009,物料未到位
2024-07-06 08:53:00,M21,TLM-024,HND-017,TLM,HND,236.9,258.7,OP009,正常
2026-04-12 19:18:00,M08,CUP-024,DRH-018,CUP,DRH,116.7,135.1,OP022,正常
2024-01-23 13:53:00,M09,DRH-020,DRH-013,DRH,DRH,30.1,34.8,OP016,物料未到位
2025-12-06 19:55:00,M23,WLC-019,DUO-016,WLC,DUO,241.3,257.5,OP017,工具缺失
2024-07-08 13:06:00,M29,LRB-012,LFR-001,LRB,LFR,443.2,481.3,OP026,模具故障
2025-01-20 04:10:00,M25,DUO-023,WLC-010,DUO,WLC,218.8,210.5,OP021,工具缺失
2024-03-13 03:38:00,M21,HND-014,BUM-023,HND,BUM,143.3,159.9,OP015,正常
2025-12-05 09:16:00,M09,DRH-006,DRH-009,DRH,DRH,31.1,34.4,OP029,正常
2026-01-22 17:21:00,M14,HND-026,HND-019,HND,HND,41.1,41.0,OP029,正常
2025-11-21 10:49:00,M03,CUP-023,CUP-008,CUP,CUP,34.8,43.2,OP045,物料未到位
2025-02-28 15:49:00,M03,DRH-007,VEN-029,DRH,VEN,125.4,116.9,OP036,工具缺失
2026-01-04 11:48:00,M22,TLM-027,TLM-003,TLM,TLM,32.4,37.1,OP017,模具故障
2025-10-03 21:02:00,M17,HND-015,BUM-014,HND,BUM,86.7,105.5,OP023,正常
