record_id,record_time,machine_id,sku,material_type,qty_produced,theoretical_weight_kg,actual_consumption_kg,waste_rate_pct,material_source,material_cost_yuan
MC-0009703,2024-01-09 15:00:00,M05,VEN-023,PP,998,515.717,583.896,13.22,新料,15130.85
MC-0009704,2025-02-09 15:00:00,M22,BUM-027,POM,431,166.296,190.457,14.53,混料,2616.36
MC-0009705,2024-07-12 11:00:00,M18,TLM-018,PP,339,105.135,111.699,6.24,回料,3142.16
MC-0009706,2026-01-12 13:00:00,M05,VEN-013,PP,580,85.249,88.479,3.79,新料,3039.67
MC-0009707,2024-02-24 16:00:00,M14,BUM-022,TPE,986,611.684,716.733,17.17,回料,6646.07
MC-0009708,2024-07-06 14:00:00,M07,CUP-014,ABS,389,286.96,325.145,13.31,新料,7724.83
MC-0009709,2025-08-30 11:00:00,M13,CUP-008,TPE,483,297.549,312.998,5.19,回料,3186.54
MC-0009710,2025-07-14 15:00:00,M16,TLM-016,PP,667,154.44,165.177,6.95,新料,4488.08
MC-0009711,2024-12-31 13:00:00,M02,VEN-015,POM,396,150.875,152.234,0.9,新料,4801.06
MC-0009712,2024-03-19 16:00:00,M15,HND-020,TPE,108,23.816,25.578,7.4,新料,716.93
MC-0009713,2024-11-17 13:00:00,M10,DRH-020,PP,216,130.418,141.096,8.19,混料,3031.22
MC-0009714,2024-11-14 08:00:00,M04,DRH-020,PA66,619,373.744,375.359,0.43,新料,7054.87
MC-0009715,2025-06-09 15:00:00,M17,TLM-003,PP-GF20,375,23.948,24.005,0.24,回料,419.32
MC-0009716,2024-03-15 08:00:00,M23,WLC-025,ABS,120,26.475,29.238,10.44,混料,482.71
MC-0009717,2025-06-11 13:00:00,M04,DRH-025,PC/ABS,866,25.778,25.83,0.2,新料,307.53
MC-0009718,2024-05-20 08:00:00,M29,LRB-001,PC/ABS,479,39.568,40.549,2.48,新料,502.5
MC-0009719,2024-01-31 09:00:00,M16,TLM-019,PA66,619,334.023,369.995,10.77,新料,4555.46
MC-0009720,2026-02-06 12:00:00,M09,DRH-028,TPE,249,204.894,213.181,4.04,新料,6034.53
MC-0009721,2024-03-15 10:00:00,M10,DRH-017,PC/ABS,806,369.762,434.423,17.49,新料,12514.99
MC-0009722,2026-02-15 10:00:00,M02,VEN-004,PA66,124,63.221,64.962,2.75,新料,870.88
MC-0009723,2025-01-13 10:00:00,M01,CUP-016,ABS,320,273.469,289.545,5.88,新料,5297.35
MC-0009724,2024-07-05 10:00:00,M08,DRH-011,ABS,183,121.802,130.055,6.78,新料,2494.87
MC-0009725,2026-04-12 11:00:00,M19,TLM-021,PA6,949,92.86,95.15,2.47,回料,1645.19
MC-0009726,2024-05-12 14:00:00,M26,LRB-016,PP-GF20,930,173.476,196.745,13.41,新料,3388.93
MC-0009727,2026-01-26 17:00:00,M02,CUP-026,PA66,121,87.453,95.162,8.82,新料,1266.76
MC-0009728,2024-02-20 11:00:00,M17,HND-020,POM,579,127.683,133.117,4.26,新料,3281.73
MC-0009729,2024-05-06 09:00:00,M17,HND-020,ABS,501,110.482,125.542,13.63,新料,3118.66
MC-0009730,2025-08-30 15:00:00,M29,LRB-001,POM,398,32.877,33.046,0.51,新料,857.81
MC-0009731,2026-03-13 08:00:00,M18,HND-017,TPE,554,297.578,333.646,12.12,新料,4916.82
MC-0009732,2024-02-05 16:00:00,M08,VEN-017,TPE,56,8.727,9.073,3.96,新料,238.5
MC-0009733,2025-10-20 17:00:00,M10,DRH-008,TPE,95,23.826,24.383,2.34,新料,582.74
MC-0009734,2026-02-27 15:00:00,M06,CUP-022,PC/ABS,896,389.455,401.274,3.03,混料,7144.77
MC-0009735,2025-01-24 16:00:00,M09,CUP-026,POM,795,574.587,580.604,1.05,新料,11625.72
MC-0009736,2025-12-21 10:00:00,M04,VEN-029,PA6,767,126.718,134.317,6.0,新料,4100.55
MC-0009737,2025-09-22 14:00:00,M01,CUP-002,TPE,267,233.126,251.005,7.67,新料,6016.07
MC-0009738,2026-04-28 10:00:00,M24,TLP-013,ABS,634,532.211,616.986,15.93,回料,11723.82
MC-0009739,2024-11-26 15:00:00,M11,DRH-029,ABS,877,463.579,494.042,6.57,回料,5985.35
MC-0009740,2024-07-29 14:00:00,M11,CUP-022,PC/ABS,952,413.796,474.832,14.75,新料,6813.8
MC-0009741,2025-05-18 14:00:00,M26,LRB-022,PP,106,75.629,88.132,16.53,混料,1654.06
MC-0009742,2024-10-29 14:00:00,M13,DRH-009,PA66,984,608.213,633.893,4.22,回料,21050.5
MC-0009743,2025-03-19 08:00:00,M12,VEN-009,TPE,108,65.954,75.222,14.05,回料,1136.64
MC-0009744,2025-11-14 17:00:00,M25,DUO-006,TPE,104,23.395,23.626,0.99,新料,497.73
MC-0009745,2024-07-24 10:00:00,M02,VEN-007,PP-GF20,778,670.962,763.012,13.72,混料,21684.91
MC-0009746,2025-11-21 16:00:00,M20,HND-025,ABS,97,61.864,68.757,11.14,新料,607.63
MC-0009747,2024-10-05 09:00:00,M02,VEN-018,PP-GF20,256,45.327,46.641,2.9,新料,572.01
MC-0009748,2025-02-05 12:00:00,M20,HND-020,PP-GF20,978,215.671,252.114,16.9,新料,2496.58
MC-0009749,2025-06-04 09:00:00,M12,DRH-016,PA6,910,619.462,627.754,1.34,新料,15149.32
MC-0009750,2024-02-29 15:00:00,M05,CUP-023,TPE,827,344.131,353.648,2.77,新料,6991.59
MC-0009751,2025-01-01 13:00:00,M10,DRH-001,PP-GF20,84,66.742,68.092,2.02,新料,1015.73
MC-0009752,2025-03-03 14:00:00,M11,VEN-014,PA66,200,132.17,140.679,6.44,新料,1325.31
MC-0009753,2025-09-10 12:00:00,M16,TLM-006,TPE,391,73.619,80.07,8.76,混料,2563.0
MC-0009754,2025-03-28 13:00:00,M07,CUP-026,PP-GF20,597,431.482,480.042,11.25,新料,6167.62
MC-0009755,2024-03-06 13:00:00,M22,TLM-007,PC/ABS,296,161.922,179.625,10.93,新料,5717.31
MC-0009756,2025-05-29 10:00:00,M25,TLP-018,PP,157,5.902,5.961,1.0,混料,75.41
MC-0009757,2024-07-01 13:00:00,M20,HND-027,PA6,924,123.057,138.1,12.22,新料,1386.84
MC-0009758,2025-04-27 16:00:00,M27,LFR-011,ABS,388,254.93,286.337,12.32,新料,6527.61
MC-0009759,2024-12-30 13:00:00,M01,CUP-006,POM,520,201.975,216.624,7.25,新料,1981.05
MC-0009760,2024-10-19 08:00:00,M27,LRB-009,PA6,378,102.786,105.883,3.01,新料,2125.53
MC-0009761,2024-09-22 09:00:00,M25,TLP-011,PC/ABS,204,71.63,74.791,4.41,回料,1209.45
MC-0009762,2026-04-26 09:00:00,M10,VEN-025,PP-GF20,897,220.63,251.094,13.81,新料,7822.48
MC-0009763,2024-06-19 15:00:00,M10,VEN-003,PA6,736,229.85,266.926,16.13,回料,5968.37
MC-0009764,2025-04-30 13:00:00,M02,CUP-010,PC/ABS,117,59.737,67.592,13.15,回料,1939.85
MC-0009765,2024-06-05 14:00:00,M07,VEN-028,POM,515,397.625,467.965,17.69,新料,9179.02
MC-0009766,2024-06-19 11:00:00,M14,HND-022,PP-GF20,579,352.634,385.975,9.45,新料,6429.68
MC-0009767,2025-04-21 16:00:00,M10,CUP-002,TPE,721,629.527,720.251,14.41,新料,11781.25
MC-0009768,2025-03-01 15:00:00,M21,HND-028,PP,923,717.676,806.469,12.37,混料,26781.56
MC-0009769,2025-04-07 17:00:00,M17,HND-024,PP,85,71.984,78.716,9.35,混料,2078.85
MC-0009770,2025-10-14 16:00:00,M09,VEN-001,PA6,205,71.622,74.796,4.43,新料,2268.59
MC-0009771,2026-04-09 17:00:00,M26,LFR-013,ABS,530,325.247,366.609,12.72,混料,6622.12
MC-0009772,2025-10-04 16:00:00,M07,VEN-016,TPE,412,254.064,271.694,6.94,新料,4730.19
MC-0009773,2025-05-10 15:00:00,M23,WLC-016,PA6,884,709.295,768.446,8.34,新料,7124.11
MC-0009774,2024-08-31 14:00:00,M12,CUP-030,PP-GF20,709,168.546,168.561,0.01,新料,5648.64
MC-0009775,2024-10-29 11:00:00,M09,CUP-006,PP-GF20,795,308.788,320.055,3.65,回料,6593.26
MC-0009776,2024-11-29 15:00:00,M21,BUM-007,PP-GF20,632,108.45,108.512,0.06,回料,1122.6
MC-0009777,2024-01-03 14:00:00,M27,LRB-017,ABS,629,516.935,563.532,9.01,混料,10838.1
MC-0009778,2024-05-19 16:00:00,M10,CUP-006,PP-GF20,566,219.842,235.653,7.19,新料,3522.92
MC-0009779,2025-06-27 16:00:00,M21,HND-012,PA6,347,41.674,48.742,16.96,混料,1353.46
MC-0009780,2024-12-27 15:00:00,M22,TLM-016,PA66,271,62.748,64.559,2.89,回料,1384.34
MC-0009781,2024-01-10 16:00:00,M23,DUO-024,TPE,211,52.355,61.311,17.11,新料,1274.78
MC-0009782,2025-06-22 17:00:00,M09,DRH-011,PP-GF20,201,133.783,134.396,0.46,混料,3005.9
MC-0009783,2025-08-04 09:00:00,M07,DRH-026,TPE,739,596.148,625.004,4.84,新料,16169.92
MC-0009784,2025-01-16 13:00:00,M12,VEN-016,POM,947,583.978,683.411,17.03,新料,10272.66
MC-0009785,2025-06-19 12:00:00,M22,TLM-002,PA6,803,538.022,544.964,1.29,新料,13685.66
MC-0009786,2026-04-14 16:00:00,M27,LRB-004,PP,61,9.858,10.983,11.41,回料,172.35
MC-0009787,2025-03-31 11:00:00,M25,TLP-011,POM,278,97.613,107.072,9.69,回料,3454.06
MC-0009788,2026-03-03 15:00:00,M03,DRH-014,PC/ABS,143,100.157,113.658,13.48,新料,942.93
MC-0009789,2024-06-12 08:00:00,M12,VEN-010,PP,231,141.521,149.787,5.84,新料,5088.84
MC-0009790,2024-11-24 16:00:00,M20,HND-004,PA6,599,251.415,283.742,12.86,混料,7860.2
MC-0009791,2025-09-07 09:00:00,M12,CUP-026,ABS,599,432.928,472.891,9.23,新料,6998.67
MC-0009792,2025-06-20 13:00:00,M22,HND-028,PA6,578,449.422,528.604,17.62,混料,6629.8
MC-0009793,2024-10-28 17:00:00,M29,LRB-019,PA6,658,164.149,189.23,15.28,回料,2139.29
MC-0009794,2025-12-13 16:00:00,M23,TLP-013,ABS,842,706.817,781.11,10.51,回料,10772.44
MC-0009795,2026-04-11 08:00:00,M03,CUP-001,PC/ABS,384,329.35,384.673,16.8,新料,10433.98
MC-0009796,2025-04-10 08:00:00,M18,TLM-013,PA6,231,188.345,200.351,6.37,新料,3774.12
MC-0009797,2025-08-23 08:00:00,M24,TLP-010,PA66,375,129.78,141.348,8.91,混料,2347.58
MC-0009798,2024-08-13 13:00:00,M14,BUM-005,POM,735,96.902,112.722,16.33,新料,2796.19
MC-0009799,2024-08-02 15:00:00,M14,HND-008,ABS,444,113.873,124.281,9.14,回料,2498.86
MC-0009800,2024-02-12 11:00:00,M08,DRH-004,POM,267,130.355,140.76,7.98,新料,4878.38
MC-0009801,2025-02-16 10:00:00,M03,CUP-004,ABS,306,77.944,91.256,17.08,回料,1163.56
MC-0009802,2025-02-08 14:00:00,M10,DRH-012,PP,180,143.11,161.676,12.97,新料,3869.21
MC-0009803,2024-06-18 15:00:00,M18,TLM-018,PP,797,247.176,261.948,5.98,新料,3459.45
MC-0009804,2025-09-16 09:00:00,M06,DRH-030,PP,81,40.472,41.778,3.23,混料,363.2
MC-0009805,2025-11-18 17:00:00,M05,CUP-020,TPE,306,135.937,147.528,8.53,新料,4642.09
MC-0009806,2026-03-01 17:00:00,M18,HND-007,PP-GF20,931,91.578,92.349,0.84,混料,1709.99
MC-0009807,2026-03-31 11:00:00,M12,VEN-018,POM,298,52.763,52.834,0.13,新料,486.87
MC-0009808,2026-04-21 09:00:00,M19,BUM-006,PA66,421,229.781,236.003,2.71,回料,4988.84
MC-0009809,2024-04-16 15:00:00,M08,CUP-006,PC/ABS,701,272.278,282.343,3.7,新料,8248.03
MC-0009810,2025-06-01 11:00:00,M07,CUP-008,TPE,583,359.153,375.305,4.5,混料,3769.42
MC-0009811,2026-02-16 16:00:00,M20,BUM-005,POM,634,83.587,91.764,9.78,新料,1150.6
MC-0009812,2024-12-29 11:00:00,M27,LRB-001,TPE,403,33.29,36.962,11.03,回料,1093.56
MC-0009813,2025-09-26 11:00:00,M26,LFR-018,PP,337,158.317,158.444,0.08,新料,4506.07
MC-0009814,2025-11-24 08:00:00,M28,LFR-022,PP,841,130.887,153.452,17.24,新料,3489.68
MC-0009815,2025-05-12 14:00:00,M16,TLM-026,PP-GF20,174,135.616,144.647,6.66,新料,1727.03
MC-0009816,2025-06-27 15:00:00,M24,TLP-023,POM,428,203.051,227.1,11.84,新料,6423.02
MC-0009817,2025-07-23 16:00:00,M05,CUP-001,PP,634,543.77,554.74,2.02,回料,12835.82
MC-0009818,2024-04-21 16:00:00,M04,CUP-011,PP,347,188.069,217.866,15.84,回料,2268.52
MC-0009819,2024-09-16 14:00:00,M23,TLP-007,PA66,466,25.199,27.291,8.3,回料,548.88
MC-0009820,2025-08-14 16:00:00,M18,BUM-019,PP,959,730.555,734.41,0.53,新料,6098.74
MC-0009821,2024-10-09 17:00:00,M12,VEN-003,POM,918,286.688,324.671,13.25,新料,9885.99
MC-0009822,2026-03-07 13:00:00,M02,CUP-021,PA6,433,42.904,50.419,17.52,混料,420.36
MC-0009823,2025-07-12 15:00:00,M05,DRH-022,PP-GF20,604,181.846,205.972,13.27,混料,2854.92
MC-0009824,2024-09-15 13:00:00,M01,CUP-007,ABS,227,180.501,207.372,14.89,混料,3212.84
MC-0009825,2025-09-28 13:00:00,M14,TLM-014,PP,568,475.872,539.67,13.41,新料,12113.64
MC-0009826,2025-04-03 08:00:00,M25,WLC-017,PA6,346,214.256,244.154,13.95,新料,3936.0
MC-0009827,2026-02-02 12:00:00,M10,VEN-029,POM,567,93.675,102.945,9.9,新料,2136.21
MC-0009828,2025-11-28 13:00:00,M28,LFR-009,PP,156,97.533,98.617,1.11,新料,1467.53
MC-0009829,2025-10-05 17:00:00,M20,HND-008,PA66,597,153.113,171.991,12.33,新料,2107.42
MC-0009830,2025-12-21 08:00:00,M26,LFR-004,TPE,499,251.794,274.365,8.96,新料,9585.85
MC-0009831,2025-09-18 10:00:00,M07,VEN-014,PP-GF20,986,651.596,711.207,9.15,新料,18567.69
MC-0009832,2026-03-24 11:00:00,M24,TLP-006,PA66,699,477.124,525.356,10.11,新料,12999.15
MC-0009833,2025-08-26 09:00:00,M01,VEN-028,PP,64,49.414,51.374,3.97,回料,456.64
MC-0009834,2026-01-15 10:00:00,M18,HND-018,PA66,128,69.216,77.367,11.78,新料,1458.34
MC-0009835,2026-04-21 12:00:00,M28,LRB-010,PA66,779,583.243,673.824,15.53,混料,12714.32
MC-0009836,2025-01-15 10:00:00,M07,DRH-017,PP-GF20,872,400.04,462.218,15.54,新料,6105.86
MC-0009837,2025-07-11 17:00:00,M14,HND-004,PP-GF20,496,208.184,238.801,14.71,新料,2825.04
MC-0009838,2024-09-17 11:00:00,M19,BUM-004,POM,195,166.123,191.424,15.23,混料,3265.5
MC-0009839,2026-02-21 14:00:00,M24,DUO-015,PA6,422,277.487,307.408,10.78,混料,3476.48
MC-0009840,2024-03-21 16:00:00,M10,DRH-015,PP-GF20,253,51.362,57.03,11.04,新料,607.04
MC-0009841,2026-04-13 15:00:00,M25,DUO-010,PA66,722,101.138,115.612,14.31,新料,2386.47
MC-0009842,2026-04-09 15:00:00,M08,DRH-009,TPE,519,320.795,377.829,17.78,新料,5950.03
MC-0009843,2025-01-30 13:00:00,M16,HND-015,PP-GF20,686,378.939,392.326,3.53,回料,6222.87
MC-0009844,2026-03-29 12:00:00,M21,BUM-010,ABS,70,31.263,31.998,2.35,回料,679.45
MC-0009845,2025-04-19 16:00:00,M04,CUP-022,ABS,888,385.978,447.958,16.06,新料,7975.18
MC-0009846,2025-01-07 15:00:00,M09,CUP-004,TPE,203,51.708,55.181,6.72,新料,1402.59
MC-0009847,2025-06-09 17:00:00,M08,CUP-027,ABS,757,581.43,639.358,9.96,新料,7857.82
MC-0009848,2025-09-20 15:00:00,M09,CUP-023,POM,286,119.01,124.464,4.58,新料,3548.57
MC-0009849,2024-03-18 16:00:00,M29,LFR-002,PA66,674,550.655,561.27,1.93,混料,11109.49
MC-0009850,2024-07-23 13:00:00,M25,TLP-018,TPE,479,18.008,19.97,10.9,混料,375.31
MC-0009851,2024-08-10 15:00:00,M12,DRH-019,POM,924,417.044,436.328,4.62,新料,14674.26
MC-0009852,2025-12-14 09:00:00,M08,VEN-019,POM,486,139.311,149.044,6.99,新料,2927.91
MC-0009853,2025-06-22 13:00:00,M28,LRB-012,PA6,753,137.745,159.797,16.01,新料,1695.2
MC-0009854,2024-07-10 17:00:00,M17,BUM-017,PC/ABS,665,372.887,427.575,14.67,混料,8406.85
MC-0009855,2025-03-09 13:00:00,M16,HND-003,PA6,545,258.277,258.351,0.03,新料,2344.21
MC-0009856,2024-07-30 13:00:00,M23,DUO-007,PP,318,128.003,138.942,8.55,新料,1146.81
MC-0009857,2024-02-07 09:00:00,M12,DRH-025,ABS,740,22.028,24.932,13.18,新料,669.89
MC-0009858,2026-01-12 09:00:00,M11,CUP-015,PP-GF20,760,193.195,215.694,11.65,新料,7506.95
MC-0009859,2026-01-04 08:00:00,M10,CUP-003,PP,747,335.54,343.704,2.43,新料,6784.24
MC-0009860,2026-02-25 16:00:00,M06,CUP-002,PC/ABS,464,405.133,421.494,4.04,回料,3898.24
MC-0009861,2024-03-20 17:00:00,M27,LFR-009,PA6,288,180.06,206.933,14.92,新料,6686.65
MC-0009862,2025-07-17 15:00:00,M12,CUP-014,PC/ABS,539,397.613,417.726,5.06,新料,13064.21
MC-0009863,2024-08-02 14:00:00,M05,DRH-017,PP,754,345.907,355.685,2.83,新料,7557.17
MC-0009864,2024-04-16 11:00:00,M28,LRB-007,TPE,99,47.008,55.114,17.24,新料,1917.4
MC-0009865,2025-09-04 16:00:00,M20,BUM-011,PC/ABS,530,349.212,402.637,15.3,新料,12138.32
MC-0009866,2025-10-15 08:00:00,M06,CUP-019,PP,653,470.006,481.128,2.37,新料,14068.23
MC-0009867,2026-04-01 09:00:00,M02,CUP-006,TPE,452,175.563,186.204,6.06,混料,1650.77
MC-0009868,2025-09-18 10:00:00,M22,HND-020,PC/ABS,444,97.912,112.364,14.76,新料,1629.68
MC-0009869,2024-09-25 16:00:00,M13,DRH-029,PA6,292,154.35,173.902,12.67,新料,3870.83
MC-0009870,2024-04-13 15:00:00,M08,CUP-017,PA6,596,17.373,20.0,15.12,混料,612.15
MC-0009871,2025-12-17 12:00:00,M11,VEN-016,PP,429,264.548,269.87,2.01,混料,6068.68
MC-0009872,2026-04-17 08:00:00,M14,HND-006,PP,66,44.574,46.623,4.6,回料,1422.45
MC-0009873,2024-03-24 08:00:00,M25,WLC-007,PP,443,225.544,237.715,5.4,新料,6895.14
MC-0009874,2024-11-21 17:00:00,M18,TLM-010,PP,806,374.743,441.559,17.83,回料,13892.95
MC-0009875,2024-10-20 15:00:00,M13,DRH-030,PA6,198,98.931,115.305,16.55,回料,3598.51
MC-0009876,2025-10-23 12:00:00,M01,VEN-013,PP,277,40.714,47.165,15.84,新料,442.18
MC-0009877,2025-03-04 09:00:00,M03,DRH-021,ABS,626,227.349,252.468,11.05,回料,3405.67
MC-0009878,2025-04-16 16:00:00,M01,CUP-012,PA6,244,185.399,201.751,8.82,混料,1873.69
MC-0009879,2025-10-24 10:00:00,M28,LFR-014,POM,811,217.854,251.093,15.26,新料,2383.86
MC-0009880,2026-02-02 10:00:00,M01,CUP-021,PA6,615,60.938,64.977,6.63,回料,836.83
MC-0009881,2026-01-15 08:00:00,M09,VEN-006,TPE,773,40.208,43.732,8.76,回料,1274.86
MC-0009882,2024-08-20 09:00:00,M17,TLM-028,PP,482,137.966,150.105,8.8,新料,3750.84
MC-0009883,2024-05-08 15:00:00,M02,CUP-001,ABS,382,327.634,361.423,10.31,回料,8884.15
MC-0009884,2024-04-06 10:00:00,M29,LRB-007,ABS,941,446.815,522.499,16.94,混料,10459.63
MC-0009885,2025-06-05 14:00:00,M06,VEN-012,PA6,167,109.846,119.618,8.9,新料,2657.94
MC-0009886,2024-10-29 09:00:00,M18,TLM-020,PC/ABS,324,212.78,248.919,16.98,新料,3433.4
MC-0009887,2024-11-29 12:00:00,M07,VEN-001,ABS,587,205.084,206.747,0.81,混料,4909.43
MC-0009888,2024-04-13 08:00:00,M17,TLM-024,ABS,755,269.689,314.695,16.69,回料,8504.55
MC-0009889,2025-07-20 08:00:00,M03,VEN-012,TPE,850,559.094,632.904,13.2,混料,10359.12
MC-0009890,2025-03-15 09:00:00,M02,VEN-016,PP,915,564.245,568.21,0.7,新料,8032.19
MC-0009891,2024-08-19 16:00:00,M05,DRH-014,PC/ABS,809,566.624,666.449,17.62,新料,5514.68
MC-0009892,2024-06-03 11:00:00,M15,BUM-027,PC/ABS,123,47.458,49.698,4.72,新料,785.52
MC-0009893,2025-08-25 13:00:00,M22,HND-004,PA66,155,65.057,68.273,4.94,混料,1274.86
MC-0009894,2024-10-06 08:00:00,M07,DRH-013,ABS,634,308.617,339.718,10.08,混料,7978.47
MC-0009895,2025-10-04 08:00:00,M24,WLC-020,TPE,257,22.183,25.723,15.96,新料,824.99
MC-0009896,2024-05-11 15:00:00,M17,BUM-014,ABS,819,592.27,610.788,3.13,新料,5521.78
MC-0009897,2024-12-02 13:00:00,M15,BUM-009,TPE,194,84.124,96.289,14.46,回料,3023.36
MC-0009898,2024-12-27 12:00:00,M23,WLC-006,PC/ABS,941,257.912,258.466,0.21,新料,5536.18
MC-0009899,2024-01-03 14:00:00,M25,TLP-004,ABS,213,172.748,184.559,6.84,混料,1521.95
MC-0009900,2025-02-13 13:00:00,M15,TLM-006,ABS,655,123.326,145.198,17.74,回料,1979.99
MC-0009901,2024-05-15 12:00:00,M23,DUO-025,PP-GF20,594,412.183,441.04,7.0,新料,5448.11
MC-0009902,2025-11-30 15:00:00,M26,LFR-018,TPE,325,152.679,179.499,17.57,新料,5158.68
MC-0009903,2024-10-20 14:00:00,M12,DRH-010,PC/ABS,917,539.504,561.785,4.13,新料,17644.11
MC-0009904,2024-02-14 15:00:00,M07,DRH-009,ABS,666,411.657,467.718,13.62,回料,4741.59
MC-0009905,2025-07-09 08:00:00,M11,CUP-006,PA66,904,351.125,389.467,10.92,回料,9025.8
MC-0009906,2025-11-03 09:00:00,M16,BUM-020,PP,655,192.14,219.87,14.43,回料,6238.45
MC-0009907,2026-03-08 13:00:00,M02,DRH-016,PC/ABS,170,115.724,129.047,11.51,新料,2919.72
MC-0009908,2025-07-27 17:00:00,M06,VEN-012,PC/ABS,670,440.698,465.643,5.66,新料,6476.57
MC-0009909,2025-11-29 13:00:00,M21,TLM-025,PA6,559,311.319,322.014,3.44,回料,8688.47
MC-0009910,2026-03-10 14:00:00,M16,HND-024,ABS,816,691.043,756.942,9.54,新料,17405.43
MC-0009911,2026-02-08 13:00:00,M04,CUP-002,ABS,253,220.902,229.022,3.68,回料,6610.06
MC-0009912,2026-02-16 13:00:00,M18,TLM-012,TPE,354,179.721,201.229,11.97,回料,5302.55
MC-0009913,2025-01-18 10:00:00,M22,TLM-025,PA6,643,358.1,409.578,14.38,新料,9327.39
MC-0009914,2026-03-10 11:00:00,M07,DRH-027,PP,986,345.703,378.165,9.39,新料,11982.67
MC-0009915,2024-04-09 12:00:00,M10,VEN-003,PC/ABS,356,111.177,130.126,17.04,新料,3901.65
MC-0009916,2024-08-19 11:00:00,M16,TLM-024,ABS,153,54.652,59.5,8.87,混料,1176.95
MC-0009917,2024-12-11 13:00:00,M18,BUM-022,TPE,924,573.221,601.366,4.91,新料,8930.1
MC-0009918,2026-03-23 11:00:00,M24,WLC-021,POM,572,52.553,59.317,12.87,回料,835.04
MC-0009919,2025-12-23 13:00:00,M08,CUP-026,PP-GF20,420,303.555,332.371,9.49,新料,9125.76
MC-0009920,2024-10-05 09:00:00,M19,HND-017,PP,635,341.087,382.551,12.16,混料,9012.13
MC-0009921,2025-01-09 16:00:00,M14,HND-012,ABS,597,71.699,82.735,15.39,混料,1164.75
MC-0009922,2024-05-31 08:00:00,M21,BUM-016,PP,574,464.226,505.782,8.95,混料,7853.78
MC-0009923,2024-09-10 09:00:00,M02,DRH-023,PA66,147,86.682,89.365,3.1,新料,2955.32
MC-0009924,2024-12-06 10:00:00,M01,CUP-021,PP-GF20,372,36.86,37.377,1.4,新料,547.13
MC-0009925,2024-02-14 11:00:00,M27,LFR-021,PA6,103,87.492,101.845,16.4,混料,1058.64
MC-0009926,2024-02-02 08:00:00,M17,BUM-017,TPE,764,428.399,479.271,11.87,新料,14033.64
MC-0009927,2024-03-27 16:00:00,M24,WLC-021,PA66,523,48.051,54.342,13.09,混料,1329.53
MC-0009928,2025-07-05 16:00:00,M13,CUP-029,PC/ABS,985,150.153,154.349,2.79,新料,2433.18
MC-0009929,2024-05-23 11:00:00,M02,VEN-005,PP-GF20,272,150.586,154.333,2.49,新料,3448.74
MC-0009930,2025-09-21 15:00:00,M14,HND-006,POM,651,439.667,492.54,12.03,新料,12109.77
MC-0009931,2024-03-01 17:00:00,M22,HND-021,PC/ABS,315,142.304,145.738,2.41,回料,4526.26
MC-0009932,2024-02-03 08:00:00,M21,HND-020,ABS,819,180.608,193.167,6.95,混料,6605.63
MC-0009933,2025-07-16 10:00:00,M29,LFR-009,PA6,357,223.2,250.036,12.02,回料,5814.73
MC-0009934,2025-09-18 17:00:00,M26,LRB-013,POM,957,643.964,662.548,2.89,新料,8450.68
MC-0009935,2025-11-28 12:00:00,M19,HND-011,TPE,85,44.974,46.693,3.82,新料,776.79
MC-0009936,2024-11-22 16:00:00,M27,LFR-012,PP-GF20,630,81.697,89.338,9.35,新料,1291.48
MC-0009937,2025-08-21 09:00:00,M28,LRB-004,PC/ABS,367,59.31,68.396,15.32,新料,2382.76
MC-0009938,2024-04-21 12:00:00,M18,TLM-009,PA6,525,351.271,381.086,8.49,新料,5812.32
MC-0009939,2025-02-14 12:00:00,M06,VEN-025,PA66,292,71.821,76.268,6.19,新料,1452.0
MC-0009940,2024-07-07 08:00:00,M04,VEN-029,TPE,431,71.206,77.954,9.48,混料,1365.26
MC-0009941,2025-07-24 11:00:00,M29,LRB-001,POM,460,37.999,42.991,13.14,混料,787.69
MC-0009942,2024-01-05 11:00:00,M10,VEN-002,PP,718,121.728,128.66,5.69,新料,4492.37
MC-0009943,2024-04-07 09:00:00,M21,HND-001,POM,447,196.181,201.458,2.69,回料,4374.92
MC-0009944,2024-09-29 15:00:00,M27,LRB-019,TPE,909,226.765,240.718,6.15,回料,4831.92
MC-0009945,2026-04-12 14:00:00,M24,TLP-014,PC/ABS,862,639.969,690.586,7.91,新料,22526.43
MC-0009946,2024-01-15 15:00:00,M03,DRH-009,PA6,415,256.513,264.814,3.24,回料,7494.75
MC-0009947,2024-04-16 13:00:00,M08,VEN-009,PP-GF20,92,56.183,63.504,13.03,回料,759.83
MC-0009948,2025-11-09 15:00:00,M19,BUM-007,TPE,408,70.012,79.579,13.66,混料,655.9
MC-0009949,2026-03-18 10:00:00,M14,HND-027,PC/ABS,130,17.313,18.614,7.51,新料,279.1
MC-0009950,2024-12-29 15:00:00,M24,WLC-006,PA6,531,145.538,167.442,15.05,回料,3919.63
MC-0009951,2025-01-29 13:00:00,M23,DUO-011,PP-GF20,435,19.266,21.999,14.19,新料,294.87
MC-0009952,2024-01-20 12:00:00,M07,CUP-009,PA66,833,388.069,390.084,0.52,混料,4064.93
MC-0009953,2024-09-24 09:00:00,M08,DRH-018,PP,465,100.627,102.627,1.99,回料,1496.5
MC-0009954,2025-06-01 09:00:00,M05,CUP-025,PA66,447,212.525,228.072,7.32,新料,6663.92
