timestamp,machine_id,nozzle_temp_C,oil_temp_C,injection_pressure_bar,clamp_force_pct,injection_speed_m_s,cycle_time_s,power_kw,status
2026-04-09 06:19:00,M01,187.0,60.1,87.3,89.3,1.463,10.23,61.83,正常
2026-04-09 06:19:30,M28,249.2,48.1,108.2,71.3,1.289,22.9,63.7,正常
2026-04-09 06:20:00,M25,228.3,54.1,83.0,56.2,0.912,13.52,22.28,正常
2026-04-09 06:20:30,M16,253.1,47.2,185.3,87.9,1.041,29.8,78.43,正常
2026-04-09 06:21:00,M10,259.1,51.5,168.7,77.3,0.874,16.76,44.46,正常
2026-04-09 06:21:30,M09,243.1,63.4,122.8,67.9,1.211,10.5,70.53,正常
2026-04-09 06:22:00,M18,250.8,60.2,130.0,81.4,1.149,24.83,16.7,异常
2026-04-09 06:22:30,M25,199.0,61.7,92.6,74.7,1.233,12.66,34.77,警告
2026-04-09 06:23:00,M20,181.3,62.7,96.9,58.5,0.847,28.02,64.24,正常
2026-04-09 06:23:30,M11,266.7,42.3,111.2,58.2,1.333,41.29,72.3,警告
2026-04-09 06:24:00,M26,210.7,46.9,100.3,57.9,1.407,36.63,24.16,警告
2026-04-09 06:24:30,M08,248.8,43.0,118.2,85.1,0.95,13.62,70.12,警告
2026-04-09 06:25:00,M11,207.2,44.8,191.2,51.7,1.394,26.6,52.53,正常
2026-04-09 06:25:30,M03,282.4,43.1,97.8,89.2,1.027,15.28,35.31,异常
2026-04-09 06:26:00,M25,251.5,64.8,144.0,64.6,1.41,41.91,70.9,正常
2026-04-09 06:26:30,M18,188.6,55.1,178.4,80.8,1.05,41.31,15.36,正常
2026-04-09 06:27:00,M20,236.6,46.1,100.0,55.2,1.296,33.98,59.31,正常
2026-04-09 06:27:30,M15,263.7,62.4,184.2,56.4,1.322,42.56,49.97,正常
2026-04-09 06:28:00,M05,268.0,59.2,93.9,93.9,0.983,35.68,42.38,异常
2026-04-09 06:28:30,M12,187.0,56.8,93.3,47.5,1.117,18.6,21.14,正常
2026-04-09 06:29:00,M24,283.0,53.9,152.3,84.9,1.215,40.45,71.47,正常
2026-04-09 06:29:30,M24,248.4,64.2,117.1,46.8,1.333,11.09,35.78,正常
2026-04-09 06:30:00,M22,207.2,56.9,85.5,72.2,1.001,44.81,19.85,正常
2026-04-09 06:30:30,M13,214.9,42.1,189.6,61.0,0.885,38.8,71.5,正常
2026-04-09 06:31:00,M13,192.6,53.0,151.1,84.4,0.987,21.34,65.35,正常
2026-04-09 06:31:30,M23,261.1,58.7,177.9,90.0,1.132,31.83,75.12,正常
2026-04-09 06:32:00,M21,190.5,59.4,176.4,57.6,0.936,27.77,58.92,正常
2026-04-09 06:32:30,M25,208.2,40.8,186.1,57.5,1.408,21.85,58.04,正常
2026-04-09 06:33:00,M04,268.6,64.4,121.5,52.5,0.887,18.94,75.56,警告
2026-04-09 06:33:30,M15,276.3,48.0,187.3,47.8,1.466,10.7,46.78,正常
2026-04-09 06:34:00,M03,258.1,53.9,106.1,50.2,1.445,12.24,70.48,正常
2026-04-09 06:34:30,M28,219.0,56.1,157.0,47.1,1.419,21.59,32.65,正常
2026-04-09 06:35:00,M15,283.0,51.5,163.8,47.7,1.136,30.94,23.14,正常
2026-04-09 06:35:30,M14,211.5,62.1,127.0,83.7,0.895,27.45,56.06,正常
2026-04-09 06:36:00,M22,283.2,42.4,81.7,88.1,1.287,27.53,16.38,正常
2026-04-09 06:36:30,M17,269.5,62.2,190.0,48.9,1.378,21.27,39.67,正常
2026-04-09 06:37:00,M06,227.8,41.1,101.1,74.2,0.926,21.41,45.27,正常
2026-04-09 06:37:30,M10,187.8,56.1,195.4,70.9,0.859,20.78,26.15,正常
2026-04-09 06:38:00,M15,208.7,50.1,97.6,55.5,0.968,19.76,58.48,异常
2026-04-09 06:38:30,M24,275.0,50.9,121.7,48.5,1.11,8.86,78.8,正常
2026-04-09 06:39:00,M17,265.7,55.1,110.7,94.3,0.971,16.31,41.93,正常
2026-04-09 06:39:30,M10,228.6,63.7,174.6,80.3,1.228,11.42,68.4,正常
2026-04-09 06:40:00,M18,243.6,43.2,188.2,52.8,1.013,26.1,44.33,正常
2026-04-09 06:40:30,M23,230.5,53.9,151.8,86.6,1.428,16.53,74.0,正常
2026-04-09 06:41:00,M15,191.6,43.3,92.1,84.3,0.962,19.44,15.27,正常
2026-04-09 06:41:30,M22,198.3,53.3,152.5,56.6,1.477,17.74,21.24,正常
2026-04-09 06:42:00,M02,281.2,43.5,132.8,91.6,1.056,32.58,28.28,正常
2026-04-09 06:42:30,M28,192.5,46.4,139.8,93.9,0.893,20.9,37.96,正常
2026-04-09 06:43:00,M02,278.6,42.0,116.6,63.6,1.208,33.71,70.33,正常
2026-04-09 06:43:30,M06,261.1,52.8,130.5,92.2,1.289,12.61,36.54,异常
2026-04-09 06:44:00,M10,183.6,59.6,84.6,64.9,1.21,19.2,41.44,正常
2026-04-09 06:44:30,M20,264.9,61.8,182.7,71.5,1.338,9.65,66.4,正常
2026-04-09 06:45:00,M16,249.8,51.9,90.7,48.5,1.064,36.76,35.28,正常
2026-04-09 06:45:30,M03,181.2,56.6,162.2,89.9,1.095,20.39,16.8,正常
2026-04-09 06:46:00,M08,266.0,46.1,192.2,83.6,1.275,12.72,69.57,正常
2026-04-09 06:46:30,M15,201.9,56.0,120.7,48.0,1.157,33.89,74.3,正常
2026-04-09 06:47:00,M05,265.7,60.9,95.0,68.0,1.439,26.96,76.43,正常
2026-04-09 06:47:30,M05,214.9,56.4,98.8,88.7,1.316,39.07,57.78,正常
2026-04-09 06:48:00,M21,275.5,43.4,115.4,66.9,1.345,30.18,57.84,正常
2026-04-09 06:48:30,M19,199.8,64.9,124.1,49.5,1.475,40.01,74.08,正常
2026-04-09 06:49:00,M13,277.3,44.1,114.8,48.6,1.274,13.78,44.02,正常
2026-04-09 06:49:30,M04,208.2,44.8,119.3,86.4,1.195,19.84,21.05,异常
2026-04-09 06:50:00,M12,246.4,42.6,101.8,45.5,0.963,18.95,58.49,正常
2026-04-09 06:50:30,M04,240.7,41.0,181.2,45.3,0.993,27.12,64.77,警告
2026-04-09 06:51:00,M21,279.3,56.0,95.5,49.0,1.331,18.66,22.89,正常
2026-04-09 06:51:30,M09,235.7,54.2,171.3,45.2,0.938,36.78,22.12,异常
2026-04-09 06:52:00,M26,182.7,46.8,135.0,92.0,1.194,35.55,63.92,正常
2026-04-09 06:52:30,M29,207.0,57.1,159.0,49.3,0.945,14.76,17.73,正常
2026-04-09 06:53:00,M18,220.5,45.2,170.1,58.4,1.291,41.27,76.65,警告
2026-04-09 06:53:30,M06,180.4,64.1,170.7,70.6,1.47,38.31,18.32,异常
2026-04-09 06:54:00,M26,185.1,43.5,159.9,59.4,1.206,14.45,64.74,正常
2026-04-09 06:54:30,M20,229.3,41.9,123.3,92.8,0.943,30.3,48.13,正常
2026-04-09 06:55:00,M25,189.2,51.3,170.0,84.9,1.403,21.2,42.36,正常
2026-04-09 06:55:30,M05,198.0,61.8,188.6,92.3,1.322,12.01,44.64,异常
2026-04-09 06:56:00,M25,190.6,41.9,154.6,87.5,1.101,26.39,69.08,正常
2026-04-09 06:56:30,M13,209.3,43.2,158.3,93.9,1.058,32.46,68.6,正常
2026-04-09 06:57:00,M16,282.2,56.6,93.4,92.7,1.027,29.1,32.96,正常
2026-04-09 06:57:30,M28,208.7,57.7,107.6,75.3,1.425,29.81,44.29,正常
2026-04-09 06:58:00,M05,263.6,52.9,91.2,77.9,1.359,15.17,26.32,正常
2026-04-09 06:58:30,M11,197.8,45.3,168.5,47.4,0.826,44.75,16.29,警告
2026-04-09 06:59:00,M11,196.5,44.1,144.6,84.6,0.804,13.28,56.86,正常
2026-04-09 06:59:30,M16,258.2,60.8,116.2,52.0,1.169,17.45,35.72,正常
2026-04-09 07:00:00,M19,241.9,59.1,145.2,49.7,1.059,30.34,40.16,正常
2026-04-09 07:00:30,M28,233.4,50.6,126.6,82.6,1.143,28.68,38.93,正常
2026-04-09 07:01:00,M03,244.0,44.2,114.0,89.2,0.816,17.29,63.48,警告
2026-04-09 07:01:30,M21,270.1,62.4,110.1,55.8,0.839,19.62,49.27,正常
2026-04-09 07:02:00,M03,265.8,52.6,167.6,60.2,0.919,31.61,31.07,警告
2026-04-09 07:02:30,M08,211.1,64.5,137.8,79.2,1.236,34.08,16.99,警告
2026-04-09 07:03:00,M16,186.2,62.3,162.6,67.0,1.144,19.48,73.4,正常
2026-04-09 07:03:30,M19,235.7,56.9,97.3,60.2,0.934,20.45,63.18,异常
2026-04-09 07:04:00,M19,255.1,61.2,148.2,68.3,1.498,18.21,33.4,正常
2026-04-09 07:04:30,M22,218.8,59.0,131.6,93.7,1.086,31.79,35.21,异常
2026-04-09 07:05:00,M24,230.0,64.9,165.8,71.9,0.917,13.97,72.15,正常
2026-04-09 07:05:30,M23,187.8,63.0,151.3,91.9,1.211,18.28,49.08,警告
2026-04-09 07:06:00,M17,216.5,46.9,120.8,82.0,1.088,41.83,48.49,正常
2026-04-09 07:06:30,M01,195.3,58.9,113.9,62.2,0.994,30.47,59.47,正常
2026-04-09 07:07:00,M20,279.5,40.5,169.7,68.2,1.486,13.11,23.41,正常
2026-04-09 07:07:30,M22,196.3,53.9,179.1,48.0,1.264,20.47,63.05,正常
2026-04-09 07:08:00,M06,277.4,44.9,200.0,62.1,0.969,32.2,63.28,正常
2026-04-09 07:08:30,M08,189.2,60.6,108.0,88.0,1.375,24.34,62.14,正常
2026-04-09 07:09:00,M23,258.6,43.0,155.8,72.8,0.834,42.13,19.82,异常
2026-04-09 07:09:30,M18,257.6,54.0,112.6,60.5,1.452,18.21,21.62,正常
2026-04-09 07:10:00,M26,217.2,51.5,106.4,73.1,1.015,35.59,76.07,正常
2026-04-09 07:10:30,M02,221.3,62.2,194.2,51.6,0.998,8.6,26.61,正常
2026-04-09 07:11:00,M19,256.4,43.3,158.5,91.5,0.841,14.0,40.01,警告
2026-04-09 07:11:30,M20,190.8,41.8,109.2,51.5,1.073,18.93,36.42,正常
2026-04-09 07:12:00,M01,244.0,45.4,134.4,93.2,0.913,8.26,36.8,警告
2026-04-09 07:12:30,M18,272.5,62.1,90.9,90.9,0.932,25.12,70.56,异常
2026-04-09 07:13:00,M07,223.0,43.9,154.2,56.2,1.238,17.95,51.84,正常
2026-04-09 07:13:30,M01,269.3,62.3,126.1,45.8,0.976,10.79,52.73,异常
2026-04-09 07:14:00,M03,283.1,44.0,91.9,91.9,1.442,11.17,69.83,正常
2026-04-09 07:14:30,M16,273.4,40.7,137.1,80.4,1.328,12.06,67.49,警告
2026-04-09 07:15:00,M06,242.1,55.0,125.5,57.2,0.883,44.12,39.94,异常
2026-04-09 07:15:30,M13,205.2,42.5,132.7,67.9,0.998,43.63,38.72,异常
2026-04-09 07:16:00,M08,239.3,61.6,125.9,83.9,1.353,29.88,61.2,正常
2026-04-09 07:16:30,M01,202.2,49.0,185.0,86.3,1.227,17.48,46.27,正常
2026-04-09 07:17:00,M12,277.6,50.9,187.0,79.7,1.475,35.17,65.55,正常
2026-04-09 07:17:30,M29,261.3,43.2,185.1,58.6,1.366,14.29,42.29,正常
2026-04-09 07:18:00,M13,255.7,42.2,159.9,94.4,1.166,39.42,20.95,警告
2026-04-09 07:18:30,M05,185.7,54.0,143.4,90.7,0.988,23.51,33.84,正常
2026-04-09 07:19:00,M10,189.1,57.6,153.8,68.5,1.171,41.08,44.68,正常
2026-04-09 07:19:30,M29,210.3,40.5,99.6,86.1,0.881,25.57,25.9,正常
2026-04-09 07:20:00,M22,185.3,46.7,135.4,70.0,1.106,35.2,46.79,正常
2026-04-09 07:20:30,M29,194.5,43.2,175.1,82.7,0.914,8.49,18.85,正常
2026-04-09 07:21:00,M27,192.1,51.9,153.4,51.2,1.461,12.95,73.44,警告
2026-04-09 07:21:30,M28,251.5,57.8,175.1,84.8,1.407,21.94,25.5,正常
2026-04-09 07:22:00,M25,185.0,63.8,105.2,57.8,1.118,22.17,54.04,正常
2026-04-09 07:22:30,M19,192.3,43.6,196.7,81.5,1.138,36.77,69.86,正常
2026-04-09 07:23:00,M21,180.8,62.5,81.5,77.9,1.16,44.98,18.62,正常
2026-04-09 07:23:30,M12,237.7,49.3,183.6,65.1,1.135,30.18,76.63,警告
2026-04-09 07:24:00,M08,258.0,62.2,198.3,58.2,1.404,24.18,17.91,警告
2026-04-09 07:24:30,M01,264.5,53.5,87.5,47.1,1.347,9.24,21.85,正常
2026-04-09 07:25:00,M13,189.5,41.8,142.0,93.3,1.286,35.84,70.89,正常
2026-04-09 07:25:30,M28,248.2,59.2,151.0,77.6,1.198,22.06,79.82,正常
2026-04-09 07:26:00,M01,282.2,57.8,172.3,73.3,0.815,24.44,29.02,正常
2026-04-09 07:26:30,M22,198.1,58.7,170.0,67.4,1.204,39.23,43.56,异常
2026-04-09 07:27:00,M16,188.0,60.8,98.2,68.0,1.321,11.43,61.2,正常
2026-04-09 07:27:30,M20,187.6,63.2,148.3,59.3,0.822,39.27,66.29,正常
2026-04-09 07:28:00,M05,211.8,58.8,167.1,68.0,1.43,34.58,55.07,正常
2026-04-09 07:28:30,M11,196.8,47.2,118.2,78.9,1.326,16.28,62.69,正常
2026-04-09 07:29:00,M10,233.6,45.1,172.7,74.5,1.228,44.75,36.58,正常
2026-04-09 07:29:30,M16,197.7,44.8,103.1,87.4,1.234,13.44,38.4,正常
2026-04-09 07:30:00,M26,240.6,57.9,136.5,59.5,1.213,40.57,40.51,正常
2026-04-09 07:30:30,M04,237.7,49.8,183.3,60.0,0.864,8.5,74.55,正常
2026-04-09 07:31:00,M21,271.4,59.7,194.3,59.0,0.886,27.56,40.03,正常
2026-04-09 07:31:30,M27,198.4,56.5,196.3,58.5,1.492,25.98,43.05,正常
2026-04-09 07:32:00,M02,259.1,57.7,189.0,72.8,1.056,32.25,26.74,异常
2026-04-09 07:32:30,M04,238.5,50.0,167.5,69.6,0.977,28.82,18.39,正常
2026-04-09 07:33:00,M18,246.0,56.2,151.5,80.5,0.871,33.79,32.98,异常
2026-04-09 07:33:30,M25,251.4,59.1,199.1,88.5,0.824,8.21,21.17,正常
2026-04-09 07:34:00,M13,220.1,51.9,134.7,60.9,0.91,40.47,55.92,正常
2026-04-09 07:34:30,M18,203.1,44.6,115.9,75.8,0.916,28.14,62.33,警告
2026-04-09 07:35:00,M02,214.0,58.1,192.9,92.9,1.306,26.66,19.04,正常
2026-04-09 07:35:30,M14,211.0,51.7,181.1,87.2,0.962,44.73,47.16,警告
2026-04-09 07:36:00,M04,229.3,43.6,145.7,86.5,1.305,40.66,37.52,正常
2026-04-09 07:36:30,M21,244.4,58.9,125.2,61.8,1.49,10.45,69.95,正常
2026-04-09 07:37:00,M25,233.8,52.0,88.7,88.0,1.335,21.16,45.08,异常
2026-04-09 07:37:30,M09,201.7,57.5,153.6,86.3,1.24,14.25,67.18,异常
2026-04-09 07:38:00,M05,261.1,45.4,97.1,92.9,1.291,8.92,21.22,警告
2026-04-09 07:38:30,M17,226.1,55.6,172.1,83.6,1.121,39.13,15.31,异常
2026-04-09 07:39:00,M25,258.9,52.7,114.7,49.0,1.494,43.16,22.57,正常
2026-04-09 07:39:30,M26,182.9,43.4,153.5,92.7,1.186,17.92,41.8,正常
2026-04-09 07:40:00,M06,251.1,53.4,196.1,47.9,1.132,26.4,26.2,正常
2026-04-09 07:40:30,M10,208.1,51.0,96.2,86.3,1.083,23.3,38.27,正常
2026-04-09 07:41:00,M06,247.5,50.8,84.6,76.1,1.03,17.5,75.49,异常
2026-04-09 07:41:30,M29,184.2,46.4,189.6,85.4,0.96,33.04,25.32,正常
2026-04-09 07:42:00,M22,209.7,43.7,123.8,55.3,1.127,23.73,40.5,正常
2026-04-09 07:42:30,M26,249.8,52.3,84.5,59.7,0.861,24.24,77.54,正常
2026-04-09 07:43:00,M04,279.3,40.4,141.7,56.8,1.299,15.4,75.27,正常
2026-04-09 07:43:30,M20,188.2,56.7,84.9,88.0,0.979,34.67,28.66,正常
2026-04-09 07:44:00,M24,226.6,59.8,144.8,82.5,1.256,31.91,49.06,异常
2026-04-09 07:44:30,M22,233.2,60.6,198.2,76.8,1.29,14.65,38.05,正常
2026-04-09 07:45:00,M25,273.4,53.2,88.2,80.9,1.124,24.08,49.47,正常
2026-04-09 07:45:30,M17,187.5,46.5,143.3,60.5,1.367,34.74,62.64,正常
2026-04-09 07:46:00,M09,235.6,56.4,96.5,54.0,1.19,28.0,33.63,正常
2026-04-09 07:46:30,M23,264.9,41.9,118.6,78.9,1.28,35.79,63.44,正常
2026-04-09 07:47:00,M05,186.7,41.5,161.0,56.6,1.115,42.83,42.3,正常
2026-04-09 07:47:30,M04,182.7,62.5,137.4,53.2,1.49,21.85,15.37,正常
2026-04-09 07:48:00,M27,214.2,52.2,162.9,63.0,1.251,11.89,58.77,正常
2026-04-09 07:48:30,M04,279.3,55.4,117.0,66.1,1.409,26.17,51.34,正常
2026-04-09 07:49:00,M15,256.1,51.2,139.0,63.8,1.217,24.29,72.95,正常
2026-04-09 07:49:30,M21,210.3,62.0,182.0,48.0,0.99,27.61,33.17,正常
2026-04-09 07:50:00,M28,186.6,51.1,137.2,73.7,1.347,31.31,24.51,正常
2026-04-09 07:50:30,M13,219.8,45.7,180.0,91.8,1.017,12.79,65.68,异常
2026-04-09 07:51:00,M05,221.8,49.4,96.0,51.9,1.414,17.53,19.13,警告
2026-04-09 07:51:30,M06,192.0,56.5,108.6,69.4,1.124,43.3,27.91,正常
2026-04-09 07:52:00,M27,242.0,43.9,193.1,83.3,0.853,44.64,36.63,警告
2026-04-09 07:52:30,M17,209.1,56.6,93.8,86.0,1.419,11.53,49.13,异常
2026-04-09 07:53:00,M29,191.8,56.0,116.1,57.7,1.396,41.13,70.9,正常
2026-04-09 07:53:30,M22,198.2,43.8,138.3,58.1,0.963,39.47,55.04,正常
2026-04-09 07:54:00,M19,201.0,44.5,179.1,55.8,1.146,38.36,52.65,正常
2026-04-09 07:54:30,M02,204.7,59.7,163.7,67.1,1.397,26.93,56.01,正常
2026-04-09 07:55:00,M03,243.2,54.5,125.9,47.0,0.878,8.12,41.24,正常
2026-04-09 07:55:30,M29,257.9,62.7,158.0,88.9,1.379,29.58,28.26,正常
2026-04-09 07:56:00,M07,236.5,51.3,174.9,75.0,0.864,41.94,40.0,正常
2026-04-09 07:56:30,M17,246.2,48.5,168.2,86.7,1.176,30.29,31.73,正常
2026-04-09 07:57:00,M02,212.7,46.7,162.2,91.9,0.99,44.61,35.83,警告
2026-04-09 07:57:30,M14,282.7,61.6,186.8,78.4,1.267,10.6,16.3,正常
2026-04-09 07:58:00,M03,193.9,61.1,139.0,88.9,1.109,41.05,36.46,警告
2026-04-09 07:58:30,M04,201.9,40.7,159.0,88.2,1.495,13.14,33.88,警告
2026-04-09 07:59:00,M27,224.6,47.8,131.7,75.5,1.247,36.73,15.42,正常
2026-04-09 07:59:30,M29,282.3,47.0,80.1,69.1,1.344,29.62,59.9,警告
2026-04-09 08:00:00,M26,280.5,49.9,188.4,54.2,1.151,29.57,46.59,正常
2026-04-09 08:00:30,M19,184.2,55.4,91.5,84.3,1.358,25.02,43.0,正常
2026-04-09 08:01:00,M13,233.2,52.0,189.6,87.8,1.412,20.97,36.29,正常
2026-04-09 08:01:30,M09,225.0,51.3,195.0,88.4,1.01,37.62,18.27,正常
2026-04-09 08:02:00,M21,187.7,63.2,165.4,64.5,0.978,8.24,77.16,异常
2026-04-09 08:02:30,M24,237.5,62.4,157.8,64.1,1.279,23.61,34.28,正常
2026-04-09 08:03:00,M22,241.4,62.6,119.4,93.1,0.924,39.23,79.35,正常
2026-04-09 08:03:30,M13,280.0,63.4,132.5,74.2,1.267,31.38,72.3,正常
2026-04-09 08:04:00,M09,236.6,58.1,144.4,75.3,1.334,15.97,52.49,正常
2026-04-09 08:04:30,M13,222.8,44.9,137.4,51.3,1.461,16.39,36.16,正常
2026-04-09 08:05:00,M16,252.9,53.8,101.5,84.4,0.906,22.6,49.53,警告
2026-04-09 08:05:30,M04,272.7,62.2,191.8,52.2,1.259,28.52,43.16,正常
2026-04-09 08:06:00,M10,236.6,61.8,144.2,60.2,1.003,36.73,66.23,警告
2026-04-09 08:06:30,M04,240.4,43.0,173.3,79.6,1.358,38.0,45.27,正常
2026-04-09 08:07:00,M10,264.6,40.4,132.1,47.4,1.167,17.97,31.11,正常
2026-04-09 08:07:30,M10,255.3,46.2,81.9,68.9,0.83,40.67,72.7,正常
2026-04-09 08:08:00,M14,212.3,44.4,142.0,53.9,1.19,27.36,68.35,正常
2026-04-09 08:08:30,M28,198.0,47.9,178.3,77.9,0.867,36.76,34.13,警告
2026-04-09 08:09:00,M25,235.6,46.0,80.7,87.9,1.334,13.46,40.51,正常
2026-04-09 08:09:30,M21,192.3,60.4,162.0,69.4,1.016,19.6,56.33,正常
2026-04-09 08:10:00,M17,258.7,52.7,133.0,63.3,0.856,11.36,79.59,警告
2026-04-09 08:10:30,M20,217.6,48.6,123.1,75.6,1.056,33.0,76.66,正常
2026-04-09 08:11:00,M10,226.2,54.0,132.3,62.3,1.053,22.25,36.02,正常
2026-04-09 08:11:30,M01,203.3,62.7,187.6,57.8,0.829,12.23,17.98,正常
2026-04-09 08:12:00,M06,232.1,50.3,139.6,66.2,1.398,25.15,76.99,警告
2026-04-09 08:12:30,M26,223.9,63.4,139.7,47.8,1.125,23.56,46.36,正常
2026-04-09 08:13:00,M02,226.0,51.3,107.2,46.1,0.897,34.84,18.34,正常
2026-04-09 08:13:30,M15,222.4,54.3,190.7,67.1,1.289,38.32,15.13,正常
2026-04-09 08:14:00,M25,200.0,61.0,185.7,47.5,1.137,29.03,76.66,正常
2026-04-09 08:14:30,M24,260.4,54.0,142.6,89.6,1.436,41.88,18.9,正常
2026-04-09 08:15:00,M24,224.4,51.5,156.9,64.6,0.995,44.97,21.64,正常
2026-04-09 08:15:30,M17,251.6,53.1,187.1,62.4,1.076,28.61,43.3,正常
2026-04-09 08:16:00,M25,279.5,47.8,94.2,91.6,0.901,35.49,15.25,正常
2026-04-09 08:16:30,M21,211.7,60.4,81.8,57.5,1.002,23.65,61.77,异常
2026-04-09 08:17:00,M04,180.6,51.5,127.3,89.2,0.809,34.87,18.25,警告
2026-04-09 08:17:30,M13,225.2,49.0,185.3,61.0,1.443,30.17,63.84,警告
2026-04-09 08:18:00,M21,221.4,44.3,174.8,47.0,1.455,24.32,38.65,正常
2026-04-09 08:18:30,M22,230.8,54.7,93.6,49.6,1.08,25.77,38.83,警告
2026-04-09 08:19:00,M03,225.6,56.3,113.0,45.1,1.252,34.17,15.05,正常
2026-04-09 08:19:30,M12,261.7,43.2,98.3,90.2,1.467,32.07,71.09,正常
2026-04-09 08:20:00,M18,238.3,57.4,88.2,71.7,0.938,36.97,19.94,正常
2026-04-09 08:20:30,M29,270.6,46.0,149.5,46.6,1.09,42.67,51.26,警告
2026-04-09 08:21:00,M20,216.4,58.7,90.0,81.5,1.488,31.68,74.88,正常
2026-04-09 08:21:30,M28,233.0,56.7,90.0,75.2,1.012,44.07,67.91,正常
2026-04-09 08:22:00,M20,193.0,63.2,168.4,53.2,1.404,22.87,34.99,正常
2026-04-09 08:22:30,M07,266.3,62.2,109.1,56.5,1.154,39.2,46.0,正常
2026-04-09 08:23:00,M26,183.5,56.9,84.5,77.5,0.993,17.07,69.85,异常
2026-04-09 08:23:30,M09,226.9,64.7,150.7,70.6,1.276,29.23,44.46,异常
2026-04-09 08:24:00,M10,186.8,58.5,145.5,53.4,0.855,19.41,74.45,正常
2026-04-09 08:24:30,M15,181.1,53.1,113.2,68.5,1.209,23.63,44.12,正常
2026-04-09 08:25:00,M02,211.6,62.1,154.1,53.8,1.299,22.82,56.89,正常
2026-04-09 08:25:30,M28,183.0,62.1,113.3,64.4,1.14,28.95,43.74,异常
2026-04-09 08:26:00,M01,254.0,53.9,194.3,70.5,0.819,22.79,38.96,正常
2026-04-09 08:26:30,M11,233.3,62.1,105.8,77.6,1.154,23.49,45.11,正常
2026-04-09 08:27:00,M02,197.3,52.5,126.0,74.0,1.438,15.62,38.59,正常
2026-04-09 08:27:30,M20,259.9,49.1,173.9,72.7,1.247,37.41,67.06,警告
2026-04-09 08:28:00,M20,225.1,59.2,129.5,47.9,0.929,23.39,68.99,正常
2026-04-09 08:28:30,M09,257.5,43.6,83.3,64.7,1.474,22.04,61.63,正常
2026-04-09 08:29:00,M28,204.9,55.6,191.9,88.0,0.918,29.55,27.91,正常
2026-04-09 08:29:30,M19,258.6,50.8,135.7,78.8,1.267,34.39,65.98,异常
2026-04-09 08:30:00,M02,236.9,42.5,106.6,50.9,1.276,31.05,34.07,正常
2026-04-09 08:30:30,M02,185.3,42.9,176.7,85.0,0.989,22.83,69.5,正常
2026-04-09 08:31:00,M09,249.1,40.1,129.0,91.3,1.081,11.53,56.77,正常
2026-04-09 08:31:30,M22,204.3,54.6,84.5,52.5,1.161,33.14,31.1,正常
2026-04-09 08:32:00,M14,217.4,54.2,192.1,68.5,1.174,18.6,54.85,正常
2026-04-09 08:32:30,M28,283.8,41.6,182.2,45.6,1.162,40.96,70.55,异常
2026-04-09 08:33:00,M25,220.9,60.5,142.5,58.4,1.211,35.57,30.48,正常
2026-04-09 08:33:30,M04,204.8,44.8,127.5,58.8,0.955,27.65,65.17,正常
2026-04-09 08:34:00,M23,242.6,54.2,164.1,58.3,1.358,31.82,17.44,正常
2026-04-09 08:34:30,M08,212.2,59.5,155.4,56.2,0.909,29.13,78.42,正常
2026-04-09 08:35:00,M24,222.2,49.3,152.4,54.8,1.033,30.53,38.66,正常
2026-04-09 08:35:30,M17,247.0,41.4,187.9,74.3,1.377,41.99,17.71,正常
2026-04-09 08:36:00,M11,258.8,43.3,141.9,45.3,0.863,9.17,23.87,异常
2026-04-09 08:36:30,M26,191.1,47.1,85.6,58.3,1.063,15.64,27.09,正常
2026-04-09 08:37:00,M13,221.6,47.1,182.3,61.4,1.439,22.97,58.52,正常
2026-04-09 08:37:30,M21,269.4,44.2,154.3,73.2,0.956,21.23,24.13,正常
2026-04-09 08:38:00,M01,263.3,40.2,116.0,64.3,0.972,37.78,20.28,正常
2026-04-09 08:38:30,M13,213.2,42.7,113.6,69.6,1.355,11.54,53.12,警告
2026-04-09 08:39:00,M23,263.5,51.2,128.8,70.2,1.266,32.91,79.51,正常
2026-04-09 08:39:30,M10,218.2,42.5,139.9,93.6,0.835,20.68,70.66,正常
2026-04-09 08:40:00,M01,249.6,40.5,188.1,85.6,1.147,15.89,41.67,正常
2026-04-09 08:40:30,M17,233.1,60.6,182.1,61.5,1.046,44.8,23.85,正常
2026-04-09 08:41:00,M11,183.1,61.8,179.4,81.3,1.279,22.08,49.13,异常
2026-04-09 08:41:30,M10,226.7,58.9,86.0,91.2,1.148,10.8,75.3,警告
2026-04-09 08:42:00,M06,261.2,47.1,96.4,75.3,0.89,39.58,49.44,正常
2026-04-09 08:42:30,M12,237.3,53.8,112.6,63.0,1.473,14.17,63.07,正常
2026-04-09 08:43:00,M14,221.1,46.0,176.6,77.1,1.259,26.41,59.83,正常
2026-04-09 08:43:30,M24,217.2,48.4,126.1,67.4,1.01,37.64,47.14,正常
2026-04-09 08:44:00,M23,242.9,57.4,149.0,82.9,0.893,15.58,72.43,警告
2026-04-09 08:44:30,M03,206.5,56.4,102.2,76.8,1.344,18.55,34.15,正常
2026-04-09 08:45:00,M15,238.1,40.3,80.1,88.7,1.359,32.76,48.39,警告
2026-04-09 08:45:30,M19,231.2,54.8,86.6,91.0,0.855,18.3,59.51,正常
2026-04-09 08:46:00,M11,256.7,52.5,130.8,67.2,0.88,8.25,59.87,正常
2026-04-09 08:46:30,M28,243.5,46.0,145.5,91.9,1.168,19.82,20.03,警告
